province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,TOTAL,19637,1647036,881018,765862,156,115.04,83.87,8.05,5.45,914291,3.14
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,RURAL,NA,1514502,810796,703564,142,115.24,NA,NA,5.5,874464,2.93
SINDH,099,THARPARKAR DISTRICT,THARPARKAR DISTRICT,URBAN,NA,132534,70222,62298,14,112.72,NA,NA,4.87,39827,6.52
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,TOTAL,3386,350807,193239,157551,17,122.65,103.61,6.65,6.4,167235,3.97
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,RURAL,NA,327492,180400,147078,14,122.66,NA,NA,6.5,167235,3.59
SINDH,099,THARPARKAR DISTRICT,CHACHRO TALUKA,URBAN,NA,23315,12839,10473,3,122.59,NA,NA,5.21,NA,NA
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,TOTAL,2126,305529,169541,135975,13,124.69,143.71,2.45,7.17,165289,3.28
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,RURAL,NA,298045,165279,132753,13,124.5,NA,NA,7.16,165289,3.15
SINDH,099,THARPARKAR DISTRICT,DAHLI TALUKA,URBAN,NA,7484,4262,3222,NA,132.28,NA,NA,7.46,NA,NA
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,TOTAL,2872,148871,77730,71116,25,109.3,51.84,8.83,4.54,92047,2.56
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,RURAL,NA,135729,70873,64833,23,109.32,NA,NA,4.53,82344,2.66
SINDH,099,THARPARKAR DISTRICT,DIPLO TALUKA,URBAN,NA,13142,6857,6283,2,109.14,NA,NA,4.56,9703,1.61
SINDH,099,THARPARKAR DISTRICT,ISLAMKOT TALUKA,TOTAL,3515,244439,128138,116273,28,110.2,69.54,7.57,4.88,137826,3.06
SINDH,099,THARPARKAR DISTRICT,ISLAMKOT TALUKA,RURAL,NA,225927,118559,107343,25,110.45,NA,NA,4.91,127399,3.06
SINDH,099,THARPARKAR DISTRICT,ISLAMKOT TALUKA,URBAN,NA,18512,9579,8930,3,107.27,NA,NA,4.58,10427,3.06
SINDH,099,THARPARKAR DISTRICT,KALOI TALUKA,TOTAL,922,117609,60614,56975,20,106.39,127.56,NA,4.69,73651,2.49
SINDH,099,THARPARKAR DISTRICT,KALOI TALUKA,RURAL,NA,117609,60614,56975,20,106.39,NA,NA,4.69,73651,2.49
SINDH,099,THARPARKAR DISTRICT,KALOI TALUKA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,099,THARPARKAR DISTRICT,MITHI TALUKA,TOTAL,2954,219901,115084,104787,30,109.83,74.44,26.5,4.84,125137,3.01
SINDH,099,THARPARKAR DISTRICT,MITHI TALUKA,RURAL,NA,161621,84594,77003,24,109.86,NA,NA,4.89,105440,2.27
SINDH,099,THARPARKAR DISTRICT,MITHI TALUKA,URBAN,NA,58280,30490,27784,6,109.74,NA,NA,4.7,19697,5.86
SINDH,099,THARPARKAR DISTRICT,NAGAR PARKAR TALUKA,TOTAL,3862,259880,136672,123185,23,110.95,67.29,4.54,5.03,153106,2.82
SINDH,099,THARPARKAR DISTRICT,NAGAR PARKAR TALUKA,RURAL,NA,248079,130477,117579,23,110.97,NA,NA,5.04,153106,2.57
SINDH,099,THARPARKAR DISTRICT,NAGAR PARKAR TALUKA,URBAN,NA,11801,6195,5606,NA,110.51,NA,NA,4.88,NA,NA
