province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,UNDER CONSTRUCTION,1,7829,1.69,151024,32.67,2599
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,LESS THAN 5 YEARS,1,74324,16.08,151024,32.67,22286
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,5-10 YEARS,1,157592,34.09,151024,32.67,50905
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,11-50 YEARS,1,216603,46.85,151024,32.67,73275
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,OVER 50 YEARS,1,5985,1.29,151024,32.67,1959
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2,7829,1.69,172185,37.24,2918
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,LESS THAN 5 YEARS,2,74324,16.08,172185,37.24,28246
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,5-10 YEARS,2,157592,34.09,172185,37.24,60550
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,11-50 YEARS,2,216603,46.85,172185,37.24,78397
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,OVER 50 YEARS,2,5985,1.29,172185,37.24,2074
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,UNDER CONSTRUCTION,3,7829,1.69,76874,16.63,1320
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,LESS THAN 5 YEARS,3,74324,16.08,76874,16.63,13191
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,5-10 YEARS,3,157592,34.09,76874,16.63,25778
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,11-50 YEARS,3,216603,46.85,76874,16.63,35653
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,OVER 50 YEARS,3,5985,1.29,76874,16.63,932
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,UNDER CONSTRUCTION,4,7829,1.69,36107,7.81,566
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,LESS THAN 5 YEARS,4,74324,16.08,36107,7.81,6078
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,5-10 YEARS,4,157592,34.09,36107,7.81,11936
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,11-50 YEARS,4,216603,46.85,36107,7.81,16986
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,OVER 50 YEARS,4,5985,1.29,36107,7.81,541
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,UNDER CONSTRUCTION,5,7829,1.69,12677,2.74,209
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,LESS THAN 5 YEARS,5,74324,16.08,12677,2.74,2121
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,5-10 YEARS,5,157592,34.09,12677,2.74,4019
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,11-50 YEARS,5,216603,46.85,12677,2.74,6112
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,OVER 50 YEARS,5,5985,1.29,12677,2.74,216
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,UNDER CONSTRUCTION,6,7829,1.69,6656,1.44,103
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,LESS THAN 5 YEARS,6,74324,16.08,6656,1.44,1204
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,5-10 YEARS,6,157592,34.09,6656,1.44,2179
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,11-50 YEARS,6,216603,46.85,6656,1.44,3040
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,OVER 50 YEARS,6,5985,1.29,6656,1.44,130
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,UNDER CONSTRUCTION,7,7829,1.69,3234,0.7,48
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,LESS THAN 5 YEARS,7,74324,16.08,3234,0.7,572
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,5-10 YEARS,7,157592,34.09,3234,0.7,1066
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,11-50 YEARS,7,216603,46.85,3234,0.7,1491
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,OVER 50 YEARS,7,5985,1.29,3234,0.7,57
