province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,054,KASUR DISTRICT,NA,NA,NA,YES,KASUR DISTRICT,138649,114860,20873,2916,122962,137115,91362,105132,135445,137065,6.33
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,NA,NA,YES,CHUNIAN TEHSIL,25559,21278,3848,433,23543,25253,14162,17661,25018,25321,6.18
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,NA,YES,ALLAHABAD MC,9621,8758,691,172,9457,9518,4903,6831,9374,9534,6.36
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,YES,CHARGE NO 10,9621,8758,691,172,9457,9518,4903,6831,9374,9534,6.36
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 01,999,865,123,11,994,990,350,857,927,989,6.54
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 02,591,562,25,4,583,577,461,434,584,587,6.37
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 03,785,702,78,5,757,780,498,727,784,785,5.86
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 04,838,704,72,62,828,817,189,343,744,830,6.9
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 05,891,817,61,13,885,882,644,660,886,888,6.08
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 06,945,814,107,24,900,939,604,555,913,919,6.68
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 07,1150,1061,69,20,1140,1143,674,796,1139,1142,6.49
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 08,1062,1030,26,6,1057,1054,509,822,1060,1061,6.12
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 09,589,578,10,1,581,584,519,560,585,589,5.64
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 10,478,445,33,0,477,477,310,247,477,478,6.12
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 11,998,893,84,21,966,986,86,647,985,976,6.77
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,ALLAHABAD MC,CHARGE NO 10,NO,CIRCLE NO 12,295,287,3,5,289,289,59,183,290,290,6.25
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,NA,YES,CHUNIAN MC,11585,8700,2726,159,9936,11447,7284,8070,11406,11492,5.94
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 08,YES,CHARGE NO 08,6736,5732,936,68,5328,6654,4251,5291,6663,6714,6.01
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 08,NO,CIRCLE NO 01,1533,1325,193,15,1255,1519,834,1111,1520,1527,5.82
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 08,NO,CIRCLE NO 02,2059,1852,198,9,1498,2051,1522,1771,2041,2056,6.1
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 08,NO,CIRCLE NO 03,1318,1111,188,19,1056,1300,970,1058,1303,1313,5.93
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 08,NO,CIRCLE NO 04,881,709,159,13,642,843,312,502,864,874,6.26
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 08,NO,CIRCLE NO 05,945,735,198,12,877,941,613,849,935,944,5.96
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 09,YES,CHARGE NO 09,4849,2968,1790,91,4608,4793,3033,2779,4743,4778,5.84
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 09,NO,CIRCLE NO 01,858,480,370,8,851,856,758,731,856,857,5.17
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 09,NO,CIRCLE NO 02,833,448,376,9,734,833,766,538,804,832,6.26
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 09,NO,CIRCLE NO 03,1561,978,563,20,1537,1544,1021,759,1545,1556,6.2
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,CHUNIAN MC,CHARGE NO 09,NO,CIRCLE NO 04,1597,1062,481,54,1486,1560,488,751,1538,1533,5.63
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,KANGANPUR MC,NA,YES,KANGANPUR MC,4353,3820,431,102,4150,4288,1975,2760,4238,4295,6.43
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,KANGANPUR MC,CHARGE NO 07,YES,CHARGE NO 07,4353,3820,431,102,4150,4288,1975,2760,4238,4295,6.43
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,KANGANPUR MC,CHARGE NO 07,NO,CIRCLE NO 01,1080,944,125,11,1060,1073,438,650,1070,1077,6.05
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,KANGANPUR MC,CHARGE NO 07,NO,CIRCLE NO 02,1019,975,25,19,1006,1015,480,694,1005,1004,6.35
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,KANGANPUR MC,CHARGE NO 07,NO,CIRCLE NO 03,1403,1211,161,31,1305,1372,869,982,1346,1374,6.45
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,KANGANPUR MC,CHARGE NO 07,NO,CIRCLE NO 04,851,690,120,41,779,828,188,434,817,840,6.96
