province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,ALL SEXES,3454881,83859,465054,938930,1431092,1592051,702019,972399,1698944,NA,1689358,1873251,201214,132949
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,MALE,1788617,42983,237846,481608,735517,821162,361842,499826,877440,NA,879494,976691,106475,70390
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,FEMALE,1666044,40876,227208,457322,695571,770841,340129,472501,821336,NA,809678,896352,94711,62539
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,TOTAL,TRANSGENDER,220,0,0,0,4,48,48,72,168,NA,186,208,28,20
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,RURAL,ALL SEXES,2564101,63785,355155,717391,1090962,1197133,518668,712678,1234760,NA,1222917,1360869,150743,100715
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,RURAL,MALE,1328622,32700,181777,368057,560801,618850,268822,368367,639062,NA,637827,710720,79737,53435
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,RURAL,FEMALE,1235368,31085,173378,349334,530159,578251,249814,344268,595619,NA,585001,650046,70989,47267
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,RURAL,TRANSGENDER,111,0,0,0,2,32,32,43,79,NA,89,103,17,13
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,URBAN,ALL SEXES,890780,20074,109899,221539,340130,394918,183351,259721,464184,NA,466441,512382,50471,32234
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,URBAN,MALE,459995,10283,56069,113551,174716,202312,93020,131459,238378,NA,241667,265971,26738,16955
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,URBAN,FEMALE,430676,9791,53830,107988,165412,192590,90315,128233,225717,NA,224677,246306,23722,15272
PUNJAB,054,KASUR DISTRICT,KASUR DISTRICT,URBAN,TRANSGENDER,109,0,0,0,2,16,16,29,89,NA,97,105,11,7
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,TOTAL,ALL SEXES,826323,20084,114025,231717,350791,380466,161864,224823,396136,NA,394070,440445,50616,34368
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,TOTAL,MALE,426240,10316,58229,118491,179562,195326,83010,115175,203860,NA,204446,228901,26661,18217
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,TOTAL,FEMALE,400033,9768,55796,113226,171229,185132,78846,109634,192241,NA,189582,211497,23948,16146
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,TOTAL,TRANSGENDER,50,0,0,0,0,8,8,14,35,NA,42,47,7,5
PUNJAB,054,KASUR DISTRICT,CHUNIAN TEHSIL,RURAL,ALL SEXES,663615,16242,92718,188554,284810,306755,129255,178605,313620,NA,312175,350637,41980,28647
