province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,1 PERSON,1,636,0.68,1.77,17354,18.66,5.81,381
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,2 PERSONS,1,2574,2.77,1.8,17354,18.66,5.81,1429
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,3 PERSONS,1,3536,3.8,1.88,17354,18.66,5.81,1685
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,4 PERSONS,1,5607,6.03,1.99,17354,18.66,5.81,2279
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,5 PERSONS,1,8006,8.61,2.17,17354,18.66,5.81,2590
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,6 PERSONS,1,10174,10.94,2.31,17354,18.66,5.81,2751
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,7 PERSONS,1,10644,11.45,2.49,17354,18.66,5.81,2305
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,8 PERSONS,1,9580,10.3,2.61,17354,18.66,5.81,1620
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,9 PERSONS,1,7801,8.39,2.84,17354,18.66,5.81,965
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,34432,37.03,4.01,17354,18.66,5.81,1349
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,1 PERSON,2,636,0.68,1.77,29165,31.36,7.63,146
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,2 PERSONS,2,2574,2.77,1.8,29165,31.36,7.63,718
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,3 PERSONS,2,3536,3.8,1.88,29165,31.36,7.63,1205
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,4 PERSONS,2,5607,6.03,1.99,29165,31.36,7.63,2108
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,5 PERSONS,2,8006,8.61,2.17,29165,31.36,7.63,3175
