province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OWNED,71152,76.52,WALL,BAKED BRICKS/BLOCKS/STONES,63898,68.71,54545
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OWNED,71152,76.52,WALL,UNBAKED BRICKS/MUD,21986,23.64,12677
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OWNED,71152,76.52,WALL,WOOD/BAMBOO,5248,5.64,2844
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OWNED,71152,76.52,WALL,OTHERS,1858,2,1086
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OWNED,71152,76.52,ROOF,RCC/RBC,32169,34.59,29786
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OWNED,71152,76.52,ROOF,CEMENT/IRON SHEETS,15655,16.84,14105
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OWNED,71152,76.52,ROOF,GARDER/T.IRON,2277,2.45,1537
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OWNED,71152,76.52,ROOF,WOOD/BAMBOO,40420,43.47,24192
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OWNED,71152,76.52,ROOF,OTHERS,2469,2.66,1532
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENTED,7283,7.83,WALL,BAKED BRICKS/BLOCKS/STONES,63898,68.71,3877
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENTED,7283,7.83,WALL,UNBAKED BRICKS/MUD,21986,23.64,2453
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENTED,7283,7.83,WALL,WOOD/BAMBOO,5248,5.64,615
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENTED,7283,7.83,WALL,OTHERS,1858,2,338
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENTED,7283,7.83,ROOF,RCC/RBC,32169,34.59,1397
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENTED,7283,7.83,ROOF,CEMENT/IRON SHEETS,15655,16.84,908
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENTED,7283,7.83,ROOF,GARDER/T.IRON,2277,2.45,190
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENTED,7283,7.83,ROOF,WOOD/BAMBOO,40420,43.47,4387
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENTED,7283,7.83,ROOF,OTHERS,2469,2.66,401
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENT FREE,14555,15.65,WALL,BAKED BRICKS/BLOCKS/STONES,63898,68.71,5476
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENT FREE,14555,15.65,WALL,UNBAKED BRICKS/MUD,21986,23.64,6856
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENT FREE,14555,15.65,WALL,WOOD/BAMBOO,5248,5.64,1789
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENT FREE,14555,15.65,WALL,OTHERS,1858,2,434
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENT FREE,14555,15.65,ROOF,RCC/RBC,32169,34.59,986
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENT FREE,14555,15.65,ROOF,CEMENT/IRON SHEETS,15655,16.84,642
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENT FREE,14555,15.65,ROOF,GARDER/T.IRON,2277,2.45,550
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,RENT FREE,14555,15.65,ROOF,WOOD/BAMBOO,40420,43.47,11841
