province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,1865,895460,445872,449555,33,99.18,480.14,NA,9.36,506048,3.04
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,RURAL,NA,895460,445872,449555,33,99.18,NA,NA,9.36,506048,3.04
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,DAGGAR TEHSIL,TOTAL,762,354809,176595,178195,19,99.1,465.63,NA,10.12,197120,3.14
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,DAGGAR TEHSIL,RURAL,NA,354809,176595,178195,19,99.1,NA,NA,10.12,197120,3.14
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,DAGGAR TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,GAGRA TEHSIL,TOTAL,435,269971,134468,135495,8,99.24,620.62,NA,9.59,151877,3.07
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,GAGRA TEHSIL,RURAL,NA,269971,134468,135495,8,99.24,NA,NA,9.59,151877,3.07
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,GAGRA TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,KHADO KHEL TEHSIL,TOTAL,343,118072,58013,60056,3,96.6,344.23,NA,8.16,69812,2.8
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,KHADO KHEL TEHSIL,RURAL,NA,118072,58013,60056,3,96.6,NA,NA,8.16,69812,2.8
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,KHADO KHEL TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,MANDANR TEHSIL,TOTAL,325,152608,76796,75809,3,101.3,469.56,NA,8.52,87239,2.98
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,MANDANR TEHSIL,RURAL,NA,152608,76796,75809,3,101.3,NA,NA,8.52,87239,2.98
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,MANDANR TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
