province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,UNDER CONSTRUCTION,1,1236,1.74,11858,16.67,195
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,LESS THAN 5 YEARS,1,8683,12.2,11858,16.67,1263
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,5-10 YEARS,1,22305,31.35,11858,16.67,3666
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,11-50 YEARS,1,37093,52.13,11858,16.67,6262
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OVER 50 YEARS,1,1835,2.58,11858,16.67,472
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,UNDER CONSTRUCTION,2,1236,1.74,20108,28.26,324
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,LESS THAN 5 YEARS,2,8683,12.2,20108,28.26,2305
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,5-10 YEARS,2,22305,31.35,20108,28.26,6485
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,11-50 YEARS,2,37093,52.13,20108,28.26,10431
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OVER 50 YEARS,2,1835,2.58,20108,28.26,563
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,UNDER CONSTRUCTION,3,1236,1.74,14689,20.64,249
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,LESS THAN 5 YEARS,3,8683,12.2,14689,20.64,1973
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,5-10 YEARS,3,22305,31.35,14689,20.64,4680
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,11-50 YEARS,3,37093,52.13,14689,20.64,7477
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OVER 50 YEARS,3,1835,2.58,14689,20.64,310
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,UNDER CONSTRUCTION,4,1236,1.74,11030,15.5,193
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,LESS THAN 5 YEARS,4,8683,12.2,11030,15.5,1520
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,5-10 YEARS,4,22305,31.35,11030,15.5,3469
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,11-50 YEARS,4,37093,52.13,11030,15.5,5635
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OVER 50 YEARS,4,1835,2.58,11030,15.5,213
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,UNDER CONSTRUCTION,5,1236,1.74,5150,7.24,125
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,LESS THAN 5 YEARS,5,8683,12.2,5150,7.24,601
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,5-10 YEARS,5,22305,31.35,5150,7.24,1573
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,11-50 YEARS,5,37093,52.13,5150,7.24,2747
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OVER 50 YEARS,5,1835,2.58,5150,7.24,104
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,UNDER CONSTRUCTION,6,1236,1.74,3709,5.21,63
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,LESS THAN 5 YEARS,6,8683,12.2,3709,5.21,479
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,5-10 YEARS,6,22305,31.35,3709,5.21,1137
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,11-50 YEARS,6,37093,52.13,3709,5.21,1955
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OVER 50 YEARS,6,1835,2.58,3709,5.21,75
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,UNDER CONSTRUCTION,7,1236,1.74,1533,2.15,27
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,LESS THAN 5 YEARS,7,8683,12.2,1533,2.15,178
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,5-10 YEARS,7,22305,31.35,1533,2.15,426
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,11-50 YEARS,7,37093,52.13,1533,2.15,875
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OVER 50 YEARS,7,1835,2.58,1533,2.15,27
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,UNDER CONSTRUCTION,8,1236,1.74,1206,1.69,24
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,LESS THAN 5 YEARS,8,8683,12.2,1206,1.69,151
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,5-10 YEARS,8,22305,31.35,1206,1.69,355
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,11-50 YEARS,8,37093,52.13,1206,1.69,653
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,OVER 50 YEARS,8,1835,2.58,1206,1.69,23
KHYBER PAKTUNKHWA,019,BUNER DISTRICT,BUNER DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,1236,1.74,1869,2.63,36
