province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,1 PERSON,1,1011,4.14,1.43,10046,41.15,4.99,790
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,2 PERSONS,1,2141,8.77,1.51,10046,41.15,4.99,1446
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,3 PERSONS,1,1969,8.07,1.61,10046,41.15,4.99,1181
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,4 PERSONS,1,2688,11.01,1.68,10046,41.15,4.99,1484
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 PERSONS,1,2721,11.15,1.85,10046,41.15,4.99,1287
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,6 PERSONS,1,2781,11.39,1.98,10046,41.15,4.99,1114
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,7 PERSONS,1,2449,10.03,2.1,10046,41.15,4.99,847
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,8 PERSONS,1,2179,8.93,2.27,10046,41.15,4.99,679
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,9 PERSONS,1,1828,7.49,2.49,10046,41.15,4.99,460
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,4646,19.03,3.22,10046,41.15,4.99,758
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,1 PERSON,2,1011,4.14,1.43,7449,30.51,6.57,131
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,2 PERSONS,2,2141,8.77,1.51,7449,30.51,6.57,492
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,3 PERSONS,2,1969,8.07,1.61,7449,30.51,6.57,552
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,4 PERSONS,2,2688,11.01,1.68,7449,30.51,6.57,831
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 PERSONS,2,2721,11.15,1.85,7449,30.51,6.57,913
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,6 PERSONS,2,2781,11.39,1.98,7449,30.51,6.57,1034
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,7 PERSONS,2,2449,10.03,2.1,7449,30.51,6.57,924
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,8 PERSONS,2,2179,8.93,2.27,7449,30.51,6.57,754
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,9 PERSONS,2,1828,7.49,2.49,7449,30.51,6.57,621
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,4646,19.03,3.22,7449,30.51,6.57,1197
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,1 PERSON,3,1011,4.14,1.43,3573,14.64,7.84,43
