province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,182,0.79,BAKED BRICKS/BLOCKS/STONES,149,0.64,47
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,182,0.79,UNBAKED BRICKS/MUD,369,1.6,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,182,0.79,WOOD/BAMBOO,89,0.38,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,182,0.79,OTHERS,14,0.06,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,182,0.79,BAKED BRICKS/BLOCKS/STONES,261,1.13,22
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,182,0.79,UNBAKED BRICKS/MUD,1989,8.6,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,182,0.79,WOOD/BAMBOO,313,1.35,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,182,0.79,OTHERS,111,0.48,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,182,0.79,BAKED BRICKS/BLOCKS/STONES,635,2.75,41
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,182,0.79,UNBAKED BRICKS/MUD,6150,26.6,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,182,0.79,WOOD/BAMBOO,396,1.71,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,182,0.79,OTHERS,150,0.65,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,182,0.79,BAKED BRICKS/BLOCKS/STONES,1262,5.46,68
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,182,0.79,UNBAKED BRICKS/MUD,9622,41.62,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,182,0.79,WOOD/BAMBOO,655,2.83,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,182,0.79,OTHERS,220,0.95,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,182,0.79,BAKED BRICKS/BLOCKS/STONES,46,0.2,4
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,182,0.79,UNBAKED BRICKS/MUD,604,2.61,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,182,0.79,WOOD/BAMBOO,29,0.13,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,182,0.79,OTHERS,56,0.24,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,272,1.18,BAKED BRICKS/BLOCKS/STONES,149,0.64,12
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,272,1.18,UNBAKED BRICKS/MUD,369,1.6,20
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,272,1.18,WOOD/BAMBOO,89,0.38,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,272,1.18,OTHERS,14,0.06,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,272,1.18,BAKED BRICKS/BLOCKS/STONES,261,1.13,8
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,272,1.18,UNBAKED BRICKS/MUD,1989,8.6,37
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,272,1.18,WOOD/BAMBOO,313,1.35,2
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,272,1.18,OTHERS,111,0.48,1
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,272,1.18,BAKED BRICKS/BLOCKS/STONES,635,2.75,10
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,272,1.18,UNBAKED BRICKS/MUD,6150,26.6,64
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,272,1.18,WOOD/BAMBOO,396,1.71,2
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,272,1.18,OTHERS,150,0.65,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,272,1.18,BAKED BRICKS/BLOCKS/STONES,1262,5.46,17
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,272,1.18,UNBAKED BRICKS/MUD,9622,41.62,89
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,272,1.18,WOOD/BAMBOO,655,2.83,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,272,1.18,OTHERS,220,0.95,1
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,272,1.18,BAKED BRICKS/BLOCKS/STONES,46,0.2,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,272,1.18,UNBAKED BRICKS/MUD,604,2.61,9
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,272,1.18,WOOD/BAMBOO,29,0.13,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,272,1.18,OTHERS,56,0.24,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,1156,5,BAKED BRICKS/BLOCKS/STONES,149,0.64,13
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,1156,5,UNBAKED BRICKS/MUD,369,1.6,40
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,1156,5,WOOD/BAMBOO,89,0.38,10
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,1156,5,OTHERS,14,0.06,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,1156,5,BAKED BRICKS/BLOCKS/STONES,261,1.13,48
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,1156,5,UNBAKED BRICKS/MUD,1989,8.6,89
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,1156,5,WOOD/BAMBOO,313,1.35,22
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,1156,5,OTHERS,111,0.48,1
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,1156,5,BAKED BRICKS/BLOCKS/STONES,635,2.75,91
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,1156,5,UNBAKED BRICKS/MUD,6150,26.6,274
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,1156,5,WOOD/BAMBOO,396,1.71,32
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,1156,5,OTHERS,150,0.65,4
