province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,INSIDE WATER,TAP,8765,37.91,474
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,INSIDE WATER,ELECTRIC/HAND PUMP,499,2.16,25
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,INSIDE WATER,PROTECTED WELL,297,1.28,7
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,INSIDE WATER,UN-PROTECTED WELL,350,1.51,3
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,INSIDE WATER,OTHERS,1394,6.03,12
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,OUTSIDE WATER,TAP,1789,7.74,13
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,OUTSIDE WATER,ELECTRIC/HAND PUMP,1006,4.35,8
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,OUTSIDE WATER,PROTECTED WELL,1040,4.5,11
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,OUTSIDE WATER,UN-PROTECTED WELL,1276,5.52,15
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,OUTSIDE WATER,SPRING,1439,6.22,5
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,OUTSIDE WATER,CANAL/RIVER/POND,3828,16.56,22
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,OUTSIDE WATER,OTHERS,1437,6.22,26
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,COOKING FUEL,WOOD,22635,97.9,589
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,COOKING FUEL,GAS,158,0.68,15
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,COOKING FUEL,KEROSENE OIL,47,0.2,5
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,COOKING FUEL,OTHERS,280,1.21,12
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,LIGHTING SOURCE,ELECTRICITY,15165,65.59,555
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,LIGHTING SOURCE,KEROSENE OIL,4582,19.82,40
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,LIGHTING SOURCE,GAS LAMP,14,0.06,0
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,UNDER CONSTRUCTION,621,2.69,LIGHTING SOURCE,OTHERS,3359,14.53,26
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,INSIDE WATER,TAP,8765,37.91,1232
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,INSIDE WATER,ELECTRIC/HAND PUMP,499,2.16,78
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,INSIDE WATER,PROTECTED WELL,297,1.28,36
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,INSIDE WATER,UN-PROTECTED WELL,350,1.51,39
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,INSIDE WATER,OTHERS,1394,6.03,154
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,OUTSIDE WATER,TAP,1789,7.74,134
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,OUTSIDE WATER,ELECTRIC/HAND PUMP,1006,4.35,104
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,OUTSIDE WATER,PROTECTED WELL,1040,4.5,101
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,OUTSIDE WATER,UN-PROTECTED WELL,1276,5.52,119
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,OUTSIDE WATER,SPRING,1439,6.22,81
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,OUTSIDE WATER,CANAL/RIVER/POND,3828,16.56,414
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,OUTSIDE WATER,OTHERS,1437,6.22,182
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,COOKING FUEL,WOOD,22635,97.9,2648
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,COOKING FUEL,GAS,158,0.68,20
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,COOKING FUEL,KEROSENE OIL,47,0.2,4
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,COOKING FUEL,OTHERS,280,1.21,2
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,LIGHTING SOURCE,ELECTRICITY,15165,65.59,1785
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,LIGHTING SOURCE,KEROSENE OIL,4582,19.82,608
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,LIGHTING SOURCE,GAS LAMP,14,0.06,1
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2674,11.57,LIGHTING SOURCE,OTHERS,3359,14.53,280
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,INSIDE WATER,TAP,8765,37.91,2538
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,INSIDE WATER,ELECTRIC/HAND PUMP,499,2.16,137
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,INSIDE WATER,PROTECTED WELL,297,1.28,104
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,INSIDE WATER,UN-PROTECTED WELL,350,1.51,114
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,INSIDE WATER,OTHERS,1394,6.03,597
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,OUTSIDE WATER,TAP,1789,7.74,541
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,OUTSIDE WATER,ELECTRIC/HAND PUMP,1006,4.35,295
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,OUTSIDE WATER,PROTECTED WELL,1040,4.5,303
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,OUTSIDE WATER,UN-PROTECTED WELL,1276,5.52,458
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,OUTSIDE WATER,SPRING,1439,6.22,401
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,OUTSIDE WATER,CANAL/RIVER/POND,3828,16.56,1438
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,OUTSIDE WATER,OTHERS,1437,6.22,405
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,COOKING FUEL,WOOD,22635,97.9,7265
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,COOKING FUEL,GAS,158,0.68,41
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,COOKING FUEL,KEROSENE OIL,47,0.2,12
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,COOKING FUEL,OTHERS,280,1.21,13
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,LIGHTING SOURCE,ELECTRICITY,15165,65.59,4888
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,LIGHTING SOURCE,KEROSENE OIL,4582,19.82,1647
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,LIGHTING SOURCE,GAS LAMP,14,0.06,5
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,5-10 YEARS,7331,31.71,LIGHTING SOURCE,OTHERS,3359,14.53,791
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,INSIDE WATER,TAP,8765,37.91,4156
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,INSIDE WATER,ELECTRIC/HAND PUMP,499,2.16,246
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,INSIDE WATER,PROTECTED WELL,297,1.28,132
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,INSIDE WATER,UN-PROTECTED WELL,350,1.51,183
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,INSIDE WATER,OTHERS,1394,6.03,599
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,OUTSIDE WATER,TAP,1789,7.74,1059
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,OUTSIDE WATER,ELECTRIC/HAND PUMP,1006,4.35,586
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,OUTSIDE WATER,PROTECTED WELL,1040,4.5,609
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,OUTSIDE WATER,UN-PROTECTED WELL,1276,5.52,648
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,OUTSIDE WATER,SPRING,1439,6.22,901
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,OUTSIDE WATER,CANAL/RIVER/POND,3828,16.56,1877
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,OUTSIDE WATER,OTHERS,1437,6.22,763
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN DISTRICT,TOTAL,11-50 YEARS,11759,50.86,COOKING FUEL,WOOD,22635,97.9,11407
