province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
BALOCHISTAN,106,KHARAN DISTRICT,NA,NA,NA,YES,KHARAN DISTRICT,NA,18187,147,2220,15820,4419,9836,85,14510,15832,8763,6.04
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,NA,NA,YES,KHARAN TEHSIL,NA,4704,103,461,4140,1272,2754,21,4092,4334,2239,6.17
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,NA,YES,SARAWAN UC,NA,4704,103,461,4140,1272,2754,21,4092,4334,2239,6.17
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,YES,SARWAN UC,NA,4704,103,461,4140,1272,2754,21,4092,4334,2239,6.17
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,(ROZI THAL)ROZIJMAL,0000000,128,0,4,124,9,98,1,127,128,0,4.41
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,(SHINKANI BANTE)SHIKARI BHAIN,0000000,89,0,0,89,0,0,0,85,85,3,5.75
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,(THAL ULMARG)THAL,0000000,121,0,9,112,22,0,1,116,120,95,5.59
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,ABADARI,0000000,48,0,0,48,1,0,1,45,48,0,7.21
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,ALBAT,0000000,40,0,37,3,1,0,0,12,2,5,7.18
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,APANISAR,0000000,21,0,1,20,0,0,0,16,20,1,5.9
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,AZADGAZ,0000000,23,0,10,13,1,0,0,23,23,0,6.65
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,BANNAND,0000000,29,1,0,28,6,26,1,29,29,28,6.9
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,BARSHOONKI,0000000,50,0,0,50,49,0,0,49,49,1,8.12
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,CHANAL,0000000,121,8,17,96,18,114,2,115,119,119,4.5
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,GAWARGHAN,0000000,119,1,10,108,0,53,0,119,119,2,6.19
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,GIRDINA,0000000,66,0,2,64,0,0,0,66,66,0,6.62
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,HOKEMI,0000000,50,0,4,46,14,0,0,36,43,1,5.2
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,HULMURG,0000000,189,1,50,138,18,1,0,168,187,48,7.15
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,JORAKIN,0000000,130,1,0,129,0,0,1,4,7,3,6.04
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,KAHORI,0000000,17,0,0,17,0,5,0,17,17,0,6.06
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,KALAN ARRINGOK,0000000,36,0,0,36,0,1,0,36,36,0,6.44
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,KALIGAR BANTE,0000000,20,0,0,20,20,0,0,3,20,1,5.4
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,KANIYAN,0000000,225,0,7,218,12,177,0,223,225,223,5.87
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,KHOOKAP,0000000,33,0,0,33,0,0,0,2,9,0,6.55
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,KILLI KARIM BUKHSH,0000000,30,0,4,26,4,26,0,23,30,0,5.07
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,KILLI MASJID,0000000,17,0,0,17,3,0,0,2,11,0,5
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,KISAN,0000000,91,0,0,91,0,0,0,77,81,85,5.82
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,KOH PROSH,0000000,26,0,0,26,1,0,0,26,26,22,7.77
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,LANDO,0000000,64,0,2,62,15,10,0,6,21,3,6.58
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,LEJJE TOKE,0000000,89,0,11,78,1,28,3,88,87,56,6.53
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,LIJJI KHAS,0000000,244,42,19,183,31,220,0,233,236,231,7.37
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,MACHHI,0000000,285,0,3,282,131,256,0,248,284,153,6.88
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,MASISKI,0000000,27,0,1,26,0,0,0,27,27,1,6.11
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,MOMARI,0000000,27,0,0,27,0,0,0,17,27,1,7.26
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,NAUROZ KALAT,0000000,437,2,4,431,4,385,1,432,431,15,6.96
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,PADEEN,0000000,112,0,72,40,0,0,1,112,110,15,6
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,PATKIN,0000000,149,5,59,85,106,125,0,148,148,83,7.09
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,SARAWAN I & II,0000000,204,5,5,194,175,172,1,164,170,174,6.11
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,SARAWAN II,0000000,316,34,3,279,314,315,0,302,313,316,5.28
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,SHAPAT,0000000,157,0,4,153,149,156,2,156,157,157,5.67
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,SHOHAP,0000000,73,0,0,73,6,66,1,50,63,17,6.64
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,SHOORI,0000000,56,0,56,0,0,1,0,56,56,2,6.29
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,TAZINA,0000000,136,0,2,134,0,8,0,57,131,0,5.09
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,THAL GAWARGHAN,0000000,41,0,1,40,0,0,0,10,5,1,5.22
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,TOOJI,0000000,5,0,0,5,0,0,0,5,5,5,6.8
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,TOOSKAN,0000000,49,1,47,1,0,0,0,49,49,0,6.49
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,TOPIYAN,0000000,344,1,1,342,1,344,1,344,344,344,5.46
BALOCHISTAN,106,KHARAN DISTRICT,KHARAN TEHSIL,SARAWAN UC,SARWAN UC,NO,ZEROZAI,0000000,170,1,16,153,160,167,4,169,170,28,6.03
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,NA,NA,YES,SAR KHARAN TEHSIL,NA,8332,15,330,7987,1883,5771,44,6511,7174,5383,5.86
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,NA,YES,SAR KHARAN,NA,8332,15,330,7987,1883,5771,44,6511,7174,5383,5.86
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,YES,JAMAK UC,NA,3202,9,73,3120,162,1957,15,2914,3062,1864,6.2
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,ASEER JHAL,0000000,45,0,5,40,9,40,0,26,40,0,4.98
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,BADO DUR MOHAMMAD,0000000,40,0,0,40,2,40,0,40,40,1,5.65
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,BADO MOHAMMAD HUSSAIN,0000000,28,0,0,28,0,26,0,26,27,0,7.25
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,BASHOOR,0000000,9,0,0,9,1,0,0,8,8,0,5.67
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,BUDO KABDANI,0000000,50,0,2,48,5,50,1,27,47,32,4.98
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,EIJBARHI,0000000,58,0,0,58,0,52,0,3,52,1,6.05
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,GAZZI,0000000,217,0,9,208,62,207,0,214,214,203,5.76
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,HARROH,0000000,274,0,1,273,0,272,0,272,274,274,6.93
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,JAMAK,0000000,402,3,5,394,22,21,1,402,399,402,7.36
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,JANGAL,0000000,415,0,20,395,20,11,0,410,414,22,6.03
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,KASHMIR,0000000,112,0,7,105,4,56,1,106,112,1,5.7
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,KITO,0000000,82,0,1,81,4,1,1,82,81,82,5.29
BALOCHISTAN,106,KHARAN DISTRICT,SAR KHARAN TEHSIL,SAR KHARAN,JAMAK UC,NO,KUCHO LOPE,0000000,61,0,1,60,0,0,1,60,61,56,7
