province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,INSIDE WATER,TAP,971,24.35,33
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,INSIDE WATER,ELECTRIC/HAND PUMP,47,1.18,0
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,INSIDE WATER,PROTECTED WELL,154,3.86,1
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,INSIDE WATER,UN-PROTECTED WELL,181,4.54,1
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,INSIDE WATER,OTHERS,223,5.59,3
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,OUTSIDE WATER,TAP,62,1.55,3
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,OUTSIDE WATER,ELECTRIC/HAND PUMP,610,15.3,7
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,OUTSIDE WATER,PROTECTED WELL,44,1.1,0
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,OUTSIDE WATER,UN-PROTECTED WELL,64,1.6,0
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,OUTSIDE WATER,SPRING,816,20.46,12
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,OUTSIDE WATER,CANAL/RIVER/POND,409,10.26,13
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,OUTSIDE WATER,OTHERS,407,10.21,9
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,COOKING FUEL,WOOD,3956,99.2,81
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,COOKING FUEL,GAS,15,0.38,0
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,COOKING FUEL,KEROSENE OIL,1,0.03,0
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,COOKING FUEL,OTHERS,16,0.4,1
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,LIGHTING SOURCE,ELECTRICITY,2315,58.05,63
FATA,038,FR TANK,FR TANK,TOTAL,UNDER CONSTRUCTION,82,2.06,LIGHTING SOURCE,KEROSENE OIL,70,1.76,1
