province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,KITCHEN,SEPARATE,110579,71.9,101738
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,KITCHEN,SHARED,19690,12.8,17935
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,KITCHEN,NONE,23519,15.29,19892
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,BATH,SEPARATE,124364,80.87,113935
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,BATH,SHARED,18587,12.09,16543
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,BATH,NONE,10837,7.05,9087
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,LATRINE,SEWER,11141,7.24,9992
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,LATRINE,SEPTIC TANK,41463,26.96,37585
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,LATRINE,OPEN DRAIN,7628,4.96,6826
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,LATRINE,PIT WITH SLAB,71462,46.47,66018
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,LATRINE,OTHER,4272,2.78,3649
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,OWNED,139565,90.75,LATRINE,NONE,17822,11.59,15495
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,KITCHEN,SEPARATE,110579,71.9,5273
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,KITCHEN,SHARED,19690,12.8,993
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,KITCHEN,NONE,23519,15.29,1574
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,BATH,SEPARATE,124364,80.87,5986
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,BATH,SHARED,18587,12.09,1225
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,BATH,NONE,10837,7.05,629
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,LATRINE,SEWER,11141,7.24,772
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,LATRINE,SEPTIC TANK,41463,26.96,2657
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,LATRINE,OPEN DRAIN,7628,4.96,368
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,LATRINE,PIT WITH SLAB,71462,46.47,3053
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,LATRINE,OTHER,4272,2.78,384
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENTED,7840,5.1,LATRINE,NONE,17822,11.59,606
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,KITCHEN,SEPARATE,110579,71.9,3568
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,KITCHEN,SHARED,19690,12.8,762
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,KITCHEN,NONE,23519,15.29,2053
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,BATH,SEPARATE,124364,80.87,4443
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,BATH,SHARED,18587,12.09,819
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,BATH,NONE,10837,7.05,1121
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,LATRINE,SEWER,11141,7.24,377
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,LATRINE,SEPTIC TANK,41463,26.96,1221
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,LATRINE,OPEN DRAIN,7628,4.96,434
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,LATRINE,PIT WITH SLAB,71462,46.47,2391
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,LATRINE,OTHER,4272,2.78,239
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,TOTAL,RENT FREE,6383,4.15,LATRINE,NONE,17822,11.59,1721
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,KITCHEN,SEPARATE,106518,71.37,98962
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,KITCHEN,SHARED,19466,13.04,17787
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,KITCHEN,NONE,23266,15.59,19787
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,BATH,SEPARATE,120185,80.53,111113
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,BATH,SHARED,18336,12.29,16393
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,BATH,NONE,10729,7.19,9030
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,LATRINE,SEWER,10558,7.07,9586
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,LATRINE,SEPTIC TANK,39290,26.32,36127
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,LATRINE,OPEN DRAIN,7460,5,6724
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,LATRINE,PIT WITH SLAB,70076,46.95,65098
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,LATRINE,OTHER,4095,2.74,3517
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,OWNED,136536,91.48,LATRINE,NONE,17771,11.91,15484
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,KITCHEN,SEPARATE,106518,71.37,4205
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,KITCHEN,SHARED,19466,13.04,929
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,KITCHEN,NONE,23266,15.59,1447
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,BATH,SEPARATE,120185,80.53,4856
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,BATH,SHARED,18336,12.29,1139
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,BATH,NONE,10729,7.19,586
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,LATRINE,SEWER,10558,7.07,627
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,LATRINE,SEPTIC TANK,39290,26.32,2016
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,LATRINE,OPEN DRAIN,7460,5,326
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,LATRINE,PIT WITH SLAB,70076,46.95,2687
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,LATRINE,OTHER,4095,2.74,349
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENTED,6581,4.41,LATRINE,NONE,17771,11.91,576
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,KITCHEN,SEPARATE,106518,71.37,3351
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,KITCHEN,SHARED,19466,13.04,750
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,KITCHEN,NONE,23266,15.59,2032
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,BATH,SEPARATE,120185,80.53,4216
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,BATH,SHARED,18336,12.29,804
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,BATH,NONE,10729,7.19,1113
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,LATRINE,SEWER,10558,7.07,345
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,LATRINE,SEPTIC TANK,39290,26.32,1147
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,LATRINE,OPEN DRAIN,7460,5,410
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,LATRINE,PIT WITH SLAB,70076,46.95,2291
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,LATRINE,OTHER,4095,2.74,229
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,RURAL,RENT FREE,6133,4.11,LATRINE,NONE,17771,11.91,1711
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,KITCHEN,SEPARATE,4061,89.49,2776
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,KITCHEN,SHARED,224,4.94,148
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,KITCHEN,NONE,253,5.58,105
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,BATH,SEPARATE,4179,92.09,2822
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,BATH,SHARED,251,5.53,150
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,BATH,NONE,108,2.38,57
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,LATRINE,SEWER,583,12.85,406
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,LATRINE,SEPTIC TANK,2173,47.88,1458
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,LATRINE,OPEN DRAIN,168,3.7,102
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,LATRINE,PIT WITH SLAB,1386,30.54,920
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,LATRINE,OTHER,177,3.9,132
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,OWNED,3029,66.75,LATRINE,NONE,51,1.12,11
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,RENTED,1259,27.74,KITCHEN,SEPARATE,4061,89.49,1068
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,RENTED,1259,27.74,KITCHEN,SHARED,224,4.94,64
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,RENTED,1259,27.74,KITCHEN,NONE,253,5.58,127
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,RENTED,1259,27.74,BATH,SEPARATE,4179,92.09,1130
KHYBER PAKTUNKHWA,023,LOWER DIR DISTRICT,LOWER DIR DISTRICT,URBAN,RENTED,1259,27.74,BATH,SHARED,251,5.53,86
