province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH DISTRICT,TOTAL,8249,4328549,2223085,2105145,319,105.6,524.74,16.13,6.48,2635903,2.64
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH DISTRICT,RURAL,NA,3630138,1864893,1765011,234,105.66,NA,NA,6.52,2294558,2.44
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH DISTRICT,URBAN,NA,698411,358192,340134,85,105.31,NA,NA,6.28,341345,3.83
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,TOTAL,1391,640384,329881,310457,46,106.26,460.38,6.95,6.89,398053,2.53
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,RURAL,NA,595880,307377,288463,40,106.56,NA,NA,6.92,369452,2.54
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,URBAN,NA,44504,22504,21994,6,102.32,NA,NA,6.54,28601,2.35
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,TOTAL,1010,715177,366460,348671,46,105.1,708.1,22.29,6.18,446546,2.51
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,RURAL,NA,555795,285241,270521,33,105.44,NA,NA,6.25,393772,1.83
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,URBAN,NA,159382,81219,78150,13,103.93,NA,NA,5.95,52774,5.98
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,TOTAL,3471,1347501,689962,657460,79,104.94,388.22,18.86,6.5,808438,2.72
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,RURAL,NA,1093354,560409,532894,51,105.16,NA,NA,6.53,688771,2.46
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,URBAN,NA,254147,129553,124566,28,104,NA,NA,6.37,119667,4.04
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,TOTAL,2377,1625487,836782,788557,148,106.12,683.84,14.79,6.44,982866,2.68
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,RURAL,NA,1385109,711866,673133,110,105.75,NA,NA,6.45,842563,2.65
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,URBAN,NA,240378,124916,115424,38,108.22,NA,NA,6.37,140303,2.87
