province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,MUZAFFARGARH MC,"200,000 - 499,999",123404,2.83,6.32,ALL SEXES,209902
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,MUZAFFARGARH MC,"200,000 - 499,999",123404,2.83,6.32,MALE,109475
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,MUZAFFARGARH MC,"200,000 - 499,999",123404,2.83,6.32,FEMALE,100390
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,MUZAFFARGARH MC,"200,000 - 499,999",123404,2.83,6.32,TRANSGENDER,37
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,KOT ADDU MC,"100,000 - 199,999",80720,2.53,6.26,ALL SEXES,129859
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,KOT ADDU MC,"100,000 - 199,999",80720,2.53,6.26,MALE,66187
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,KOT ADDU MC,"100,000 - 199,999",80720,2.53,6.26,FEMALE,63652
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,KOT ADDU MC,"100,000 - 199,999",80720,2.53,6.26,TRANSGENDER,20
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,"100,000 - 199,999",38986,5.58,5.97,ALL SEXES,109538
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,"100,000 - 199,999",38986,5.58,5.97,MALE,55852
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,"100,000 - 199,999",38986,5.58,5.97,FEMALE,53677
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,"100,000 - 199,999",38986,5.58,5.97,TRANSGENDER,9
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,CHOWK SARWAR SHAHEED MC,"50,000 - 99,999",26355,4.05,6.73,ALL SEXES,56117
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,CHOWK SARWAR SHAHEED MC,"50,000 - 99,999",26355,4.05,6.73,MALE,28601
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,CHOWK SARWAR SHAHEED MC,"50,000 - 99,999",26355,4.05,6.73,FEMALE,27513
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,CHOWK SARWAR SHAHEED MC,"50,000 - 99,999",26355,4.05,6.73,TRANSGENDER,3
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,SHEHR SULTAN MC,"25,000 - 49,999",13788,6.98,5.92,ALL SEXES,49844
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,SHEHR SULTAN MC,"25,000 - 49,999",13788,6.98,5.92,MALE,25367
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,SHEHR SULTAN MC,"25,000 - 49,999",13788,6.98,5.92,FEMALE,24473
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,SHEHR SULTAN MC,"25,000 - 49,999",13788,6.98,5.92,TRANSGENDER,4
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,"25,000 - 49,999",28601,2.35,6.54,ALL SEXES,44504
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,"25,000 - 49,999",28601,2.35,6.54,MALE,22504
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,"25,000 - 49,999",28601,2.35,6.54,FEMALE,21994
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,"25,000 - 49,999",28601,2.35,6.54,TRANSGENDER,6
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,SINAWAN MC,"25,000 - 49,999",NA,NA,6.29,ALL SEXES,35209
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,SINAWAN MC,"25,000 - 49,999",NA,NA,6.29,MALE,18078
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,SINAWAN MC,"25,000 - 49,999",NA,NA,6.29,FEMALE,17127
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,SINAWAN MC,"25,000 - 49,999",NA,NA,6.29,TRANSGENDER,4
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,DERA DIN PANAH MC,"25,000 - 49,999",12592,5.19,6.33,ALL SEXES,32962
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,DERA DIN PANAH MC,"25,000 - 49,999",12592,5.19,6.33,MALE,16687
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,DERA DIN PANAH MC,"25,000 - 49,999",12592,5.19,6.33,FEMALE,16274
PUNJAB,070,MUZAFFARGARH DISTRICT,KOT ADDU TEHSIL,DERA DIN PANAH MC,"25,000 - 49,999",12592,5.19,6.33,TRANSGENDER,1
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,KHANGARH MC,"25,000 - 49,999",16899,3.15,6.69,ALL SEXES,30476
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,KHANGARH MC,"25,000 - 49,999",16899,3.15,6.69,MALE,15441
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,KHANGARH MC,"25,000 - 49,999",16899,3.15,6.69,FEMALE,15034
PUNJAB,070,MUZAFFARGARH DISTRICT,MUZAFFARGARH TEHSIL,KHANGARH MC,"25,000 - 49,999",16899,3.15,6.69,TRANSGENDER,1
