province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up
PUNJAB,070,MUZAFFARGARH DISTRICT,NA,NA,NA,YES,MUZAFFARGARH DISTRICT,698411,358192,340134,85,66.35,73,59.39,47.06,89926,71341,27,53543,37857,6,19622,16967,0,695294,3117,503134,372474,34911,152029,321751
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,NA,NA,YES,ALIPUR TEHSIL,44504,22504,21994,6,76.75,82.33,71.13,33.33,5869,5188,2,4483,3553,0,1998,1753,0,44338,166,33234,24605,2356,10246,21345
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,NA,YES,ALIPUR MC,44504,22504,21994,6,76.75,82.33,71.13,33.33,5869,5188,2,4483,3553,0,1998,1753,0,44338,166,33234,24605,2356,10246,21345
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,CHARGE NO 07,YES,CHARGE NO 07,44504,22504,21994,6,76.75,82.33,71.13,33.33,5869,5188,2,4483,3553,0,1998,1753,0,44338,166,33234,24605,2356,10246,21345
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,CHARGE NO 07,NO,CIRCLE NO 01,5395,2704,2691,0,70.64,77.37,63.98,0,631,556,0,484,390,0,273,215,0,5395,0,3876,2797,253,1305,2384
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,CHARGE NO 07,NO,CIRCLE NO 02,6475,3172,3301,2,81.52,87.77,75.89,0,762,811,0,724,605,0,361,327,0,6445,30,4866,3585,296,1236,3238
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,CHARGE NO 07,NO,CIRCLE NO 03,6147,3104,3043,0,76.06,82.52,69.63,0,898,726,0,555,513,0,295,256,0,6144,3,4636,3542,337,1350,3162
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,CHARGE NO 07,NO,CIRCLE NO 04,4803,2427,2376,0,58.28,62.36,54.06,0,554,475,0,312,250,0,137,95,0,4803,0,3533,2661,251,1026,2235
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,CHARGE NO 07,NO,CIRCLE NO 05,3950,2007,1941,2,82.2,87.28,77,50,568,477,1,396,320,0,139,104,0,3949,1,2944,2156,224,753,1895
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,CHARGE NO 07,NO,CIRCLE NO 06,4355,2197,2156,2,74.16,78.59,69.77,50,580,554,1,389,318,0,176,155,0,4322,33,3263,2440,265,1015,2096
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,CHARGE NO 07,NO,CIRCLE NO 07,2081,1141,940,0,88.07,94.22,80.2,0,257,211,0,378,165,0,166,127,0,2081,0,1601,1049,97,359,933
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,CHARGE NO 07,NO,CIRCLE NO 08,7386,3767,3619,0,82.6,88.36,76.67,0,998,836,0,809,643,0,310,311,0,7333,53,5488,4074,379,2068,3474
PUNJAB,070,MUZAFFARGARH DISTRICT,ALIPUR TEHSIL,ALIPUR MC,CHARGE NO 07,NO,CIRCLE NO 09,3912,1985,1927,0,80.44,84.68,76.06,0,621,542,0,436,349,0,141,163,0,3866,46,3027,2301,254,1134,1928
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,NA,NA,YES,JATOI TEHSIL,159382,81219,78150,13,48.71,58.06,39.09,23.08,16484,10700,1,7226,4285,2,2227,1550,0,159287,95,109011,79415,8230,35667,66055
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,NA,YES,JATOI MC,109538,55852,53677,9,46.9,56.28,37.22,22.22,10771,6889,1,4708,2604,1,1410,974,0,109510,28,74511,54540,5672,26671,45085
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,YES,CHARGE NO 06,109538,55852,53677,9,46.9,56.28,37.22,22.22,10771,6889,1,4708,2604,1,1410,974,0,109510,28,74511,54540,5672,26671,45085
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 01,14603,7396,7205,2,39.69,48.39,31.2,0,1240,855,0,480,263,0,142,83,0,14603,0,9544,6874,799,3341,5736
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 02,12585,6249,6335,1,57.71,66.38,49.32,0,1513,1174,0,675,466,0,250,166,0,12585,0,8709,6388,573,2845,4981
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 03,8357,4226,4129,2,76.51,84.46,68.47,0,1252,969,0,855,657,0,255,272,0,8357,0,6202,4738,477,1997,4153
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 04,11735,5974,5760,1,68.1,73.38,62.76,0,1441,1131,0,824,632,0,269,300,0,11722,13,8630,6531,679,3851,5508
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 05,12844,6591,6253,0,31.77,42.35,20.51,0,967,404,0,296,80,0,53,14,0,12844,0,8121,5886,610,3373,4741
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 06,3126,1636,1490,0,42.3,55.85,27.23,0,330,150,0,132,38,0,33,13,0,3119,7,2111,1555,184,423,1291
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 07,9274,4756,4518,0,39.61,51.78,26.72,0,873,462,0,233,86,0,65,15,0,9274,0,6340,4605,529,2498,3571
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 08,8137,4197,3937,3,38.66,49.42,27.03,66.67,774,421,1,256,75,1,60,22,0,8136,1,5465,3913,390,2064,3450
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 09,10387,5304,5083,0,33.84,44.24,22.64,0,743,374,0,325,87,0,70,28,0,10387,0,6935,5072,532,2684,4043
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 10,7923,4065,3858,0,32.88,42.07,23.25,0,653,350,0,221,81,0,41,17,0,7923,0,5393,3821,397,1684,3258
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,JATOI MC,CHARGE NO 06,NO,CIRCLE NO 11,10567,5458,5109,0,46.68,58.22,34.38,0,985,599,0,411,139,0,172,44,0,10560,7,7061,5157,502,1911,4353
PUNJAB,070,MUZAFFARGARH DISTRICT,JATOI TEHSIL,SHEHR SULTAN MC,NA,YES,SHEHR SULTAN MC,49844,25367,24473,4,52.62,61.93,43.12,25,5713,3811,0,2518,1681,1,817,576,0,49777,67,34500,24875,2558,8996,20970
