province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3991,2.19,WALL,BAKED BRICKS/BLOCKS/STONES,147269,80.98,3374
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3991,2.19,WALL,UNBAKED BRICKS/MUD,30564,16.81,471
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3991,2.19,WALL,WOOD/BAMBOO,2803,1.54,73
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3991,2.19,WALL,OTHERS,1216,0.67,73
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3991,2.19,ROOF,RCC/RBC,76993,42.34,1980
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3991,2.19,ROOF,CEMENT/IRON SHEETS,67461,37.1,1416
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3991,2.19,ROOF,GARDER/T.IRON,2462,1.35,50
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3991,2.19,ROOF,WOOD/BAMBOO,32476,17.86,455
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3991,2.19,ROOF,OTHERS,2460,1.35,90
KHYBER PAKTUNKHWA,005,ABBOTTABAD DISTRICT,ABBOTTABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,17564,9.66,WALL,BAKED BRICKS/BLOCKS/STONES,147269,80.98,15135
