province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1100,1.22,WALL,BAKED BRICKS/BLOCKS/STONES,40967,45.26,506
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1100,1.22,WALL,UNBAKED BRICKS/MUD,43792,48.39,388
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1100,1.22,WALL,WOOD/BAMBOO,2091,2.31,138
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1100,1.22,WALL,OTHERS,3656,4.04,68
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1100,1.22,ROOF,RCC/RBC,999,1.1,52
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1100,1.22,ROOF,CEMENT/IRON SHEETS,971,1.07,40
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1100,1.22,ROOF,GARDER/T.IRON,41523,45.88,502
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1100,1.22,ROOF,WOOD/BAMBOO,40957,45.25,448
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1100,1.22,ROOF,OTHERS,6056,6.69,58
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,LESS THAN 5 YEARS,6583,7.27,WALL,BAKED BRICKS/BLOCKS/STONES,40967,45.26,3896
