province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1,1100,1.22,14003,15.47,149
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,LESS THAN 5 YEARS,1,6583,7.27,14003,15.47,1217
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,5-10 YEARS,1,17175,18.98,14003,15.47,2866
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,11-50 YEARS,1,58418,64.55,14003,15.47,8741
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,OVER 50 YEARS,1,7230,7.99,14003,15.47,1030
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,2,1100,1.22,23376,25.83,276
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,LESS THAN 5 YEARS,2,6583,7.27,23376,25.83,2033
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,5-10 YEARS,2,17175,18.98,23376,25.83,4880
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,11-50 YEARS,2,58418,64.55,23376,25.83,14555
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,OVER 50 YEARS,2,7230,7.99,23376,25.83,1632
KHYBER PAKTUNKHWA,002,LAKKI MARWAT DISTRICT,LAKKI MARWAT DISTRICT,TOTAL,UNDER CONSTRUCTION,3,1100,1.22,19773,21.85,281
