province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,UNDER CONSTRUCTION,1,3928,0.96,101915,24.93,1108
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,LESS THAN 5 YEARS,1,69484,17,101915,24.93,18842
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5-10 YEARS,1,131820,32.25,101915,24.93,33655
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,11-50 YEARS,1,200473,49.04,101915,24.93,47598
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,OVER 50 YEARS,1,3077,0.75,101915,24.93,712
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,UNDER CONSTRUCTION,2,3928,0.96,134701,32.95,1286
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,LESS THAN 5 YEARS,2,69484,17,134701,32.95,23280
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5-10 YEARS,2,131820,32.25,134701,32.95,45096
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,11-50 YEARS,2,200473,49.04,134701,32.95,64095
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,OVER 50 YEARS,2,3077,0.75,134701,32.95,944
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,UNDER CONSTRUCTION,3,3928,0.96,82389,20.15,743
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,LESS THAN 5 YEARS,3,69484,17,82389,20.15,13106
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5-10 YEARS,3,131820,32.25,82389,20.15,26477
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,11-50 YEARS,3,200473,49.04,82389,20.15,41468
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,OVER 50 YEARS,3,3077,0.75,82389,20.15,595
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,UNDER CONSTRUCTION,4,3928,0.96,45863,11.22,378
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,LESS THAN 5 YEARS,4,69484,17,45863,11.22,7291
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5-10 YEARS,4,131820,32.25,45863,11.22,14139
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,11-50 YEARS,4,200473,49.04,45863,11.22,23646
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,OVER 50 YEARS,4,3077,0.75,45863,11.22,409
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,UNDER CONSTRUCTION,5,3928,0.96,20944,5.12,173
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,LESS THAN 5 YEARS,5,69484,17,20944,5.12,3281
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5-10 YEARS,5,131820,32.25,20944,5.12,6107
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,11-50 YEARS,5,200473,49.04,20944,5.12,11207
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,OVER 50 YEARS,5,3077,0.75,20944,5.12,176
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,UNDER CONSTRUCTION,6,3928,0.96,11175,2.73,114
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,LESS THAN 5 YEARS,6,69484,17,11175,2.73,1784
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5-10 YEARS,6,131820,32.25,11175,2.73,3149
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,11-50 YEARS,6,200473,49.04,11175,2.73,6015
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,OVER 50 YEARS,6,3077,0.75,11175,2.73,113
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,UNDER CONSTRUCTION,7,3928,0.96,5062,1.24,54
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,LESS THAN 5 YEARS,7,69484,17,5062,1.24,787
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5-10 YEARS,7,131820,32.25,5062,1.24,1386
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,11-50 YEARS,7,200473,49.04,5062,1.24,2795
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,OVER 50 YEARS,7,3077,0.75,5062,1.24,40
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,UNDER CONSTRUCTION,8,3928,0.96,3118,0.76,41
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,LESS THAN 5 YEARS,8,69484,17,3118,0.76,532
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5-10 YEARS,8,131820,32.25,3118,0.76,838
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,11-50 YEARS,8,200473,49.04,3118,0.76,1676
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,OVER 50 YEARS,8,3077,0.75,3118,0.76,31
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,3928,0.96,3615,0.88,31
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,69484,17,3615,0.88,581
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,131820,32.25,3615,0.88,973
