province_name,district_code,district_name,area_name,area_type,gender_type,total_by_gender,percent_by_gender,housing_type,total_by_housing_type,percent_by_housing_type,count
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,ALL SEXES,2902081,100,REGULAR,459057,99.71,2882529
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,ALL SEXES,2902081,100,INSTITUTIONAL,1273,0.28,19374
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,ALL SEXES,2902081,100,HOMELESS,51,0.01,178
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,ALL SEXES,2902081,100,TOTAL,460381,100,2902081
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,1463796,50.44,REGULAR,459057,99.71,1451071
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,1463796,50.44,INSTITUTIONAL,1273,0.28,12619
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,1463796,50.44,HOMELESS,51,0.01,106
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,1463796,50.44,TOTAL,460381,100,1463796
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,1437989,49.55,REGULAR,459057,99.71,1431167
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,1437989,49.55,INSTITUTIONAL,1273,0.28,6750
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,1437989,49.55,HOMELESS,51,0.01,72
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,1437989,49.55,TOTAL,460381,100,1437989
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,296,0.01,REGULAR,459057,99.71,291
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,296,0.01,INSTITUTIONAL,1273,0.28,5
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,296,0.01,HOMELESS,51,0.01,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,296,0.01,TOTAL,460381,100,296
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,2395952,100,REGULAR,378139,99.73,2381820
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,2395952,100,INSTITUTIONAL,967,0.26,13976
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,2395952,100,HOMELESS,38,0.01,156
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,2395952,100,TOTAL,379144,100,2395952
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,1209011,50.46,REGULAR,378139,99.73,1199834
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,1209011,50.46,INSTITUTIONAL,967,0.26,9090
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,1209011,50.46,HOMELESS,38,0.01,87
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,1209011,50.46,TOTAL,379144,100,1209011
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,1186735,49.53,REGULAR,378139,99.73,1181785
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,1186735,49.53,INSTITUTIONAL,967,0.26,4881
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,1186735,49.53,HOMELESS,38,0.01,69
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,1186735,49.53,TOTAL,379144,100,1186735
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,206,0.01,REGULAR,378139,99.73,201
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,206,0.01,INSTITUTIONAL,967,0.26,5
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,206,0.01,HOMELESS,38,0.01,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,206,0.01,TOTAL,379144,100,206
