province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up
PUNJAB,074,VEHARI DISTRICT,NA,NA,NA,YES,VEHARI DISTRICT,506129,254785,251254,90,73.95,79.26,68.65,41.11,70791,59125,14,43511,36991,7,15703,17273,4,499240,6889,378499,290354,28775,128307,246434
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,NA,NA,YES,BUREWALA TEHSIL,232030,116541,115451,38,74.56,78.42,70.74,31.58,32232,28096,5,20083,18178,3,6970,8160,0,228111,3919,174694,134961,13093,58057,114098
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,NA,YES,BUREWALA MC,232030,116541,115451,38,74.56,78.42,70.74,31.58,32232,28096,5,20083,18178,3,6970,8160,0,228111,3919,174694,134961,13093,58057,114098
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 09,YES,CHARGE NO 09,49292,24906,24376,10,76.9,80.66,73.15,0,7132,6214,0,4326,3944,0,1480,1722,0,49208,84,37241,28727,2670,12568,23928
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 09,NO,CIRCLE NO 01,5665,2844,2821,0,75.26,80.62,69.9,0,915,758,0,455,428,0,121,164,0,5665,0,4313,3397,339,1673,2834
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 09,NO,CIRCLE NO 02,10726,5523,5199,4,70.21,73.48,66.8,0,1427,1279,0,732,602,0,185,199,0,10725,1,8016,6135,547,3789,4736
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 09,NO,CIRCLE NO 03,9186,4782,4404,0,77.78,81.04,74.32,0,1364,1074,0,745,706,0,245,272,0,9179,7,6927,5275,434,1861,4456
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 09,NO,CIRCLE NO 04,8070,3957,4113,0,82.89,86.23,79.74,0,1160,1066,0,872,827,0,335,435,0,8070,0,6095,4596,427,1916,4032
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 09,NO,CIRCLE NO 05,9545,4727,4812,6,82.51,87.67,77.66,0,1426,1315,0,1014,887,0,393,428,0,9537,8,7296,5701,571,1639,4826
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 09,NO,CIRCLE NO 06,6100,3073,3027,0,71.94,74.94,68.9,0,840,722,0,508,494,0,201,224,0,6032,68,4594,3623,352,1690,3044
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 10,YES,CHARGE NO 10,40842,20297,20539,6,76.24,79.83,72.78,66.67,5716,5248,2,3632,3429,2,1488,1655,0,39176,1666,31141,23992,2282,10467,20609
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 10,NO,CIRCLE NO 01,9185,4523,4661,1,67.02,69.4,64.77,0,1211,1165,0,587,621,0,189,219,0,8678,507,6801,5093,444,1951,4078
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 10,NO,CIRCLE NO 02,11128,5523,5603,2,77.64,81.05,74.32,50,1560,1476,1,1056,972,0,528,524,0,11005,123,8613,6683,608,3031,5760
PUNJAB,074,VEHARI DISTRICT,BUREWALA TEHSIL,BUREWALA MC,CHARGE NO 10,NO,CIRCLE NO 03,12238,6024,6212,2,85.5,89.11,82.05,100,1758,1619,0,1420,1349,2,612,722,0,11588,650,9549,7459,768,3580,6659
