province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,religious_affiliation,count
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,ALL SEXES,25-34,30,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,ALL SEXES,35-44,15,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,ALL SEXES,45-54,18,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,ALL SEXES,55-64,7,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,ALL SEXES,65-74,4,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,6,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,ALL AGES,106,MUSLIM,104
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,BELOW 5 YEARS,15,MUSLIM,15
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,05-09,11,MUSLIM,11
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,10-14,9,MUSLIM,9
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,15-24,16,MUSLIM,16
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,25-34,21,MUSLIM,20
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,35-44,10,MUSLIM,10
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,45-54,8,MUSLIM,8
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,55-64,7,MUSLIM,6
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,65-74,3,MUSLIM,3
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,75 AND ABOVE,6,MUSLIM,6
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,ALL AGES,106,NON-MUSLIM,2
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,BELOW 5 YEARS,15,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,05-09,11,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,10-14,9,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,15-24,16,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,25-34,21,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,35-44,10,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,45-54,8,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,55-64,7,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,65-74,3,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,MALE,75 AND ABOVE,6,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,ALL AGES,72,MUSLIM,72
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,15,MUSLIM,15
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,05-09,12,MUSLIM,12
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,10-14,8,MUSLIM,8
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,15-24,12,MUSLIM,12
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,25-34,9,MUSLIM,9
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,35-44,5,MUSLIM,5
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,45-54,10,MUSLIM,10
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,55-64,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,65-74,1,MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,75 AND ABOVE,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,ALL AGES,72,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,BELOW 5 YEARS,15,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,05-09,12,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,10-14,8,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,15-24,12,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,25-34,9,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,35-44,5,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,45-54,10,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,55-64,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,65-74,1,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,FEMALE,75 AND ABOVE,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,ALL AGES,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,05-09,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,10-14,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,15-24,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,25-34,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,35-44,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,45-54,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,55-64,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,65-74,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,75 AND ABOVE,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,ALL AGES,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,BELOW 5 YEARS,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,05-09,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,10-14,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,15-24,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,25-34,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,35-44,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,45-54,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,55-64,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,65-74,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,TRANSGENDER,75 AND ABOVE,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,ALL AGES,156,MUSLIM,155
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,BELOW 5 YEARS,30,MUSLIM,30
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,05-09,23,MUSLIM,23
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,10-14,15,MUSLIM,15
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,15-24,25,MUSLIM,25
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,25-34,26,MUSLIM,25
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,35-44,8,MUSLIM,8
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,45-54,15,MUSLIM,15
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,55-64,5,MUSLIM,5
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,65-74,3,MUSLIM,3
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,75 AND ABOVE,6,MUSLIM,6
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,ALL AGES,156,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,BELOW 5 YEARS,30,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,05-09,23,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,10-14,15,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,15-24,25,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,25-34,26,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,35-44,8,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,45-54,15,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,55-64,5,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,65-74,3,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,75 AND ABOVE,6,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,ALL AGES,87,MUSLIM,86
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,BELOW 5 YEARS,15,MUSLIM,15
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,05-09,11,MUSLIM,11
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,10-14,7,MUSLIM,7
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,15-24,13,MUSLIM,13
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,25-34,18,MUSLIM,17
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,35-44,4,MUSLIM,4
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,45-54,6,MUSLIM,6
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,55-64,5,MUSLIM,5
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,65-74,2,MUSLIM,2
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,75 AND ABOVE,6,MUSLIM,6
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,ALL AGES,87,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,BELOW 5 YEARS,15,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,05-09,11,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,10-14,7,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,15-24,13,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,25-34,18,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,35-44,4,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,45-54,6,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,55-64,5,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,65-74,2,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,75 AND ABOVE,6,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,ALL AGES,69,MUSLIM,69
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,BELOW 5 YEARS,15,MUSLIM,15
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,05-09,12,MUSLIM,12
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,10-14,8,MUSLIM,8
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,15-24,12,MUSLIM,12
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,25-34,8,MUSLIM,8
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,35-44,4,MUSLIM,4
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,45-54,9,MUSLIM,9
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,55-64,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,65-74,1,MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,75 AND ABOVE,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,ALL AGES,69,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,BELOW 5 YEARS,15,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,05-09,12,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,10-14,8,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,15-24,12,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,25-34,8,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,35-44,4,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,45-54,9,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,55-64,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,65-74,1,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,75 AND ABOVE,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,ALL AGES,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,BELOW 5 YEARS,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,05-09,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,10-14,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,15-24,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,25-34,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,35-44,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,45-54,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,55-64,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,65-74,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,75 AND ABOVE,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,ALL AGES,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,BELOW 5 YEARS,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,05-09,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,10-14,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,15-24,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,25-34,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,35-44,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,45-54,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,55-64,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,65-74,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,75 AND ABOVE,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,ALL AGES,22,MUSLIM,21
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,BELOW 5 YEARS,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,05-09,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,10-14,2,MUSLIM,2
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,15-24,3,MUSLIM,3
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,25-34,4,MUSLIM,4
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,35-44,7,MUSLIM,7
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,45-54,3,MUSLIM,3
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,55-64,2,MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,65-74,1,MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,75 AND ABOVE,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,ALL AGES,22,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,BELOW 5 YEARS,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,05-09,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,10-14,2,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,15-24,3,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,25-34,4,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,35-44,7,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,45-54,3,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,55-64,2,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,65-74,1,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,75 AND ABOVE,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,ALL AGES,19,MUSLIM,18
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,BELOW 5 YEARS,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,05-09,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,10-14,2,MUSLIM,2
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,15-24,3,MUSLIM,3
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,25-34,3,MUSLIM,3
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,35-44,6,MUSLIM,6
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,45-54,2,MUSLIM,2
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,55-64,2,MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,65-74,1,MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,75 AND ABOVE,0,MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,ALL AGES,19,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,BELOW 5 YEARS,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,05-09,0,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,10-14,2,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,15-24,3,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,25-34,3,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,35-44,6,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,45-54,2,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,55-64,2,NON-MUSLIM,1
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,65-74,1,NON-MUSLIM,0
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,75 AND ABOVE,0,NON-MUSLIM,0
