province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,1 PERSON,1,10229,2.23,1.87,121505,26.47,4.89,5395
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,2 PERSONS,1,27277,5.94,1.89,121505,26.47,4.89,13226
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,3 PERSONS,1,38713,8.43,2.04,121505,26.47,4.89,16032
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,4 PERSONS,1,56037,12.21,2.17,121505,26.47,4.89,19806
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5 PERSONS,1,72417,15.78,2.32,121505,26.47,4.89,21660
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,6 PERSONS,1,72558,15.81,2.43,121505,26.47,4.89,18814
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,7 PERSONS,1,57221,12.46,2.56,121505,26.47,4.89,12565
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,8 PERSONS,1,40181,8.75,2.74,121505,26.47,4.89,7010
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,9 PERSONS,1,26471,5.77,2.94,121505,26.47,4.89,3487
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,57953,12.62,3.78,121505,26.47,4.89,3510
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,1 PERSON,2,10229,2.23,1.87,152654,33.25,5.94,2677
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,2 PERSONS,2,27277,5.94,1.89,152654,33.25,5.94,8460
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,3 PERSONS,2,38713,8.43,2.04,152654,33.25,5.94,12700
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,4 PERSONS,2,56037,12.21,2.17,152654,33.25,5.94,19648
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5 PERSONS,2,72417,15.78,2.32,152654,33.25,5.94,26099
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,6 PERSONS,2,72558,15.81,2.43,152654,33.25,5.94,26595
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,7 PERSONS,2,57221,12.46,2.56,152654,33.25,5.94,21052
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,8 PERSONS,2,40181,8.75,2.74,152654,33.25,5.94,14338
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,9 PERSONS,2,26471,5.77,2.94,152654,33.25,5.94,8841
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,57953,12.62,3.78,152654,33.25,5.94,12244
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,1 PERSON,3,10229,2.23,1.87,90170,19.64,6.74,1187
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,2 PERSONS,3,27277,5.94,1.89,90170,19.64,6.74,3187
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,3 PERSONS,3,38713,8.43,2.04,90170,19.64,6.74,5826
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,4 PERSONS,3,56037,12.21,2.17,90170,19.64,6.74,9340
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5 PERSONS,3,72417,15.78,2.32,90170,19.64,6.74,13501
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,6 PERSONS,3,72558,15.81,2.43,90170,19.64,6.74,14629
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,7 PERSONS,3,57221,12.46,2.56,90170,19.64,6.74,12290
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,8 PERSONS,3,40181,8.75,2.74,90170,19.64,6.74,9401
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,9 PERSONS,3,26471,5.77,2.94,90170,19.64,6.74,6688
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,57953,12.62,3.78,90170,19.64,6.74,14121
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,1 PERSON,4,10229,2.23,1.87,48982,10.67,7.58,527
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,2 PERSONS,4,27277,5.94,1.89,48982,10.67,7.58,1332
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,3 PERSONS,4,38713,8.43,2.04,48982,10.67,7.58,2404
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,4 PERSONS,4,56037,12.21,2.17,48982,10.67,7.58,4183
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5 PERSONS,4,72417,15.78,2.32,48982,10.67,7.58,6320
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,6 PERSONS,4,72558,15.81,2.43,48982,10.67,7.58,7014
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,7 PERSONS,4,57221,12.46,2.56,48982,10.67,7.58,6245
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,8 PERSONS,4,40181,8.75,2.74,48982,10.67,7.58,5110
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,9 PERSONS,4,26471,5.77,2.94,48982,10.67,7.58,3923
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,57953,12.62,3.78,48982,10.67,7.58,11924
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,1 PERSON,5,10229,2.23,1.87,21893,4.77,8.25,193
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,2 PERSONS,5,27277,5.94,1.89,21893,4.77,8.25,505
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,3 PERSONS,5,38713,8.43,2.04,21893,4.77,8.25,887
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,4 PERSONS,5,56037,12.21,2.17,21893,4.77,8.25,1621
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5 PERSONS,5,72417,15.78,2.32,21893,4.77,8.25,2583
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,6 PERSONS,5,72558,15.81,2.43,21893,4.77,8.25,2866
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,7 PERSONS,5,57221,12.46,2.56,21893,4.77,8.25,2639
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,8 PERSONS,5,40181,8.75,2.74,21893,4.77,8.25,2178
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,9 PERSONS,5,26471,5.77,2.94,21893,4.77,8.25,1782
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,57953,12.62,3.78,21893,4.77,8.25,6639
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,1 PERSON,6,10229,2.23,1.87,11584,2.52,8.85,117
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,2 PERSONS,6,27277,5.94,1.89,11584,2.52,8.85,257
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,3 PERSONS,6,38713,8.43,2.04,11584,2.52,8.85,433
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,4 PERSONS,6,56037,12.21,2.17,11584,2.52,8.85,772
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5 PERSONS,6,72417,15.78,2.32,11584,2.52,8.85,1132
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,6 PERSONS,6,72558,15.81,2.43,11584,2.52,8.85,1385
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,7 PERSONS,6,57221,12.46,2.56,11584,2.52,8.85,1275
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,8 PERSONS,6,40181,8.75,2.74,11584,2.52,8.85,1099
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,9 PERSONS,6,26471,5.77,2.94,11584,2.52,8.85,920
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,10 PERSONS AND ABOVE,6,57953,12.62,3.78,11584,2.52,8.85,4194
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,1 PERSON,7,10229,2.23,1.87,5303,1.16,9.02,68
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,2 PERSONS,7,27277,5.94,1.89,5303,1.16,9.02,145
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,3 PERSONS,7,38713,8.43,2.04,5303,1.16,9.02,212
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,4 PERSONS,7,56037,12.21,2.17,5303,1.16,9.02,313
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,5 PERSONS,7,72417,15.78,2.32,5303,1.16,9.02,520
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,6 PERSONS,7,72558,15.81,2.43,5303,1.16,9.02,624
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,7 PERSONS,7,57221,12.46,2.56,5303,1.16,9.02,569
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,8 PERSONS,7,40181,8.75,2.74,5303,1.16,9.02,517
PUNJAB,074,VEHARI DISTRICT,VEHARI DISTRICT,TOTAL,9 PERSONS,7,26471,5.77,2.94,5303,1.16,9.02,360
