province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,NA,NA,NA,YES,DERA ISMAIL KHAN DISTRICT,49896,38522,5402,5972,43334,49056,16529,39573,45825,47635,7
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,NA,NA,YES,DERA ISMAIL KHAN TEHSIL,32362,29247,1668,1447,27905,32014,16390,27709,31519,31565,6.54
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN CANTONMENT,NA,YES,DERA ISMAIL KHAN CANTONMENT,915,882,16,17,586,914,632,807,884,904,5.2
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN CANTONMENT,CHARGE NO 01,YES,CHARGE NO 01,915,882,16,17,586,914,632,807,884,904,5.2
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN CANTONMENT,CHARGE NO 01,NO,CIRCLE NO 01,915,882,16,17,586,914,632,807,884,904,5.2
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,NA,YES,DERA ISMAIL KHAN MC,31447,28365,1652,1430,27319,31100,15758,26902,30635,30661,6.58
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,YES,CHARGE NO 05,31447,28365,1652,1430,27319,31100,15758,26902,30635,30661,6.58
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 01,1228,1104,71,53,1178,1208,422,1042,1199,1196,6.99
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 02,952,796,88,68,654,951,668,813,941,951,5.55
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 03,789,741,34,14,696,786,762,713,780,788,6.05
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 04,1062,943,78,41,1011,1062,941,889,1054,1062,5.66
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 05,2008,1814,114,80,1681,1971,1762,1419,1871,2000,6.04
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 06,4722,4303,274,145,4124,4690,2269,3872,4537,4580,6.56
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 07,583,405,80,98,549,579,531,448,563,577,8.73
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 08,1265,875,171,219,822,1261,1168,778,1235,1264,7.29
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 09,1810,1649,97,64,1670,1797,494,1706,1796,1803,6.88
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 10,849,747,55,47,262,843,627,724,827,840,6.05
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 11,2836,2658,108,70,2358,2819,1546,2549,2793,2396,6.74
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 12,1006,852,90,64,662,998,974,908,998,1004,6.83
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 13,766,731,23,12,571,764,641,671,754,764,5.35
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 14,855,806,26,23,826,855,13,759,840,849,6.92
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 15,966,845,16,105,949,916,32,886,914,964,6.87
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 16,1011,943,47,21,1007,1010,58,979,993,1010,6.87
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 17,3047,2882,56,109,2741,2951,861,2654,2951,2969,6.58
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 18,1552,1370,76,106,1528,1521,705,1183,1511,1525,6.36
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 19,1162,1089,48,25,1087,1161,660,1091,1156,1159,6.12
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 20,1815,1702,70,43,1803,1812,553,1685,1790,1806,6.63
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN MC,CHARGE NO 05,NO,CIRCLE NO 21,1163,1110,30,23,1140,1145,71,1133,1132,1154,7.42
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,KULACHI TEHSIL,NA,NA,YES,KULACHI TEHSIL,3560,1281,813,1466,3247,3537,5,2861,3278,3484,6.91
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,KULACHI TEHSIL,KULACHI MC,NA,YES,KULACHI MC,3560,1281,813,1466,3247,3537,5,2861,3278,3484,6.91
KHYBER PAKTUNKHWA,003,DERA ISMAIL KHAN DISTRICT,KULACHI TEHSIL,KULACHI MC,CHARGE NO 03,YES,CHARGE NO 03,3560,1281,813,1466,3247,3537,5,2861,3278,3484,6.91
