province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT TEHSIL,KOHAT MC,"100,000 - 199,999",95863,3.71,7.54,ALL SEXES,191836
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT TEHSIL,KOHAT MC,"100,000 - 199,999",95863,3.71,7.54,MALE,98258
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT TEHSIL,KOHAT MC,"100,000 - 199,999",95863,3.71,7.54,FEMALE,93536
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT TEHSIL,KOHAT MC,"100,000 - 199,999",95863,3.71,7.54,TRANSGENDER,42
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT TEHSIL,KOHAT CANTONMENT,"25,000 - 49,999",30764,0.93,6.25,ALL SEXES,36719
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT TEHSIL,KOHAT CANTONMENT,"25,000 - 49,999",30764,0.93,6.25,MALE,22886
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT TEHSIL,KOHAT CANTONMENT,"25,000 - 49,999",30764,0.93,6.25,FEMALE,13831
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,KOHAT TEHSIL,KOHAT CANTONMENT,"25,000 - 49,999",30764,0.93,6.25,TRANSGENDER,2
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,LACHI TEHSIL,LACHI TC,"10,000 - 24,999",15684,2.21,7.51,ALL SEXES,23796
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,LACHI TEHSIL,LACHI TC,"10,000 - 24,999",15684,2.21,7.51,MALE,12179
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,LACHI TEHSIL,LACHI TC,"10,000 - 24,999",15684,2.21,7.51,FEMALE,11617
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,LACHI TEHSIL,LACHI TC,"10,000 - 24,999",15684,2.21,7.51,TRANSGENDER,0
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,LACHI TEHSIL,SHAKARDARA TC,"10,000 - 24,999",9602,3.23,6.69,ALL SEXES,17575
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,LACHI TEHSIL,SHAKARDARA TC,"10,000 - 24,999",9602,3.23,6.69,MALE,8787
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,LACHI TEHSIL,SHAKARDARA TC,"10,000 - 24,999",9602,3.23,6.69,FEMALE,8788
KHYBER PAKTUNKHWA,013,KOHAT DISTRICT,LACHI TEHSIL,SHAKARDARA TC,"10,000 - 24,999",9602,3.23,6.69,TRANSGENDER,0
