province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,1 PERSON,1,374,0.82,1.8,18788,41.17,5.55,205
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,2 PERSONS,1,3900,8.55,1.57,18788,41.17,5.55,2573
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,3 PERSONS,1,4137,9.07,1.66,18788,41.17,5.55,2484
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,4 PERSONS,1,5089,11.15,1.81,18788,41.17,5.55,2620
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,5 PERSONS,1,5195,11.38,1.89,18788,41.17,5.55,2451
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,6 PERSONS,1,5337,11.7,1.97,18788,41.17,5.55,2245
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,7 PERSONS,1,4992,10.94,2.08,18788,41.17,5.55,1782
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,8 PERSONS,1,4431,9.71,2.19,18788,41.17,5.55,1423
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,9 PERSONS,1,3675,8.05,2.37,18788,41.17,5.55,1075
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,8504,18.64,2.68,18788,41.17,5.55,1930
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,1 PERSON,2,374,0.82,1.8,14600,31.99,6.79,89
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,2 PERSONS,2,3900,8.55,1.57,14600,31.99,6.79,852
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,3 PERSONS,2,4137,9.07,1.66,14600,31.99,6.79,1049
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,4 PERSONS,2,5089,11.15,1.81,14600,31.99,6.79,1552
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,5 PERSONS,2,5195,11.38,1.89,14600,31.99,6.79,1720
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,6 PERSONS,2,5337,11.7,1.97,14600,31.99,6.79,1901
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,7 PERSONS,2,4992,10.94,2.08,14600,31.99,6.79,1898
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,8 PERSONS,2,4431,9.71,2.19,14600,31.99,6.79,1641
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,9 PERSONS,2,3675,8.05,2.37,14600,31.99,6.79,1250
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,8504,18.64,2.68,14600,31.99,6.79,2648
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,1 PERSON,3,374,0.82,1.8,7355,16.12,7.75,54
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,2 PERSONS,3,3900,8.55,1.57,7355,16.12,7.75,287
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,3 PERSONS,3,4137,9.07,1.66,7355,16.12,7.75,392
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,4 PERSONS,3,5089,11.15,1.81,7355,16.12,7.75,605
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,5 PERSONS,3,5195,11.38,1.89,7355,16.12,7.75,625
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,6 PERSONS,3,5337,11.7,1.97,7355,16.12,7.75,772
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,7 PERSONS,3,4992,10.94,2.08,7355,16.12,7.75,862
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,8 PERSONS,3,4431,9.71,2.19,7355,16.12,7.75,870
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,9 PERSONS,3,3675,8.05,2.37,7355,16.12,7.75,830
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,8504,18.64,2.68,7355,16.12,7.75,2058
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,1 PERSON,4,374,0.82,1.8,2726,5.97,8.69,14
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,2 PERSONS,4,3900,8.55,1.57,2726,5.97,8.69,87
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,3 PERSONS,4,4137,9.07,1.66,2726,5.97,8.69,102
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,4 PERSONS,4,5089,11.15,1.81,2726,5.97,8.69,155
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,5 PERSONS,4,5195,11.38,1.89,2726,5.97,8.69,217
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,6 PERSONS,4,5337,11.7,1.97,2726,5.97,8.69,230
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,7 PERSONS,4,4992,10.94,2.08,2726,5.97,8.69,265
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,8 PERSONS,4,4431,9.71,2.19,2726,5.97,8.69,307
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,9 PERSONS,4,3675,8.05,2.37,2726,5.97,8.69,300
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,8504,18.64,2.68,2726,5.97,8.69,1049
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,1 PERSON,5,374,0.82,1.8,623,1.37,9.96,6
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,2 PERSONS,5,3900,8.55,1.57,623,1.37,9.96,12
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,3 PERSONS,5,4137,9.07,1.66,623,1.37,9.96,19
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,4 PERSONS,5,5089,11.15,1.81,623,1.37,9.96,28
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,5 PERSONS,5,5195,11.38,1.89,623,1.37,9.96,35
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,6 PERSONS,5,5337,11.7,1.97,623,1.37,9.96,50
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,7 PERSONS,5,4992,10.94,2.08,623,1.37,9.96,66
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,8 PERSONS,5,4431,9.71,2.19,623,1.37,9.96,66
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,9 PERSONS,5,3675,8.05,2.37,623,1.37,9.96,67
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,8504,18.64,2.68,623,1.37,9.96,274
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,1 PERSON,6,374,0.82,1.8,645,1.41,8.6,3
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,2 PERSONS,6,3900,8.55,1.57,645,1.41,8.6,45
