province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,TOTAL,10160,313110,165056,148053,1,111.48,30.82,32.05,6.65,181310,2.91
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,RURAL,NA,212745,113032,99712,1,113.36,NA,NA,6.54,165815,1.32
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI DISTRICT,URBAN,NA,100365,52024,48341,NA,107.62,NA,NA,6.9,15495,10.31
BALOCHISTAN,124,DERA BUGTI DISTRICT,BAIKER SUB-TEHSIL,TOTAL,258,19497,10583,8914,NA,118.72,75.57,NA,7.18,5305,7.08
BALOCHISTAN,124,DERA BUGTI DISTRICT,BAIKER SUB-TEHSIL,RURAL,NA,19497,10583,8914,NA,118.72,NA,NA,7.18,5305,7.08
BALOCHISTAN,124,DERA BUGTI DISTRICT,BAIKER SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI TEHSIL,TOTAL,927,48415,25422,22993,NA,110.56,52.23,57.06,6.54,32403,2.13
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI TEHSIL,RURAL,NA,20790,10932,9858,NA,110.89,NA,NA,6.25,16908,1.09
BALOCHISTAN,124,DERA BUGTI DISTRICT,DERA BUGTI TEHSIL,URBAN,NA,27625,14490,13135,NA,110.32,NA,NA,6.79,15495,3.08
BALOCHISTAN,124,DERA BUGTI DISTRICT,LOTI TEHSIL,TOTAL,803,18058,9963,8095,NA,123.08,22.49,NA,6.98,8491,4.04
BALOCHISTAN,124,DERA BUGTI DISTRICT,LOTI TEHSIL,RURAL,NA,18058,9963,8095,NA,123.08,NA,NA,6.98,8491,4.04
BALOCHISTAN,124,DERA BUGTI DISTRICT,LOTI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,124,DERA BUGTI DISTRICT,MALAM SUB-TEHSIL,TOTAL,957,27265,13216,14049,NA,94.07,28.49,NA,7.25,19504,1.78
BALOCHISTAN,124,DERA BUGTI DISTRICT,MALAM SUB-TEHSIL,RURAL,NA,27265,13216,14049,NA,94.07,NA,NA,7.25,19504,1.78
BALOCHISTAN,124,DERA BUGTI DISTRICT,MALAM SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,124,DERA BUGTI DISTRICT,PHELAWAGH TEHSIL,TOTAL,205,28054,13931,14123,NA,98.64,136.85,NA,7.16,11760,4.67
BALOCHISTAN,124,DERA BUGTI DISTRICT,PHELAWAGH TEHSIL,RURAL,NA,28054,13931,14123,NA,98.64,NA,NA,7.16,11760,4.67
BALOCHISTAN,124,DERA BUGTI DISTRICT,PHELAWAGH TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,124,DERA BUGTI DISTRICT,PIR KOH SUB-TEHSIL,TOTAL,1619,40629,21937,18692,NA,117.36,25.1,NA,5.74,27448,2.08
BALOCHISTAN,124,DERA BUGTI DISTRICT,PIR KOH SUB-TEHSIL,RURAL,NA,40629,21937,18692,NA,117.36,NA,NA,5.74,27448,2.08
BALOCHISTAN,124,DERA BUGTI DISTRICT,PIR KOH SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,124,DERA BUGTI DISTRICT,SANGSILLAH SUB-TEHSIL,TOTAL,1533,10217,5435,4781,1,113.68,6.66,NA,6.69,13700,-1.53
BALOCHISTAN,124,DERA BUGTI DISTRICT,SANGSILLAH SUB-TEHSIL,RURAL,NA,10217,5435,4781,1,113.68,NA,NA,6.69,13700,-1.53
BALOCHISTAN,124,DERA BUGTI DISTRICT,SANGSILLAH SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,124,DERA BUGTI DISTRICT,SUI TEHSIL,TOTAL,3858,120975,64569,56406,NA,114.47,31.36,60.13,6.69,62699,3.51
BALOCHISTAN,124,DERA BUGTI DISTRICT,SUI TEHSIL,RURAL,NA,48235,27035,21200,NA,127.52,NA,NA,6.32,62699,-1.37
BALOCHISTAN,124,DERA BUGTI DISTRICT,SUI TEHSIL,URBAN,NA,72740,37534,35206,NA,106.61,NA,NA,6.94,NA,NA
