province_name,district_code,district_name,area_name,area_type,gender,nationality_status,age_group,count
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,TOTAL,ALL AGES,68506
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,PAKISTANI,ALL AGES,68493
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,NON-PAKISTANI,ALL AGES,13
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,TOTAL,ALL AGES,68506
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,PAKISTANI,ALL AGES,68493
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,NON-PAKISTANI,ALL AGES,13
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,TOTAL,ALL AGES,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,PAKISTANI,ALL AGES,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,NON-PAKISTANI,ALL AGES,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,TOTAL,00 - 04,13839
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,PAKISTANI,00 - 04,13836
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,NON-PAKISTANI,00 - 04,3
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,TOTAL,00 - 04,13839
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,PAKISTANI,00 - 04,13836
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,NON-PAKISTANI,00 - 04,3
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,TOTAL,00 - 04,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,PAKISTANI,00 - 04,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,NON-PAKISTANI,00 - 04,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,TOTAL,05 - 09,13271
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,PAKISTANI,05 - 09,13267
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,NON-PAKISTANI,05 - 09,4
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,TOTAL,05 - 09,13271
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,PAKISTANI,05 - 09,13267
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,NON-PAKISTANI,05 - 09,4
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,TOTAL,05 - 09,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,PAKISTANI,05 - 09,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,NON-PAKISTANI,05 - 09,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,TOTAL,10 - 14,8648
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,PAKISTANI,10 - 14,8646
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,NON-PAKISTANI,10 - 14,2
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,TOTAL,10 - 14,8648
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,PAKISTANI,10 - 14,8646
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,NON-PAKISTANI,10 - 14,2
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,TOTAL,10 - 14,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,PAKISTANI,10 - 14,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,NON-PAKISTANI,10 - 14,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,TOTAL,15 - 19,5925
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,PAKISTANI,15 - 19,5924
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,NON-PAKISTANI,15 - 19,1
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,TOTAL,15 - 19,5925
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,PAKISTANI,15 - 19,5924
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,NON-PAKISTANI,15 - 19,1
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,TOTAL,15 - 19,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,PAKISTANI,15 - 19,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,NON-PAKISTANI,15 - 19,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,TOTAL,20 - 24,5117
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,PAKISTANI,20 - 24,5117
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,NON-PAKISTANI,20 - 24,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,TOTAL,20 - 24,5117
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,PAKISTANI,20 - 24,5117
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,NON-PAKISTANI,20 - 24,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,TOTAL,20 - 24,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,PAKISTANI,20 - 24,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,NON-PAKISTANI,20 - 24,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,TOTAL,25 - 29,4812
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,PAKISTANI,25 - 29,4812
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,NON-PAKISTANI,25 - 29,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,TOTAL,25 - 29,4812
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,PAKISTANI,25 - 29,4812
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,NON-PAKISTANI,25 - 29,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,TOTAL,25 - 29,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,PAKISTANI,25 - 29,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,URBAN,ALL SEXES,NON-PAKISTANI,25 - 29,0
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,TOTAL,30 - 34,3667
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,PAKISTANI,30 - 34,3666
FATA,034,FR D.I.KHAN,FR D.I.KHAN,TOTAL,ALL SEXES,NON-PAKISTANI,30 - 34,1
FATA,034,FR D.I.KHAN,FR D.I.KHAN,RURAL,ALL SEXES,TOTAL,30 - 34,3667
