province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,1,6306,1.23,168881,33.06,2032
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,1,82782,16.21,168881,33.06,28166
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,5-10 YEARS,1,168949,33.07,168881,33.06,58625
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,11-50 YEARS,1,246473,48.25,168881,33.06,78230
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,OVER 50 YEARS,1,6326,1.24,168881,33.06,1828
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2,6306,1.23,166511,32.6,2049
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,2,82782,16.21,166511,32.6,26727
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,5-10 YEARS,2,168949,33.07,166511,32.6,57141
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,11-50 YEARS,2,246473,48.25,166511,32.6,78675
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,OVER 50 YEARS,2,6326,1.24,166511,32.6,1919
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,3,6306,1.23,84630,16.57,1071
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,3,82782,16.21,84630,16.57,13406
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,5-10 YEARS,3,168949,33.07,84630,16.57,26935
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,11-50 YEARS,3,246473,48.25,84630,16.57,42175
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,OVER 50 YEARS,3,6326,1.24,84630,16.57,1043
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,4,6306,1.23,46805,9.16,562
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,4,82782,16.21,46805,9.16,7659
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,5-10 YEARS,4,168949,33.07,46805,9.16,13991
