province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR CITY TEHSIL,BAHAWALPUR MUNICIPAL CORPORATI,"500,000 AND ABOVE",356626,3.47,5.91,ALL SEXES,682116
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR CITY TEHSIL,BAHAWALPUR MUNICIPAL CORPORATI,"500,000 AND ABOVE",356626,3.47,5.91,MALE,350186
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR CITY TEHSIL,BAHAWALPUR MUNICIPAL CORPORATI,"500,000 AND ABOVE",356626,3.47,5.91,FEMALE,331842
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR CITY TEHSIL,BAHAWALPUR MUNICIPAL CORPORATI,"500,000 AND ABOVE",356626,3.47,5.91,TRANSGENDER,88
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,AHMADPUR EAST MC,"100,000 - 199,999",96415,1.72,6.2,ALL SEXES,133426
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,AHMADPUR EAST MC,"100,000 - 199,999",96415,1.72,6.2,MALE,68157
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,AHMADPUR EAST MC,"100,000 - 199,999",96415,1.72,6.2,FEMALE,65252
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,AHMADPUR EAST MC,"100,000 - 199,999",96415,1.72,6.2,TRANSGENDER,17
PUNJAB,065,BAHAWALPUR DISTRICT,HASILPUR TEHSIL,HASILPUR MC,"100,000 - 199,999",71295,2.57,6.09,ALL SEXES,115613
PUNJAB,065,BAHAWALPUR DISTRICT,HASILPUR TEHSIL,HASILPUR MC,"100,000 - 199,999",71295,2.57,6.09,MALE,57743
PUNJAB,065,BAHAWALPUR DISTRICT,HASILPUR TEHSIL,HASILPUR MC,"100,000 - 199,999",71295,2.57,6.09,FEMALE,57853
PUNJAB,065,BAHAWALPUR DISTRICT,HASILPUR TEHSIL,HASILPUR MC,"100,000 - 199,999",71295,2.57,6.09,TRANSGENDER,17
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,BAHAWALPUR CANTONMENT,"50,000 - 99,999",51769,2.36,5.97,ALL SEXES,80658
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,BAHAWALPUR CANTONMENT,"50,000 - 99,999",51769,2.36,5.97,MALE,48111
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,BAHAWALPUR CANTONMENT,"50,000 - 99,999",51769,2.36,5.97,FEMALE,32540
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,BAHAWALPUR CANTONMENT,"50,000 - 99,999",51769,2.36,5.97,TRANSGENDER,7
PUNJAB,065,BAHAWALPUR DISTRICT,YAZMAN TEHSIL,YAZMAN MC,"25,000 - 49,999",21028,4.53,6.18,ALL SEXES,48883
PUNJAB,065,BAHAWALPUR DISTRICT,YAZMAN TEHSIL,YAZMAN MC,"25,000 - 49,999",21028,4.53,6.18,MALE,24884
PUNJAB,065,BAHAWALPUR DISTRICT,YAZMAN TEHSIL,YAZMAN MC,"25,000 - 49,999",21028,4.53,6.18,FEMALE,23995
PUNJAB,065,BAHAWALPUR DISTRICT,YAZMAN TEHSIL,YAZMAN MC,"25,000 - 49,999",21028,4.53,6.18,TRANSGENDER,4
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,UCH SHARIF MC,"25,000 - 49,999",20476,3.93,6.53,ALL SEXES,42684
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,UCH SHARIF MC,"25,000 - 49,999",20476,3.93,6.53,MALE,21846
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,UCH SHARIF MC,"25,000 - 49,999",20476,3.93,6.53,FEMALE,20829
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,UCH SHARIF MC,"25,000 - 49,999",20476,3.93,6.53,TRANSGENDER,9
PUNJAB,065,BAHAWALPUR DISTRICT,KHAIRPUR TAMEWALI TEHSIL,KHAIRPUR TAMEWALI MC,"25,000 - 49,999",26854,2.31,5.75,ALL SEXES,41492
PUNJAB,065,BAHAWALPUR DISTRICT,KHAIRPUR TAMEWALI TEHSIL,KHAIRPUR TAMEWALI MC,"25,000 - 49,999",26854,2.31,5.75,MALE,20981
PUNJAB,065,BAHAWALPUR DISTRICT,KHAIRPUR TAMEWALI TEHSIL,KHAIRPUR TAMEWALI MC,"25,000 - 49,999",26854,2.31,5.75,FEMALE,20507
PUNJAB,065,BAHAWALPUR DISTRICT,KHAIRPUR TAMEWALI TEHSIL,KHAIRPUR TAMEWALI MC,"25,000 - 49,999",26854,2.31,5.75,TRANSGENDER,4
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,SAMASATTA TC,"25,000 - 49,999",20841,1.43,6.01,ALL SEXES,27290
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,SAMASATTA TC,"25,000 - 49,999",20841,1.43,6.01,MALE,13898
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,SAMASATTA TC,"25,000 - 49,999",20841,1.43,6.01,FEMALE,13387
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,SAMASATTA TC,"25,000 - 49,999",20841,1.43,6.01,TRANSGENDER,5
