province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,ALL SEXES,3669176,92605,516921,1062204,1566605,1653981,678049,963968,1752259,2036119,1760734,1961046,215763,140204
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,MALE,1879702,47429,264444,547801,815084,855313,343490,483688,882667,1031035,888310,990570,110008,72400
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,FEMALE,1789148,45176,252477,514403,751517,798600,334491,480171,869343,1004788,872152,970166,105708,67774
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,TRANSGENDER,326,0,0,0,4,68,68,109,249,296,272,310,47,30
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,RURAL,ALL SEXES,2497014,65085,188899,393173,1109258,1130817,440372,626568,1147540,1335258,1153055,1295531,152796,101693
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,RURAL,MALE,1273896,33285,180719,369361,577342,584691,222180,312310,572572,669792,576068,648732,77772,52694
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,RURAL,FEMALE,1222943,31800,0,0,531913,546086,218152,314195,574837,665311,576847,646635,74995,48979
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,RURAL,TRANSGENDER,175,0,75545,154628,3,40,40,63,131,155,140,164,29,20
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,URBAN,ALL SEXES,1172162,27520,71758,145042,457347,523164,237677,337400,604719,700861,607679,665515,62967,38511
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,URBAN,MALE,605806,14144,0,0,237742,270622,121310,171378,310095,361243,312242,341838,32236,19706
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,URBAN,FEMALE,566205,13376,0,0,219604,252514,116339,165976,294506,339477,295305,323531,30713,18795
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,URBAN,TRANSGENDER,151,0,0,0,1,28,28,46,118,141,132,146,18,10
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,TOTAL,ALL SEXES,1078586,27802,163703,342314,492221,497183,189585,271862,489660,566770,491272,548345,61878,40515
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,TOTAL,MALE,551528,14216,83322,176637,257030,258918,96425,136603,245819,285175,246164,274706,30910,20538
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,TOTAL,FEMALE,526970,13586,80381,165677,235189,238247,93142,135230,243779,281520,245041,273556,30950,19964
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,TOTAL,TRANSGENDER,88,0,0,0,2,18,18,29,62,75,67,83,18,13
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,RURAL,ALL SEXES,902476,23664,71780,152701,421349,418258,155197,222507,401091,463703,402189,450125,51900,34519
