province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,24830,3669176,1879702,1789148,326,105.06,147.77,31.95,6.24,2433091,2.18
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,RURAL,NA,2497014,1273896,1222943,175,104.17,NA,NA,6.37,1767787,1.83
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,URBAN,NA,1172162,605806,566205,151,106.99,NA,NA,5.99,665304,3.02
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,TOTAL,1738,1078586,551528,526970,88,104.66,620.59,16.33,6.49,718297,2.16
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,RURAL,NA,902476,461525,440889,62,104.68,NA,NA,6.53,601406,2.16
PUNJAB,065,BAHAWALPUR DISTRICT,AHMADPUR EAST TEHSIL,URBAN,NA,176110,90003,86081,26,104.56,NA,NA,6.28,116891,2.18
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR CITY TEHSIL,TOTAL,1490,682116,350186,331842,88,105.53,457.8,100,5.91,419542,2.59
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR CITY TEHSIL,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR CITY TEHSIL,URBAN,NA,682116,350186,331842,88,105.53,NA,NA,5.91,356626,3.47
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,TOTAL,745,575886,301550,274273,63,109.95,773,18.74,6.27,387038,2.11
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,RURAL,NA,467938,239541,228346,51,104.9,NA,NA,6.33,314428,2.11
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR SADDAR TEHSIL,URBAN,NA,107948,62009,45927,12,135.02,NA,NA,5.98,72610,2.11
PUNJAB,065,BAHAWALPUR DISTRICT,HASILPUR TEHSIL,TOTAL,1490,456360,228860,227473,27,100.61,306.28,25.33,6.05,317513,1.92
PUNJAB,065,BAHAWALPUR DISTRICT,HASILPUR TEHSIL,RURAL,NA,340747,171117,169620,10,100.88,NA,NA,6.03,246218,1.72
PUNJAB,065,BAHAWALPUR DISTRICT,HASILPUR TEHSIL,URBAN,NA,115613,57743,57853,17,99.81,NA,NA,6.09,71295,2.57
PUNJAB,065,BAHAWALPUR DISTRICT,KHAIRPUR TAMEWALI TEHSIL,TOTAL,993,262923,133933,128983,7,103.84,264.78,15.78,6.14,183903,1.9
PUNJAB,065,BAHAWALPUR DISTRICT,KHAIRPUR TAMEWALI TEHSIL,RURAL,NA,221431,112952,108476,3,104.13,NA,NA,6.22,157049,1.82
PUNJAB,065,BAHAWALPUR DISTRICT,KHAIRPUR TAMEWALI TEHSIL,URBAN,NA,41492,20981,20507,4,102.31,NA,NA,5.75,26854,2.31
PUNJAB,065,BAHAWALPUR DISTRICT,YAZMAN TEHSIL,TOTAL,18374,613305,313645,299607,53,104.69,33.38,7.97,6.39,406798,2.18
PUNJAB,065,BAHAWALPUR DISTRICT,YAZMAN TEHSIL,RURAL,NA,564422,288761,275612,49,104.77,NA,NA,6.41,385770,2.02
PUNJAB,065,BAHAWALPUR DISTRICT,YAZMAN TEHSIL,URBAN,NA,48883,24884,23995,4,103.7,NA,NA,6.18,21028,4.53
