province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,1 PERSON,1,11731,2.03,1.71,193115,33.47,5.02,7279
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,2 PERSONS,1,38997,6.76,1.71,193115,33.47,5.02,22693
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,3 PERSONS,1,50664,8.78,1.86,193115,33.47,5.02,25502
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,4 PERSONS,1,71472,12.39,2.04,193115,33.47,5.02,30313
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,5 PERSONS,1,88718,15.38,2.19,193115,33.47,5.02,31989
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,6 PERSONS,1,89523,15.52,2.28,193115,33.47,5.02,28602
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,7 PERSONS,1,70861,12.28,2.37,193115,33.47,5.02,20060
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,8 PERSONS,1,50228,8.71,2.5,193115,33.47,5.02,12242
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,9 PERSONS,1,33266,5.77,2.66,193115,33.47,5.02,6789
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,71513,12.39,3.39,193115,33.47,5.02,7646
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,1 PERSON,2,11731,2.03,1.71,190097,32.95,6.17,2533
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,2 PERSONS,2,38997,6.76,1.71,190097,32.95,6.17,10160
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,3 PERSONS,2,50664,8.78,1.86,190097,32.95,6.17,15025
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,4 PERSONS,2,71472,12.39,2.04,190097,32.95,6.17,23425
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,5 PERSONS,2,88718,15.38,2.19,190097,32.95,6.17,30318
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,6 PERSONS,2,89523,15.52,2.28,190097,32.95,6.17,32262
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,7 PERSONS,2,70861,12.28,2.37,190097,32.95,6.17,26312
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,8 PERSONS,2,50228,8.71,2.5,190097,32.95,6.17,18815
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,9 PERSONS,2,33266,5.77,2.66,190097,32.95,6.17,12035
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,71513,12.39,3.39,190097,32.95,6.17,19212
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,1 PERSON,3,11731,2.03,1.71,95389,16.53,6.96,977
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,2 PERSONS,3,38997,6.76,1.71,95389,16.53,6.96,3417
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,3 PERSONS,3,50664,8.78,1.86,95389,16.53,6.96,5761
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,4 PERSONS,3,71472,12.39,2.04,95389,16.53,6.96,9453
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,5 PERSONS,3,88718,15.38,2.19,95389,16.53,6.96,14019
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,6 PERSONS,3,89523,15.52,2.28,95389,16.53,6.96,15045
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,7 PERSONS,3,70861,12.28,2.37,95389,16.53,6.96,12839
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,8 PERSONS,3,50228,8.71,2.5,95389,16.53,6.96,9748
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,9 PERSONS,3,33266,5.77,2.66,95389,16.53,6.96,7127
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,71513,12.39,3.39,95389,16.53,6.96,17003
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,1 PERSON,4,11731,2.03,1.71,51408,8.91,7.57,506
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,2 PERSONS,4,38997,6.76,1.71,51408,8.91,7.57,1517
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,3 PERSONS,4,50664,8.78,1.86,51408,8.91,7.57,2470
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,4 PERSONS,4,71472,12.39,2.04,51408,8.91,7.57,4772
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,5 PERSONS,4,88718,15.38,2.19,51408,8.91,7.57,6926
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,6 PERSONS,4,89523,15.52,2.28,51408,8.91,7.57,7644
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,7 PERSONS,4,70861,12.28,2.37,51408,8.91,7.57,6404
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,8 PERSONS,4,50228,8.71,2.5,51408,8.91,7.57,5099
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,9 PERSONS,4,33266,5.77,2.66,51408,8.91,7.57,3876
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,71513,12.39,3.39,51408,8.91,7.57,12194
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,1 PERSON,5,11731,2.03,1.71,22093,3.83,8.14,180
PUNJAB,065,BAHAWALPUR DISTRICT,BAHAWALPUR DISTRICT,TOTAL,2 PERSONS,5,38997,6.76,1.71,22093,3.83,8.14,571
