province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,UNDER CONSTRUCTION,1,306,1.02,8167,27.1,69
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,LESS THAN 5 YEARS,1,2536,8.42,8167,27.1,1170
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,5-10 YEARS,1,8341,27.68,8167,27.1,2227
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,11-50 YEARS,1,15348,50.93,8167,27.1,3772
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,OVER 50 YEARS,1,3604,11.96,8167,27.1,929
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,UNDER CONSTRUCTION,2,306,1.02,11339,37.63,109
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,LESS THAN 5 YEARS,2,2536,8.42,11339,37.63,869
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,5-10 YEARS,2,8341,27.68,11339,37.63,3387
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,11-50 YEARS,2,15348,50.93,11339,37.63,5617
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,OVER 50 YEARS,2,3604,11.96,11339,37.63,1357
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,UNDER CONSTRUCTION,3,306,1.02,5732,19.02,64
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,LESS THAN 5 YEARS,3,2536,8.42,5732,19.02,305
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,5-10 YEARS,3,8341,27.68,5732,19.02,1695
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,11-50 YEARS,3,15348,50.93,5732,19.02,3060
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,OVER 50 YEARS,3,3604,11.96,5732,19.02,608
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,UNDER CONSTRUCTION,4,306,1.02,2866,9.51,37
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,LESS THAN 5 YEARS,4,2536,8.42,2866,9.51,125
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,5-10 YEARS,4,8341,27.68,2866,9.51,679
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,11-50 YEARS,4,15348,50.93,2866,9.51,1678
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,OVER 50 YEARS,4,3604,11.96,2866,9.51,347
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,UNDER CONSTRUCTION,5,306,1.02,821,2.72,6
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,LESS THAN 5 YEARS,5,2536,8.42,821,2.72,31
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,5-10 YEARS,5,8341,27.68,821,2.72,166
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,11-50 YEARS,5,15348,50.93,821,2.72,483
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,OVER 50 YEARS,5,3604,11.96,821,2.72,135
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,UNDER CONSTRUCTION,6,306,1.02,482,1.6,5
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,LESS THAN 5 YEARS,6,2536,8.42,482,1.6,14
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,5-10 YEARS,6,8341,27.68,482,1.6,76
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,11-50 YEARS,6,15348,50.93,482,1.6,281
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,OVER 50 YEARS,6,3604,11.96,482,1.6,106
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,UNDER CONSTRUCTION,7,306,1.02,271,0.9,5
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,LESS THAN 5 YEARS,7,2536,8.42,271,0.9,11
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,5-10 YEARS,7,8341,27.68,271,0.9,63
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,11-50 YEARS,7,15348,50.93,271,0.9,151
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,OVER 50 YEARS,7,3604,11.96,271,0.9,41
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,UNDER CONSTRUCTION,8,306,1.02,190,0.63,2
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,LESS THAN 5 YEARS,8,2536,8.42,190,0.63,3
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,5-10 YEARS,8,8341,27.68,190,0.63,20
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,11-50 YEARS,8,15348,50.93,190,0.63,138
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,OVER 50 YEARS,8,3604,11.96,190,0.63,27
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,306,1.02,267,0.89,9
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,2536,8.42,267,0.89,8
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,8341,27.68,267,0.89,28
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,15348,50.93,267,0.89,168
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,3604,11.96,267,0.89,54
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,UNDER CONSTRUCTION,1,230,0.95,6945,28.54,57
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,LESS THAN 5 YEARS,1,1940,7.97,6945,28.54,919
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,5-10 YEARS,1,6790,27.9,6945,28.54,1960
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,11-50 YEARS,1,12289,50.5,6945,28.54,3192
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,OVER 50 YEARS,1,3084,12.67,6945,28.54,817
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,UNDER CONSTRUCTION,2,230,0.95,9268,38.09,85
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,LESS THAN 5 YEARS,2,1940,7.97,9268,38.09,658
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,5-10 YEARS,2,6790,27.9,9268,38.09,2798
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,11-50 YEARS,2,12289,50.5,9268,38.09,4578
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,OVER 50 YEARS,2,3084,12.67,9268,38.09,1149
BALOCHISTAN,116,KACHHI DISTRICT,KACHHI DISTRICT,RURAL,UNDER CONSTRUCTION,3,230,0.95,4467,18.36,41
