province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,1,175882,83.23,46542,22.02,35554
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,1,19176,9.07,46542,22.02,5478
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,1,16270,7.7,46542,22.02,5510
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,2,175882,83.23,71552,33.86,57843
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,2,19176,9.07,71552,33.86,8331
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,2,16270,7.7,71552,33.86,5378
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,3,175882,83.23,43949,20.8,37991
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,3,19176,9.07,43949,20.8,3144
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,3,16270,7.7,43949,20.8,2814
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,4,175882,83.23,27352,12.94,24487
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,4,19176,9.07,27352,12.94,1401
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,4,16270,7.7,27352,12.94,1464
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,5,175882,83.23,10565,5,9599
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,5,19176,9.07,10565,5,419
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,5,16270,7.7,10565,5,547
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,6,175882,83.23,6117,2.89,5625
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,6,19176,9.07,6117,2.89,210
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,6,16270,7.7,6117,2.89,282
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,7,175882,83.23,2408,1.14,2136
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,7,19176,9.07,2408,1.14,102
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,7,16270,7.7,2408,1.14,170
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,8,175882,83.23,1440,0.68,1341
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,8,19176,9.07,1440,0.68,48
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,8,16270,7.7,1440,0.68,51
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,9,175882,83.23,1403,0.66,1306
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,9,19176,9.07,1403,0.66,43
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,9,16270,7.7,1403,0.66,54
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,1,146714,83.87,39383,22.51,30525
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,1,13381,7.65,39383,22.51,3834
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,1,14826,8.48,39383,22.51,5024
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,2,146714,83.87,59313,33.91,48589
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,2,13381,7.65,59313,33.91,5831
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,2,14826,8.48,59313,33.91,4893
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,3,146714,83.87,36244,20.72,31465
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,3,13381,7.65,36244,20.72,2194
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,3,14826,8.48,36244,20.72,2585
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,4,146714,83.87,22231,12.71,19940
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,4,13381,7.65,22231,12.71,972
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,4,14826,8.48,22231,12.71,1319
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,5,146714,83.87,8601,4.92,7825
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,5,13381,7.65,8601,4.92,276
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,5,14826,8.48,8601,4.92,500
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,6,146714,83.87,4927,2.82,4534
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,6,13381,7.65,4927,2.82,135
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,6,14826,8.48,4927,2.82,258
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,7,146714,83.87,1992,1.14,1761
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,7,13381,7.65,1992,1.14,73
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,7,14826,8.48,1992,1.14,158
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,8,146714,83.87,1140,0.65,1068
