province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,UNDER CONSTRUCTION,2370,1.35,WALL,BAKED BRICKS/BLOCKS/STONES,159591,90.74,2146
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,UNDER CONSTRUCTION,2370,1.35,WALL,UNBAKED BRICKS/MUD,13438,7.64,167
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,UNDER CONSTRUCTION,2370,1.35,WALL,WOOD/BAMBOO,1417,0.81,28
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,UNDER CONSTRUCTION,2370,1.35,WALL,OTHERS,1436,0.82,29
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,UNDER CONSTRUCTION,2370,1.35,ROOF,RCC/RBC,93133,52.95,1379
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,UNDER CONSTRUCTION,2370,1.35,ROOF,CEMENT/IRON SHEETS,12213,6.94,220
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,UNDER CONSTRUCTION,2370,1.35,ROOF,GARDER/T.IRON,42716,24.29,479
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,UNDER CONSTRUCTION,2370,1.35,ROOF,WOOD/BAMBOO,25974,14.77,255
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,UNDER CONSTRUCTION,2370,1.35,ROOF,OTHERS,1846,1.05,37
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,LESS THAN 5 YEARS,19966,11.35,WALL,BAKED BRICKS/BLOCKS/STONES,159591,90.74,18276
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,LESS THAN 5 YEARS,19966,11.35,WALL,UNBAKED BRICKS/MUD,13438,7.64,1349
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,LESS THAN 5 YEARS,19966,11.35,WALL,WOOD/BAMBOO,1417,0.81,149
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,LESS THAN 5 YEARS,19966,11.35,WALL,OTHERS,1436,0.82,192
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,LESS THAN 5 YEARS,19966,11.35,ROOF,RCC/RBC,93133,52.95,12122
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,LESS THAN 5 YEARS,19966,11.35,ROOF,CEMENT/IRON SHEETS,12213,6.94,2084
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,LESS THAN 5 YEARS,19966,11.35,ROOF,GARDER/T.IRON,42716,24.29,3608
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,LESS THAN 5 YEARS,19966,11.35,ROOF,WOOD/BAMBOO,25974,14.77,1932
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,LESS THAN 5 YEARS,19966,11.35,ROOF,OTHERS,1846,1.05,220
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,5-10 YEARS,43575,24.78,WALL,BAKED BRICKS/BLOCKS/STONES,159591,90.74,39872
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,5-10 YEARS,43575,24.78,WALL,UNBAKED BRICKS/MUD,13438,7.64,2939
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,5-10 YEARS,43575,24.78,WALL,WOOD/BAMBOO,1417,0.81,382
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,5-10 YEARS,43575,24.78,WALL,OTHERS,1436,0.82,382
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,5-10 YEARS,43575,24.78,ROOF,RCC/RBC,93133,52.95,24420
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,5-10 YEARS,43575,24.78,ROOF,CEMENT/IRON SHEETS,12213,6.94,3270
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,5-10 YEARS,43575,24.78,ROOF,GARDER/T.IRON,42716,24.29,10670
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,5-10 YEARS,43575,24.78,ROOF,WOOD/BAMBOO,25974,14.77,4773
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,5-10 YEARS,43575,24.78,ROOF,OTHERS,1846,1.05,442
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,11-50 YEARS,105279,59.86,WALL,BAKED BRICKS/BLOCKS/STONES,159591,90.74,95483
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,11-50 YEARS,105279,59.86,WALL,UNBAKED BRICKS/MUD,13438,7.64,8259
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,11-50 YEARS,105279,59.86,WALL,WOOD/BAMBOO,1417,0.81,748
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,11-50 YEARS,105279,59.86,WALL,OTHERS,1436,0.82,789
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,11-50 YEARS,105279,59.86,ROOF,RCC/RBC,93133,52.95,53721
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,11-50 YEARS,105279,59.86,ROOF,CEMENT/IRON SHEETS,12213,6.94,6374
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,11-50 YEARS,105279,59.86,ROOF,GARDER/T.IRON,42716,24.29,26645
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,11-50 YEARS,105279,59.86,ROOF,WOOD/BAMBOO,25974,14.77,17467
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,11-50 YEARS,105279,59.86,ROOF,OTHERS,1846,1.05,1072
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OVER 50 YEARS,4692,2.67,WALL,BAKED BRICKS/BLOCKS/STONES,159591,90.74,3814
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OVER 50 YEARS,4692,2.67,WALL,UNBAKED BRICKS/MUD,13438,7.64,724
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OVER 50 YEARS,4692,2.67,WALL,WOOD/BAMBOO,1417,0.81,110
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OVER 50 YEARS,4692,2.67,WALL,OTHERS,1436,0.82,44
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OVER 50 YEARS,4692,2.67,ROOF,RCC/RBC,93133,52.95,1491
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OVER 50 YEARS,4692,2.67,ROOF,CEMENT/IRON SHEETS,12213,6.94,265
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OVER 50 YEARS,4692,2.67,ROOF,GARDER/T.IRON,42716,24.29,1314
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OVER 50 YEARS,4692,2.67,ROOF,WOOD/BAMBOO,25974,14.77,1547
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OVER 50 YEARS,4692,2.67,ROOF,OTHERS,1846,1.05,75
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,UNDER CONSTRUCTION,1995,1.36,WALL,BAKED BRICKS/BLOCKS/STONES,132644,90.41,1810
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,UNDER CONSTRUCTION,1995,1.36,WALL,UNBAKED BRICKS/MUD,11630,7.93,133
