province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,ALL SEXES,1625477,41302,224350,455955,701938,768466,331169,456337,772363,899381,754202,848006,101981,64449
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,MALE,815828,21322,115328,235361,363553,392455,165125,222188,372492,438300,363424,414154,54849,34870
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,FEMALE,809550,19980,109022,220594,338385,375981,166014,234099,399790,460988,390696,433762,47122,29573
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,TRANSGENDER,99,0,0,0,0,30,30,50,81,93,82,90,10,6
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,ALL SEXES,1349513,34362,187339,380904,585875,639801,274810,378672,639342,743873,623577,700888,84087,53310
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,MALE,679142,17769,96298,196830,303927,327732,137598,185259,309551,363794,301609,343458,45252,28916
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,FEMALE,670297,16593,91041,184074,281948,312049,137192,193378,329735,380011,321908,357362,38825,24388
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,TRANSGENDER,74,0,0,0,0,20,20,35,56,68,60,68,10,6
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,ALL SEXES,275964,6940,37011,75051,116063,128665,56359,77665,133021,155508,130625,147118,17894,11139
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,MALE,136686,3553,19030,38531,59626,64723,27527,36929,62941,74506,61815,70696,9597,5954
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,FEMALE,139253,3387,17981,36520,56437,63932,28822,40721,70055,80977,68788,76400,8297,5185
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,TRANSGENDER,25,0,0,0,0,10,10,15,25,25,22,22,0,0
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,LAHOR TEHSIL,TOTAL,ALL SEXES,305782,7639,41788,85313,131416,144537,62532,86889,146986,169930,142886,160375,18970,12059
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,LAHOR TEHSIL,TOTAL,MALE,154603,3849,21230,43968,67912,73571,30771,42394,72013,84050,70422,79800,10120,6523
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,LAHOR TEHSIL,TOTAL,FEMALE,151162,3790,20558,41345,63504,70959,31754,44485,74957,85863,72449,80560,8850,5536
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,LAHOR TEHSIL,TOTAL,TRANSGENDER,17,0,0,0,0,7,7,10,16,17,15,15,0,0
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,LAHOR TEHSIL,RURAL,ALL SEXES,264463,6689,36407,74217,114142,125165,54001,75176,126949,146654,123437,138279,16142,10238
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,LAHOR TEHSIL,RURAL,MALE,134329,3376,18491,38308,59109,64001,26752,36934,62644,73025,61265,69249,8642,5564
