province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,175882,83.23,WALL,BAKED BRICKS/BLOCKS/STONES,183869,87.01,159591
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,175882,83.23,WALL,UNBAKED BRICKS/MUD,22906,10.84,13438
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,175882,83.23,WALL,WOOD/BAMBOO,2657,1.26,1417
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,175882,83.23,WALL,OTHERS,1896,0.9,1436
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,175882,83.23,ROOF,RCC/RBC,104539,49.47,93133
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,175882,83.23,ROOF,CEMENT/IRON SHEETS,15429,7.3,12213
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,175882,83.23,ROOF,GARDER/T.IRON,49715,23.53,42716
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,175882,83.23,ROOF,WOOD/BAMBOO,39220,18.56,25974
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,OWNED,175882,83.23,ROOF,OTHERS,2425,1.15,1846
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,19176,9.07,WALL,BAKED BRICKS/BLOCKS/STONES,183869,87.01,14979
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,19176,9.07,WALL,UNBAKED BRICKS/MUD,22906,10.84,3668
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,19176,9.07,WALL,WOOD/BAMBOO,2657,1.26,363
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,19176,9.07,WALL,OTHERS,1896,0.9,166
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,19176,9.07,ROOF,RCC/RBC,104539,49.47,7242
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,19176,9.07,ROOF,CEMENT/IRON SHEETS,15429,7.3,2165
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,19176,9.07,ROOF,GARDER/T.IRON,49715,23.53,4243
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,19176,9.07,ROOF,WOOD/BAMBOO,39220,18.56,5263
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENTED,19176,9.07,ROOF,OTHERS,2425,1.15,263
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,16270,7.7,WALL,BAKED BRICKS/BLOCKS/STONES,183869,87.01,9299
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,16270,7.7,WALL,UNBAKED BRICKS/MUD,22906,10.84,5800
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,16270,7.7,WALL,WOOD/BAMBOO,2657,1.26,877
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,16270,7.7,WALL,OTHERS,1896,0.9,294
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,16270,7.7,ROOF,RCC/RBC,104539,49.47,4164
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,16270,7.7,ROOF,CEMENT/IRON SHEETS,15429,7.3,1051
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,16270,7.7,ROOF,GARDER/T.IRON,49715,23.53,2756
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,16270,7.7,ROOF,WOOD/BAMBOO,39220,18.56,7983
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,TOTAL,RENT FREE,16270,7.7,ROOF,OTHERS,2425,1.15,316
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,146714,83.87,WALL,BAKED BRICKS/BLOCKS/STONES,151583,86.66,132644
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,146714,83.87,WALL,UNBAKED BRICKS/MUD,19454,11.12,11630
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,146714,83.87,WALL,WOOD/BAMBOO,2250,1.29,1202
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,146714,83.87,WALL,OTHERS,1634,0.93,1238
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,146714,83.87,ROOF,RCC/RBC,83538,47.76,74994
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,146714,83.87,ROOF,CEMENT/IRON SHEETS,12289,7.03,9553
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,146714,83.87,ROOF,GARDER/T.IRON,44045,25.18,38495
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,146714,83.87,ROOF,WOOD/BAMBOO,32892,18.8,22030
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,OWNED,146714,83.87,ROOF,OTHERS,2157,1.23,1642
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,13381,7.65,WALL,BAKED BRICKS/BLOCKS/STONES,151583,86.66,10421
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,13381,7.65,WALL,UNBAKED BRICKS/MUD,19454,11.12,2592
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,13381,7.65,WALL,WOOD/BAMBOO,2250,1.29,248
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,13381,7.65,WALL,OTHERS,1634,0.93,120
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,13381,7.65,ROOF,RCC/RBC,83538,47.76,4690
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,13381,7.65,ROOF,CEMENT/IRON SHEETS,12289,7.03,1726
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,13381,7.65,ROOF,GARDER/T.IRON,44045,25.18,3030
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,13381,7.65,ROOF,WOOD/BAMBOO,32892,18.8,3722
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENTED,13381,7.65,ROOF,OTHERS,2157,1.23,213
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,14826,8.48,WALL,BAKED BRICKS/BLOCKS/STONES,151583,86.66,8518
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,14826,8.48,WALL,UNBAKED BRICKS/MUD,19454,11.12,5232
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,14826,8.48,WALL,WOOD/BAMBOO,2250,1.29,800
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,14826,8.48,WALL,OTHERS,1634,0.93,276
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,14826,8.48,ROOF,RCC/RBC,83538,47.76,3854
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,14826,8.48,ROOF,CEMENT/IRON SHEETS,12289,7.03,1010
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,14826,8.48,ROOF,GARDER/T.IRON,44045,25.18,2520
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,14826,8.48,ROOF,WOOD/BAMBOO,32892,18.8,7140
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,RURAL,RENT FREE,14826,8.48,ROOF,OTHERS,2157,1.23,302
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,OWNED,29168,80.12,WALL,BAKED BRICKS/BLOCKS/STONES,32286,88.68,26947
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,OWNED,29168,80.12,WALL,UNBAKED BRICKS/MUD,3452,9.48,1808
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,OWNED,29168,80.12,WALL,WOOD/BAMBOO,407,1.12,215
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,OWNED,29168,80.12,WALL,OTHERS,262,0.72,198
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,OWNED,29168,80.12,ROOF,RCC/RBC,21001,57.68,18139
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,OWNED,29168,80.12,ROOF,CEMENT/IRON SHEETS,3140,8.62,2660
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,OWNED,29168,80.12,ROOF,GARDER/T.IRON,5670,15.57,4221
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,OWNED,29168,80.12,ROOF,WOOD/BAMBOO,6328,17.38,3944
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,OWNED,29168,80.12,ROOF,OTHERS,268,0.74,204
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,RENTED,5795,15.92,WALL,BAKED BRICKS/BLOCKS/STONES,32286,88.68,4558
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,RENTED,5795,15.92,WALL,UNBAKED BRICKS/MUD,3452,9.48,1076
KHYBER PAKTUNKHWA,015,SWABI DISTRICT,SWABI DISTRICT,URBAN,RENTED,5795,15.92,WALL,WOOD/BAMBOO,407,1.12,115
