province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,1,4481,1.08,104548,25.11,1150
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,1,61968,14.88,104548,25.11,16347
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,5-10 YEARS,1,152918,36.73,104548,25.11,39071
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,11-50 YEARS,1,190897,45.85,104548,25.11,46664
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OVER 50 YEARS,1,6073,1.46,104548,25.11,1316
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,2,4481,1.08,152315,36.58,1686
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,2,61968,14.88,152315,36.58,23450
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,5-10 YEARS,2,152918,36.73,152315,36.58,58662
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,11-50 YEARS,2,190897,45.85,152315,36.58,66498
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OVER 50 YEARS,2,6073,1.46,152315,36.58,2019
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3,4481,1.08,83816,20.13,890
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,3,61968,14.88,83816,20.13,11933
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,5-10 YEARS,3,152918,36.73,83816,20.13,30318
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,11-50 YEARS,3,190897,45.85,83816,20.13,39357
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OVER 50 YEARS,3,6073,1.46,83816,20.13,1318
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,4,4481,1.08,41463,9.96,375
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,4,61968,14.88,41463,9.96,5622
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,5-10 YEARS,4,152918,36.73,41463,9.96,14222
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,11-50 YEARS,4,190897,45.85,41463,9.96,20551
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OVER 50 YEARS,4,6073,1.46,41463,9.96,693
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,5,4481,1.08,16951,4.07,149
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,5,61968,14.88,16951,4.07,2192
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,5-10 YEARS,5,152918,36.73,16951,4.07,5346
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,11-50 YEARS,5,190897,45.85,16951,4.07,8913
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OVER 50 YEARS,5,6073,1.46,16951,4.07,351
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,6,4481,1.08,8659,2.08,90
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,6,61968,14.88,8659,2.08,1164
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,5-10 YEARS,6,152918,36.73,8659,2.08,2692
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,11-50 YEARS,6,190897,45.85,8659,2.08,4544
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OVER 50 YEARS,6,6073,1.46,8659,2.08,169
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,7,4481,1.08,3998,0.96,49
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,7,61968,14.88,3998,0.96,593
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,5-10 YEARS,7,152918,36.73,3998,0.96,1189
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,11-50 YEARS,7,190897,45.85,3998,0.96,2069
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OVER 50 YEARS,7,6073,1.46,3998,0.96,98
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,8,4481,1.08,2158,0.52,26
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,8,61968,14.88,2158,0.52,335
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,5-10 YEARS,8,152918,36.73,2158,0.52,669
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,11-50 YEARS,8,190897,45.85,2158,0.52,1073
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OVER 50 YEARS,8,6073,1.46,2158,0.52,55
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,4481,1.08,2429,0.58,66
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,61968,14.88,2429,0.58,332
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,152918,36.73,2429,0.58,749
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,190897,45.85,2429,0.58,1228
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,6073,1.46,2429,0.58,54
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,UNDER CONSTRUCTION,1,3637,1.08,86980,25.77,943
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,LESS THAN 5 YEARS,1,51839,15.36,86980,25.77,14167
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,5-10 YEARS,1,131904,39.08,86980,25.77,34686
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,11-50 YEARS,1,146203,43.32,86980,25.77,36400
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,OVER 50 YEARS,1,3924,1.16,86980,25.77,784
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,UNDER CONSTRUCTION,2,3637,1.08,127145,37.67,1420
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,LESS THAN 5 YEARS,2,51839,15.36,127145,37.67,20284
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,5-10 YEARS,2,131904,39.08,127145,37.67,51609
