province_name,district_code,district_name,area_name,area_type,gender,age_group,count
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,ALL AGES,15294
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,00 - 04,876
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,05 - 09,2238
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,10 - 14,2241
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,15 - 19,1996
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,20 - 24,1629
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,25 - 29,1296
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,30 - 34,986
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,35 - 39,897
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,40 - 44,717
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,45 - 49,532
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,50 - 54,509
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,55 - 59,363
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,60 - 64,332
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,65 - 69,249
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,70 - 74,198
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,235
