province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,1,416337,89.34,121608,26.09,104548
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,1,17833,3.83,121608,26.09,4416
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,1,31867,6.84,121608,26.09,12644
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,2,416337,89.34,172720,37.06,152315
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,2,17833,3.83,172720,37.06,7593
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,2,31867,6.84,172720,37.06,12812
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,3,416337,89.34,91685,19.67,83816
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,3,17833,3.83,91685,19.67,3734
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,3,31867,6.84,91685,19.67,4135
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,4,416337,89.34,44215,9.49,41463
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,4,17833,3.83,44215,9.49,1354
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,4,31867,6.84,44215,9.49,1398
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,5,416337,89.34,17825,3.82,16951
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,5,17833,3.83,17825,3.82,427
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,5,31867,6.84,17825,3.82,447
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,6,416337,89.34,8999,1.93,8659
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,6,17833,3.83,8999,1.93,159
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,6,31867,6.84,8999,1.93,181
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,7,416337,89.34,4237,0.91,3998
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,7,17833,3.83,4237,0.91,91
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,7,31867,6.84,4237,0.91,148
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,8,416337,89.34,2222,0.48,2158
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,8,17833,3.83,2222,0.48,26
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,8,31867,6.84,2222,0.48,38
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,9,416337,89.34,2526,0.54,2429
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,9,17833,3.83,2526,0.54,33
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,9,31867,6.84,2526,0.54,64
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,OWNED,1,337507,90.82,100007,26.91,86980
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENTED,1,5494,1.48,100007,26.91,1687
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENT FREE,1,28621,7.7,100007,26.91,11340
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,OWNED,2,337507,90.82,141216,38,127145
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENTED,2,5494,1.48,141216,38,2449
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENT FREE,2,28621,7.7,141216,38,11622
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,OWNED,3,337507,90.82,71139,19.14,66565
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENTED,3,5494,1.48,71139,19.14,881
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENT FREE,3,28621,7.7,71139,19.14,3693
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,OWNED,4,337507,90.82,33455,9,31931
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENTED,4,5494,1.48,33455,9,309
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENT FREE,4,28621,7.7,33455,9,1215
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,OWNED,5,337507,90.82,13073,3.52,12599
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENTED,5,5494,1.48,13073,3.52,88
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENT FREE,5,28621,7.7,13073,3.52,386
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,OWNED,6,337507,90.82,6333,1.7,6146
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENTED,6,5494,1.48,6333,1.7,35
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENT FREE,6,28621,7.7,6333,1.7,152
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,OWNED,7,337507,90.82,3039,0.82,2890
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENTED,7,5494,1.48,3039,0.82,22
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENT FREE,7,28621,7.7,3039,0.82,127
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,OWNED,8,337507,90.82,1544,0.42,1502
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENTED,8,5494,1.48,1544,0.42,9
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENT FREE,8,28621,7.7,1544,0.42,33
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,OWNED,9,337507,90.82,1816,0.49,1749
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENTED,9,5494,1.48,1816,0.49,14
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,RURAL,RENT FREE,9,28621,7.7,1816,0.49,53
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,OWNED,1,78830,83.49,21601,22.88,17568
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENTED,1,12339,13.07,21601,22.88,2729
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENT FREE,1,3246,3.44,21601,22.88,1304
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,OWNED,2,78830,83.49,31504,33.37,25170
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENTED,2,12339,13.07,31504,33.37,5144
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENT FREE,2,3246,3.44,31504,33.37,1190
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,OWNED,3,78830,83.49,20546,21.76,17251
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENTED,3,12339,13.07,20546,21.76,2853
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENT FREE,3,3246,3.44,20546,21.76,442
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,OWNED,4,78830,83.49,10760,11.4,9532
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENTED,4,12339,13.07,10760,11.4,1045
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENT FREE,4,3246,3.44,10760,11.4,183
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,OWNED,5,78830,83.49,4752,5.03,4352
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENTED,5,12339,13.07,4752,5.03,339
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENT FREE,5,3246,3.44,4752,5.03,61
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,OWNED,6,78830,83.49,2666,2.82,2513
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENTED,6,12339,13.07,2666,2.82,124
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENT FREE,6,3246,3.44,2666,2.82,29
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,OWNED,7,78830,83.49,1198,1.27,1108
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENTED,7,12339,13.07,1198,1.27,69
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENT FREE,7,3246,3.44,1198,1.27,21
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,OWNED,8,78830,83.49,678,0.72,656
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENTED,8,12339,13.07,678,0.72,17
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENT FREE,8,3246,3.44,678,0.72,5
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,OWNED,9,78830,83.49,710,0.75,680
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENTED,9,12339,13.07,710,0.75,19
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,URBAN,RENT FREE,9,3246,3.44,710,0.75,11
