province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,KITCHEN,SEPARATE,181055,38.85,165190
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,KITCHEN,SHARED,70429,15.11,65180
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,KITCHEN,NONE,214553,46.04,185967
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,BATH,SEPARATE,263150,56.47,239707
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,BATH,SHARED,117781,25.27,109031
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,BATH,NONE,85106,18.26,67599
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,LATRINE,SEWER,87878,18.86,75415
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,LATRINE,SEPTIC TANK,38464,8.25,36271
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,LATRINE,OPEN DRAIN,132781,28.49,120625
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,LATRINE,PIT WITH SLAB,126312,27.1,118865
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,LATRINE,OTHER,9458,2.03,8247
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,OWNED,416337,89.34,LATRINE,NONE,71144,15.27,56914
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,KITCHEN,SEPARATE,181055,38.85,9557
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,KITCHEN,SHARED,70429,15.11,2245
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,KITCHEN,NONE,214553,46.04,6031
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,BATH,SEPARATE,263150,56.47,13099
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,BATH,SHARED,117781,25.27,3609
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,BATH,NONE,85106,18.26,1125
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,LATRINE,SEWER,87878,18.86,9285
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,LATRINE,SEPTIC TANK,38464,8.25,765
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,LATRINE,OPEN DRAIN,132781,28.49,4742
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,LATRINE,PIT WITH SLAB,126312,27.1,2121
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,LATRINE,OTHER,9458,2.03,162
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENTED,17833,3.83,LATRINE,NONE,71144,15.27,758
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,31867,6.84,KITCHEN,SEPARATE,181055,38.85,6308
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,31867,6.84,KITCHEN,SHARED,70429,15.11,3004
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,31867,6.84,KITCHEN,NONE,214553,46.04,22555
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,31867,6.84,BATH,SEPARATE,263150,56.47,10344
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,31867,6.84,BATH,SHARED,117781,25.27,5141
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,RENT FREE,31867,6.84,BATH,NONE,85106,18.26,16382
