province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,1 PERSON,1,8738,1.87,1.81,121608,26.09,4.83,4724
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,2 PERSONS,1,31078,6.67,1.78,121608,26.09,4.83,15720
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,3 PERSONS,1,40824,8.76,1.95,121608,26.09,4.83,16998
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,4 PERSONS,1,56944,12.22,2.09,121608,26.09,4.83,19898
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,5 PERSONS,1,72338,15.52,2.24,121608,26.09,4.83,20768
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,6 PERSONS,1,72842,15.63,2.35,121608,26.09,4.83,17609
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,7 PERSONS,1,57747,12.39,2.48,121608,26.09,4.83,11709
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,8 PERSONS,1,41627,8.93,2.64,121608,26.09,4.83,6883
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,9 PERSONS,1,27429,5.89,2.8,121608,26.09,4.83,3483
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,56470,12.12,3.52,121608,26.09,4.83,3816
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,1 PERSON,2,8738,1.87,1.81,172720,37.06,5.92,2351
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,2 PERSONS,2,31078,6.67,1.78,172720,37.06,5.92,10290
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,3 PERSONS,2,40824,8.76,1.95,172720,37.06,5.92,14998
PUNJAB,072,KHANEWAL DISTRICT,KHANEWAL DISTRICT,TOTAL,4 PERSONS,2,56944,12.22,2.09,172720,37.06,5.92,22264
