province_name,district_code,district_name,area_name,area_type,gender,religious_affiliation,count
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,TRANSGENDER,TOTAL,35
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,TRANSGENDER,MUSLIM,35
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,TRANSGENDER,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,TRANSGENDER,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,TRANSGENDER,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,TRANSGENDER,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,TRANSGENDER,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,ALL SEXES,TOTAL,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,ALL SEXES,MUSLIM,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,ALL SEXES,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,ALL SEXES,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,ALL SEXES,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,ALL SEXES,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,ALL SEXES,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,MALE,TOTAL,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,MALE,MUSLIM,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,MALE,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,MALE,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,MALE,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,MALE,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,MALE,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,FEMALE,TOTAL,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,FEMALE,MUSLIM,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,FEMALE,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,FEMALE,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,FEMALE,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,FEMALE,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,FEMALE,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,TRANSGENDER,TOTAL,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,TRANSGENDER,MUSLIM,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,TRANSGENDER,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,TRANSGENDER,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,TRANSGENDER,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,TRANSGENDER,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,TRANSGENDER,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,ALL SEXES,TOTAL,180502
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,ALL SEXES,MUSLIM,180494
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,ALL SEXES,CHRISTIAN,1
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,ALL SEXES,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,ALL SEXES,AHMADI,7
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,ALL SEXES,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,ALL SEXES,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,MALE,TOTAL,90363
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,MALE,MUSLIM,90361
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,MALE,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,MALE,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,MALE,AHMADI,2
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,MALE,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,MALE,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,FEMALE,TOTAL,90127
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,FEMALE,MUSLIM,90121
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,FEMALE,CHRISTIAN,1
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,FEMALE,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,FEMALE,AHMADI,5
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,FEMALE,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,FEMALE,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,TRANSGENDER,TOTAL,12
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,TRANSGENDER,MUSLIM,12
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,TRANSGENDER,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,TRANSGENDER,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,TRANSGENDER,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,TRANSGENDER,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,TOTAL,TRANSGENDER,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,ALL SEXES,TOTAL,180502
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,ALL SEXES,MUSLIM,180494
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,ALL SEXES,CHRISTIAN,1
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,ALL SEXES,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,ALL SEXES,AHMADI,7
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,ALL SEXES,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,ALL SEXES,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,MALE,TOTAL,90363
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,MALE,MUSLIM,90361
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,MALE,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,MALE,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,MALE,AHMADI,2
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,MALE,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,MALE,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,FEMALE,TOTAL,90127
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,FEMALE,MUSLIM,90121
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,FEMALE,CHRISTIAN,1
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,FEMALE,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,FEMALE,AHMADI,5
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,FEMALE,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,FEMALE,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,TRANSGENDER,TOTAL,12
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,TRANSGENDER,MUSLIM,12
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,TRANSGENDER,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,TRANSGENDER,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,TRANSGENDER,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,TRANSGENDER,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,RURAL,TRANSGENDER,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,ALL SEXES,TOTAL,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,ALL SEXES,MUSLIM,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,ALL SEXES,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,ALL SEXES,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,ALL SEXES,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,ALL SEXES,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,ALL SEXES,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,MALE,TOTAL,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,MALE,MUSLIM,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,MALE,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,MALE,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,MALE,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,MALE,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,MALE,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,FEMALE,TOTAL,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,FEMALE,MUSLIM,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,FEMALE,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,FEMALE,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,FEMALE,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,FEMALE,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,FEMALE,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,TRANSGENDER,TOTAL,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,TRANSGENDER,MUSLIM,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,TRANSGENDER,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,TRANSGENDER,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,TRANSGENDER,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,TRANSGENDER,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,TRANSGENDER,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,ALL SEXES,TOTAL,296247
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,ALL SEXES,MUSLIM,296094
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,ALL SEXES,CHRISTIAN,44
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,ALL SEXES,HINDU,88
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,ALL SEXES,AHMADI,19
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,ALL SEXES,SCHEDULED CASTES,2
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,ALL SEXES,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,MALE,TOTAL,148039
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,MALE,MUSLIM,147958
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,MALE,CHRISTIAN,26
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,MALE,HINDU,46
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,MALE,AHMADI,8
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,MALE,SCHEDULED CASTES,1
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,MALE,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,FEMALE,TOTAL,148185
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,FEMALE,MUSLIM,148113
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,FEMALE,CHRISTIAN,18
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,FEMALE,HINDU,42
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,FEMALE,AHMADI,11
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,FEMALE,SCHEDULED CASTES,1
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,FEMALE,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,TRANSGENDER,TOTAL,23
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,TRANSGENDER,MUSLIM,23
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,TRANSGENDER,CHRISTIAN,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,TRANSGENDER,HINDU,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,TRANSGENDER,AHMADI,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,TRANSGENDER,SCHEDULED CASTES,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,TOTAL,TRANSGENDER,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,ALL SEXES,TOTAL,296247
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,ALL SEXES,MUSLIM,296094
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,ALL SEXES,CHRISTIAN,44
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,ALL SEXES,HINDU,88
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,ALL SEXES,AHMADI,19
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,ALL SEXES,SCHEDULED CASTES,2
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,ALL SEXES,OTHERS,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,MALE,TOTAL,148039
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,MALE,MUSLIM,147958
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,MALE,CHRISTIAN,26
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,MALE,HINDU,46
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,MALE,AHMADI,8
