province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,INSIDE WATER,TAP,29848,54.3,937
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,INSIDE WATER,ELECTRIC/HAND PUMP,1178,2.14,15
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,INSIDE WATER,PROTECTED WELL,1012,1.84,14
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,INSIDE WATER,UN-PROTECTED WELL,590,1.07,9
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,INSIDE WATER,OTHERS,3052,5.55,43
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,OUTSIDE WATER,TAP,8326,15.15,152
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,OUTSIDE WATER,ELECTRIC/HAND PUMP,1014,1.84,12
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,OUTSIDE WATER,PROTECTED WELL,1022,1.86,10
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,OUTSIDE WATER,UN-PROTECTED WELL,1328,2.42,18
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,OUTSIDE WATER,SPRING,5742,10.45,156
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,OUTSIDE WATER,CANAL/RIVER/POND,921,1.68,14
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,OUTSIDE WATER,OTHERS,936,1.7,18
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,COOKING FUEL,WOOD,54239,98.67,1375
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,COOKING FUEL,GAS,380,0.69,13
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,COOKING FUEL,KEROSENE OIL,26,0.05,1
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,COOKING FUEL,OTHERS,324,0.59,9
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,LIGHTING SOURCE,ELECTRICITY,34874,63.44,1086
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,LIGHTING SOURCE,KEROSENE OIL,601,1.09,4
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,LIGHTING SOURCE,GAS LAMP,183,0.33,3
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,UNDER CONSTRUCTION,1398,2.54,LIGHTING SOURCE,OTHERS,19311,35.13,305
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,INSIDE WATER,TAP,29848,54.3,2376
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,INSIDE WATER,ELECTRIC/HAND PUMP,1178,2.14,69
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,INSIDE WATER,PROTECTED WELL,1012,1.84,81
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,INSIDE WATER,UN-PROTECTED WELL,590,1.07,82
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,INSIDE WATER,OTHERS,3052,5.55,138
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,OUTSIDE WATER,TAP,8326,15.15,674
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,OUTSIDE WATER,ELECTRIC/HAND PUMP,1014,1.84,54
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,OUTSIDE WATER,PROTECTED WELL,1022,1.86,90
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,OUTSIDE WATER,UN-PROTECTED WELL,1328,2.42,89
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,OUTSIDE WATER,SPRING,5742,10.45,508
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,OUTSIDE WATER,CANAL/RIVER/POND,921,1.68,138
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,OUTSIDE WATER,OTHERS,936,1.7,70
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,COOKING FUEL,WOOD,54239,98.67,4272
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,COOKING FUEL,GAS,380,0.69,48
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,COOKING FUEL,KEROSENE OIL,26,0.05,3
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,COOKING FUEL,OTHERS,324,0.59,46
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,LIGHTING SOURCE,ELECTRICITY,34874,63.44,2619
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,LIGHTING SOURCE,KEROSENE OIL,601,1.09,38
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,LIGHTING SOURCE,GAS LAMP,183,0.33,11
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,LESS THAN 5 YEARS,4369,7.95,LIGHTING SOURCE,OTHERS,19311,35.13,1701
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,5-10 YEARS,29816,54.24,INSIDE WATER,TAP,29848,54.3,15679
