province_name,district_code,district_name,area_name,area_type,gender_type,total_by_gender,percent_by_gender,housing_type,total_by_housing_type,percent_by_housing_type,count
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,ALL SEXES,476749,100,REGULAR,68807,99.66,473505
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,ALL SEXES,476749,100,INSTITUTIONAL,223,0.32,3218
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,ALL SEXES,476749,100,HOMELESS,10,0.01,26
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,ALL SEXES,476749,100,TOTAL,69040,100,476749
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,MALE,238402,50.01,REGULAR,68807,99.66,236147
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,MALE,238402,50.01,INSTITUTIONAL,223,0.32,2237
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,MALE,238402,50.01,HOMELESS,10,0.01,18
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,MALE,238402,50.01,TOTAL,69040,100,238402
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,FEMALE,238312,49.99,REGULAR,68807,99.66,237325
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,FEMALE,238312,49.99,INSTITUTIONAL,223,0.32,979
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,FEMALE,238312,49.99,HOMELESS,10,0.01,8
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,FEMALE,238312,49.99,TOTAL,69040,100,238312
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,TRANSGENDER,35,0.01,REGULAR,68807,99.66,33
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,TRANSGENDER,35,0.01,INSTITUTIONAL,223,0.32,2
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,TRANSGENDER,35,0.01,HOMELESS,10,0.01,0
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,TOTAL,TRANSGENDER,35,0.01,TOTAL,69040,100,35
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,ALL SEXES,476749,100,REGULAR,68807,99.66,473505
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,ALL SEXES,476749,100,INSTITUTIONAL,223,0.32,3218
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,ALL SEXES,476749,100,HOMELESS,10,0.01,26
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,ALL SEXES,476749,100,TOTAL,69040,100,476749
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,MALE,238402,50.01,REGULAR,68807,99.66,236147
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,MALE,238402,50.01,INSTITUTIONAL,223,0.32,2237
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,MALE,238402,50.01,HOMELESS,10,0.01,18
KHYBER PAKTUNKHWA,006,BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,MALE,238402,50.01,TOTAL,69040,100,238402
