province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,4502,1613506,833235,780089,182,106.81,358.4,30.36,5.38,1102584,2.02
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,RURAL,NA,1123696,580714,542872,110,106.97,NA,NA,5.29,820225,1.67
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,URBAN,NA,489810,252521,237217,72,106.45,NA,NA,5.6,282359,2.94
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,TOTAL,2210,477993,247101,230853,39,107.04,216.29,19.53,5.53,304625,2.39
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,RURAL,NA,384652,198949,185677,26,107.15,NA,NA,5.52,276514,1.75
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,URBAN,NA,93341,48152,45176,13,106.59,NA,NA,5.55,28111,6.51
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,KAZI AHMED TALUKA,TOTAL,972,348944,181060,167843,41,107.87,359,14.7,5.28,246797,1.84
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,KAZI AHMED TALUKA,RURAL,NA,297638,154613,142995,30,108.12,NA,NA,5.27,208849,1.88
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,KAZI AHMED TALUKA,URBAN,NA,51306,26447,24848,11,106.44,NA,NA,5.35,37948,1.6
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,NAWABSHAH TALUKA,TOTAL,435,413402,213314,200022,66,106.65,950.35,67.57,5.58,281302,2.04
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,NAWABSHAH TALUKA,RURAL,NA,134064,69403,64637,24,107.37,NA,NA,5.21,92058,1.99
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,NAWABSHAH TALUKA,URBAN,NA,279338,143911,135385,42,106.3,NA,NA,5.78,189244,2.07
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SAKRAND TALUKA,TOTAL,885,373167,191760,181371,36,105.73,421.66,17.64,5.1,269860,1.72
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SAKRAND TALUKA,RURAL,NA,307342,157749,149563,30,105.47,NA,NA,5.09,242804,1.25
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SAKRAND TALUKA,URBAN,NA,65825,34011,31808,6,106.93,NA,NA,5.16,27056,4.78
