province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,NA,NA,NA,YES,SHAHEED BENAZIRABAD DISTRICT,85593,64414,8409,12770,78732,78984,59894,75369,77854,78051,5.6
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,NA,NA,YES,DAUR TALUKA,16592,9445,1898,5249,14031,14082,6858,11563,12711,12818,5.55
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,BANDHI TC,NA,YES,BANDHI TC,5756,3136,692,1928,4629,5008,1697,3999,4086,4077,5.52
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,BANDHI TC,CHARGE NO 03,YES,CHARGE NO 03,5756,3136,692,1928,4629,5008,1697,3999,4086,4077,5.52
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,BANDHI TC,CHARGE NO 03,NO,CIRCLE NO 01,2254,1580,370,304,2198,2120,1526,2149,2201,2206,5.62
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,BANDHI TC,CHARGE NO 03,NO,CIRCLE NO 02,2570,1160,204,1206,1527,2029,121,1196,1217,1203,5.32
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,BANDHI TC,CHARGE NO 03,NO,CIRCLE NO 03,932,396,118,418,904,859,50,654,668,668,5.86
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,BUCHERY TC,NA,YES,BUCHERY TC,2853,1334,194,1325,2758,2642,782,1711,2031,1859,5.55
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,BUCHERY TC,CHARGE NO 06,YES,CHARGE NO 06,2853,1334,194,1325,2758,2642,782,1711,2031,1859,5.55
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,BUCHERY TC,CHARGE NO 06,NO,CIRCLE NO 01,2853,1334,194,1325,2758,2642,782,1711,2031,1859,5.55
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,DAUR TC,NA,YES,DAUR TC,4987,3768,571,648,4636,4650,3428,3816,4463,4598,5.6
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,DAUR TC,CHARGE NO 04,YES,CHARGE NO 04,4987,3768,571,648,4636,4650,3428,3816,4463,4598,5.6
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,DAUR TC,CHARGE NO 04,NO,CIRCLE NO 01,1513,1299,156,58,1420,1499,1168,1173,1490,1499,5.65
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,DAUR TC,CHARGE NO 04,NO,CIRCLE NO 02,1546,1176,145,225,1435,1448,1073,1128,1377,1482,5.42
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,DAUR TC,CHARGE NO 04,NO,CIRCLE NO 03,1928,1293,270,365,1781,1703,1187,1515,1596,1617,5.7
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,JAM SAHIB TC,NA,YES,JAM SAHIB TC,2996,1207,441,1348,2008,1782,951,2037,2131,2284,5.53
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,JAM SAHIB TC,CHARGE NO 05,YES,CHARGE NO 05,2996,1207,441,1348,2008,1782,951,2037,2131,2284,5.53
