province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,1 PERSON,1,8576,2.9,1.28,203039,68.74,4.87,7319
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,2 PERSONS,1,38665,13.09,1.28,203039,68.74,4.87,32298
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,3 PERSONS,1,38071,12.89,1.34,203039,68.74,4.87,30289
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,4 PERSONS,1,41260,13.97,1.41,203039,68.74,4.87,30860
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,5 PERSONS,1,40693,13.78,1.49,203039,68.74,4.87,28367
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,6 PERSONS,1,37675,12.75,1.54,203039,68.74,4.87,24731
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,7 PERSONS,1,30094,10.19,1.59,203039,68.74,4.87,18810
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,8 PERSONS,1,22150,7.5,1.65,203039,68.74,4.87,12931
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,9 PERSONS,1,14754,4.99,1.73,203039,68.74,4.87,7940
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,23443,7.94,2.11,203039,68.74,4.87,9494
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,1 PERSON,2,8576,2.9,1.28,62647,21.21,6.26,776
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,2 PERSONS,2,38665,13.09,1.28,62647,21.21,6.26,4390
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,3 PERSONS,2,38071,12.89,1.34,62647,21.21,6.26,5465
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,4 PERSONS,2,41260,13.97,1.41,62647,21.21,6.26,7300
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,5 PERSONS,2,40693,13.78,1.49,62647,21.21,6.26,8686
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,6 PERSONS,2,37675,12.75,1.54,62647,21.21,6.26,9153
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,7 PERSONS,2,30094,10.19,1.59,62647,21.21,6.26,8022
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,8 PERSONS,2,22150,7.5,1.65,62647,21.21,6.26,6399
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,9 PERSONS,2,14754,4.99,1.73,62647,21.21,6.26,4683
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,23443,7.94,2.11,62647,21.21,6.26,7773
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,1 PERSON,3,8576,2.9,1.28,16220,5.49,6.94,237
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,2 PERSONS,3,38665,13.09,1.28,16220,5.49,6.94,983
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,3 PERSONS,3,38071,12.89,1.34,16220,5.49,6.94,1226
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,4 PERSONS,3,41260,13.97,1.41,16220,5.49,6.94,1643
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,5 PERSONS,3,40693,13.78,1.49,16220,5.49,6.94,1965
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,6 PERSONS,3,37675,12.75,1.54,16220,5.49,6.94,2177
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,7 PERSONS,3,30094,10.19,1.59,16220,5.49,6.94,1842
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,8 PERSONS,3,22150,7.5,1.65,16220,5.49,6.94,1704
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,9 PERSONS,3,14754,4.99,1.73,16220,5.49,6.94,1240
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,23443,7.94,2.11,16220,5.49,6.94,3203
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,1 PERSON,4,8576,2.9,1.28,6623,2.24,7.47,94
SINDH,103,SHAHEED BENAZIRABAD DISTRICT,SHAHEED BENAZIRABAD DISTRICT,TOTAL,2 PERSONS,4,38665,13.09,1.28,6623,2.24,7.47,387
