province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,RCC/RBC,136594,81.87,BAKED BRICKS/BLOCKS/STONES,3116,1.87,2485
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,RCC/RBC,136594,81.87,UNBAKED BRICKS/MUD,176,0.11,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,RCC/RBC,136594,81.87,WOOD/BAMBOO,41,0.02,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,RCC/RBC,136594,81.87,OTHERS,119,0.07,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,RCC/RBC,136594,81.87,BAKED BRICKS/BLOCKS/STONES,34231,20.52,31087
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,RCC/RBC,136594,81.87,UNBAKED BRICKS/MUD,631,0.38,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,RCC/RBC,136594,81.87,WOOD/BAMBOO,177,0.11,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,RCC/RBC,136594,81.87,OTHERS,555,0.33,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5 - 10 YEARS,RCC/RBC,136594,81.87,BAKED BRICKS/BLOCKS/STONES,42492,25.47,37313
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5 - 10 YEARS,RCC/RBC,136594,81.87,UNBAKED BRICKS/MUD,630,0.38,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5 - 10 YEARS,RCC/RBC,136594,81.87,WOOD/BAMBOO,161,0.1,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5 - 10 YEARS,RCC/RBC,136594,81.87,OTHERS,639,0.38,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11 - 50 YEARS,RCC/RBC,136594,81.87,BAKED BRICKS/BLOCKS/STONES,77414,46.4,63551
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11 - 50 YEARS,RCC/RBC,136594,81.87,UNBAKED BRICKS/MUD,1280,0.77,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11 - 50 YEARS,RCC/RBC,136594,81.87,WOOD/BAMBOO,164,0.1,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11 - 50 YEARS,RCC/RBC,136594,81.87,OTHERS,813,0.49,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,RCC/RBC,136594,81.87,BAKED BRICKS/BLOCKS/STONES,3994,2.39,2158
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,RCC/RBC,136594,81.87,UNBAKED BRICKS/MUD,131,0.08,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,RCC/RBC,136594,81.87,WOOD/BAMBOO,11,0.01,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,RCC/RBC,136594,81.87,OTHERS,62,0.04,0
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,7843,4.7,BAKED BRICKS/BLOCKS/STONES,3116,1.87,183
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,7843,4.7,UNBAKED BRICKS/MUD,176,0.11,120
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,7843,4.7,WOOD/BAMBOO,41,0.02,1
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,7843,4.7,OTHERS,119,0.07,4
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,7843,4.7,BAKED BRICKS/BLOCKS/STONES,34231,20.52,1339
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,7843,4.7,UNBAKED BRICKS/MUD,631,0.38,266
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,7843,4.7,WOOD/BAMBOO,177,0.11,14
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,7843,4.7,OTHERS,555,0.33,4
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,7843,4.7,BAKED BRICKS/BLOCKS/STONES,42492,25.47,1684
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,7843,4.7,UNBAKED BRICKS/MUD,630,0.38,293
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,7843,4.7,WOOD/BAMBOO,161,0.1,7
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,7843,4.7,OTHERS,639,0.38,7
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,7843,4.7,BAKED BRICKS/BLOCKS/STONES,77414,46.4,3278
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,7843,4.7,UNBAKED BRICKS/MUD,1280,0.77,382
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,7843,4.7,WOOD/BAMBOO,164,0.1,6
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,7843,4.7,OTHERS,813,0.49,4
