province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up,area_acre
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD DISTRICT,NA,NA,NA,YES,ISLAMABAD DISTRICT,NA,994365,516723,477518,124,81.85,87.19,76.04,51.61,134330,104730,27,113458,85707,19,62017,55237,9,958669,35696,749897,589947,58893,231590,545699,129900
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD DISTRICT,ISLAMABAD TEHSIL,NA,NA,YES,ISLAMABAD TEHSIL,NA,994365,516723,477518,124,81.85,87.19,76.04,51.61,134330,104730,27,113458,85707,19,62017,55237,9,958669,35696,749897,589947,58893,231590,545699,129900
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD DISTRICT,ISLAMABAD TEHSIL,SIHALA QH,NA,YES,SIHALA QH,NA,371779,191170,180576,33,84.59,89.17,79.74,69.7,47211,37416,8,41624,34482,6,32373,29425,5,366997,4782,286328,229200,27551,91831,216226,61252
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD DISTRICT,ISLAMABAD TEHSIL,SIHALA QH,BHANGRIL KALAN PC,YES,BHANGRIL KALAN PC,NA,5244,2707,2537,0,81.28,87.73,74.45,0,923,665,0,534,418,0,96,122,0,5226,18,3936,3064,331,1020,2843,989
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD DISTRICT,ISLAMABAD TEHSIL,SIHALA QH,BHANGRIL KALAN PC,NO,BHANGRIL KALAN,252,1815,986,829,0,81.44,86.06,75.72,0,335,223,0,219,145,0,47,60,0,1813,2,1401,1120,120,546,1026,374
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD DISTRICT,ISLAMABAD TEHSIL,SIHALA QH,BHANGRIL KALAN PC,NO,BHANGRIL KHURD,351,1083,543,540,0,82.79,90.13,76.05,0,192,160,0,127,119,0,17,21,0,1074,9,825,648,64,236,614,206
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD DISTRICT,ISLAMABAD TEHSIL,SIHALA QH,BHANGRIL KALAN PC,NO,KORTANA,350,1861,938,923,0,80.36,88.06,72.59,0,318,217,0,124,110,0,24,23,0,1861,0,1334,1005,110,97,930,339
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD DISTRICT,ISLAMABAD TEHSIL,SIHALA QH,BHANGRIL KALAN PC,NO,TAKHT PARI,353,485,240,245,0,80.59,88.46,73.2,0,78,65,0,64,44,0,8,18,0,478,7,376,291,37,141,273,70
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD DISTRICT,ISLAMABAD TEHSIL,SIHALA QH,BHIMBAR TARAR PC,YES,BHIMBAR TARAR PC,NA,6817,3444,3372,1,80.56,89.59,71.8,0,1358,1097,0,521,384,0,46,63,0,6808,9,5108,3901,575,717,3591,3088
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD DISTRICT,ISLAMABAD TEHSIL,SIHALA QH,BHIMBAR TARAR PC,NO,BHIMBAR TARAR,240,4258,2155,2103,0,83.43,92.63,74.49,0,917,736,0,398,287,0,39,44,0,4249,9,3193,2449,384,88,2295,2096
