province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,ALL SEXES,2003368,42606,235270,471197,716791,839916,396733,578581,1068416,1251528,1096594,1207031,120153,73387
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,MALE,1052328,21845,121250,243234,372563,443958,212580,304529,559370,659724,576650,637162,65705,39976
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,FEMALE,950760,20761,114020,227963,344219,395871,184066,273921,508807,591540,519714,569622,54430,33395
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,TOTAL,TRANSGENDER,280,0,0,0,9,87,87,131,239,264,230,247,18,16
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,RURAL,ALL SEXES,994365,22578,122697,244468,365696,414477,189997,280410,523654,611746,535808,589947,58893,35442
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,RURAL,MALE,516723,11616,63212,125926,189515,217164,100426,144742,270111,317309,276673,306542,32377,19464
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,RURAL,FEMALE,477518,10962,59485,118542,176177,197286,89544,135626,253438,294321,259030,283292,26507,15970
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,RURAL,TRANSGENDER,124,0,0,0,4,27,27,42,105,116,105,113,9,8
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,URBAN,ALL SEXES,1009003,20028,112573,226729,351095,425439,206736,298171,544762,639782,560786,617084,61260,37945
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,URBAN,MALE,535605,10229,58038,117308,183048,226794,112154,159787,289259,342415,299977,330620,33328,20512
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,URBAN,FEMALE,473242,9799,54535,109421,168042,198585,94522,138295,255369,297219,260684,286330,27923,17425
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD DISTRICT,URBAN,TRANSGENDER,156,0,0,0,5,60,60,89,134,148,125,134,9,8
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,TOTAL,ALL SEXES,2003368,42606,235270,471197,716791,839916,396733,578581,1068416,1251528,1096594,1207031,120153,73387
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,TOTAL,MALE,1052328,21845,121250,243234,372563,443958,212580,304529,559370,659724,576650,637162,65705,39976
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,TOTAL,FEMALE,950760,20761,114020,227963,344219,395871,184066,273921,508807,591540,519714,569622,54430,33395
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,TOTAL,TRANSGENDER,280,0,0,0,9,87,87,131,239,264,230,247,18,16
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,RURAL,ALL SEXES,994365,22578,122697,244468,365696,414477,189997,280410,523654,611746,535808,589947,58893,35442
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,RURAL,MALE,516723,11616,63212,125926,189515,217164,100426,144742,270111,317309,276673,306542,32377,19464
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,RURAL,FEMALE,477518,10962,59485,118542,176177,197286,89544,135626,253438,294321,259030,283292,26507,15970
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,RURAL,TRANSGENDER,124,0,0,0,4,27,27,42,105,116,105,113,9,8
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,URBAN,ALL SEXES,1009003,20028,112573,226729,351095,425439,206736,298171,544762,639782,560786,617084,61260,37945
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,URBAN,MALE,535605,10229,58038,117308,183048,226794,112154,159787,289259,342415,299977,330620,33328,20512
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,URBAN,FEMALE,473242,9799,54535,109421,168042,198585,94522,138295,255369,297219,260684,286330,27923,17425
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD TEHSIL,URBAN,TRANSGENDER,156,0,0,0,5,60,60,89,134,148,125,134,9,8
