province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,1,3452,2.07,9026,5.41,297
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,1,35594,21.33,9026,5.41,1837
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5-10 YEARS,1,43922,26.33,9026,5.41,2116
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11-50 YEARS,1,79671,47.75,9026,5.41,4516
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,1,4198,2.52,9026,5.41,260
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,2,3452,2.07,30678,18.39,700
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,2,35594,21.33,30678,18.39,5700
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5-10 YEARS,2,43922,26.33,30678,18.39,8010
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11-50 YEARS,2,79671,47.75,30678,18.39,15379
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,2,4198,2.52,30678,18.39,889
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,3,3452,2.07,49466,29.65,1071
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,3,35594,21.33,49466,29.65,11718
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5-10 YEARS,3,43922,26.33,49466,29.65,14198
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11-50 YEARS,3,79671,47.75,49466,29.65,21433
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,3,4198,2.52,49466,29.65,1046
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,4,3452,2.07,31887,19.11,546
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,4,35594,21.33,31887,19.11,6886
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5-10 YEARS,4,43922,26.33,31887,19.11,8322
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11-50 YEARS,4,79671,47.75,31887,19.11,15353
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,4,4198,2.52,31887,19.11,780
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,5,3452,2.07,16171,9.69,323
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,5,35594,21.33,16171,9.69,3078
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5-10 YEARS,5,43922,26.33,16171,9.69,4044
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11-50 YEARS,5,79671,47.75,16171,9.69,8290
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,5,4198,2.52,16171,9.69,436
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,6,3452,2.07,13497,8.09,243
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,6,35594,21.33,13497,8.09,3090
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5-10 YEARS,6,43922,26.33,13497,8.09,3304
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11-50 YEARS,6,79671,47.75,13497,8.09,6557
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,6,4198,2.52,13497,8.09,303
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,7,3452,2.07,5304,3.18,101
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,7,35594,21.33,5304,3.18,1050
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5-10 YEARS,7,43922,26.33,5304,3.18,1173
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11-50 YEARS,7,79671,47.75,5304,3.18,2845
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,7,4198,2.52,5304,3.18,135
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,8,3452,2.07,4425,2.65,66
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,8,35594,21.33,4425,2.65,970
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5-10 YEARS,8,43922,26.33,4425,2.65,1150
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,11-50 YEARS,8,79671,47.75,4425,2.65,2120
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,OVER 50 YEARS,8,4198,2.52,4425,2.65,119
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,UNDER CONSTRUCTION,9 AND MORE,3452,2.07,6383,3.83,105
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,LESS THAN 5 YEARS,9 AND MORE,35594,21.33,6383,3.83,1265
