province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,1 PERSON,1,13537,4.08,2.53,36122,10.88,4.17,5193
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,2 PERSONS,1,21817,6.57,2.69,36122,10.88,4.17,5054
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,3 PERSONS,1,30205,9.09,2.84,36122,10.88,4.17,5133
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,4 PERSONS,1,47211,14.21,2.99,36122,10.88,4.17,5848
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5 PERSONS,1,59207,17.83,3.13,36122,10.88,4.17,5516
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,6 PERSONS,1,52010,15.66,3.23,36122,10.88,4.17,4047
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,7 PERSONS,1,35493,10.69,3.37,36122,10.88,4.17,2384
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,8 PERSONS,1,22475,6.77,3.55,36122,10.88,4.17,1230
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,9 PERSONS,1,14809,4.46,3.74,36122,10.88,4.17,653
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,10 PERSONS AND ABOVE,1,35381,10.65,4.38,36122,10.88,4.17,1064
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,1 PERSON,2,13537,4.08,2.53,85263,25.67,5.31,3011
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,2 PERSONS,2,21817,6.57,2.69,85263,25.67,5.31,6617
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,3 PERSONS,2,30205,9.09,2.84,85263,25.67,5.31,9133
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,4 PERSONS,2,47211,14.21,2.99,85263,25.67,5.31,14003
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,5 PERSONS,2,59207,17.83,3.13,85263,25.67,5.31,16573
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,6 PERSONS,2,52010,15.66,3.23,85263,25.67,5.31,13791
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,7 PERSONS,2,35493,10.69,3.37,85263,25.67,5.31,8994
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,8 PERSONS,2,22475,6.77,3.55,85263,25.67,5.31,5242
ISLAMABAD CAPITAL TERRITORY,135,ISLAMABAD,ISLAMABAD,TOTAL,9 PERSONS,2,14809,4.46,3.74,85263,25.67,5.31,3022
