province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,4014,97.93,WALL,BAKED BRICKS/BLOCKS/STONES,854,20.83,817
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,4014,97.93,WALL,UNBAKED BRICKS/MUD,1981,48.33,1955
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,4014,97.93,WALL,WOOD/BAMBOO,260,6.34,246
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,4014,97.93,WALL,OTHERS,1004,24.49,996
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,4014,97.93,ROOF,RCC/RBC,47,1.15,35
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,4014,97.93,ROOF,CEMENT/IRON SHEETS,76,1.85,74
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,4014,97.93,ROOF,GARDER/T.IRON,799,19.49,778
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,4014,97.93,ROOF,WOOD/BAMBOO,2166,52.84,2125
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,4014,97.93,ROOF,OTHERS,1011,24.66,1002
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,7,0.17,WALL,BAKED BRICKS/BLOCKS/STONES,854,20.83,0
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,7,0.17,WALL,UNBAKED BRICKS/MUD,1981,48.33,6
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,7,0.17,WALL,WOOD/BAMBOO,260,6.34,1
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,7,0.17,WALL,OTHERS,1004,24.49,0
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,7,0.17,ROOF,RCC/RBC,47,1.15,0
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,7,0.17,ROOF,CEMENT/IRON SHEETS,76,1.85,0
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,7,0.17,ROOF,GARDER/T.IRON,799,19.49,3
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,7,0.17,ROOF,WOOD/BAMBOO,2166,52.84,4
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,7,0.17,ROOF,OTHERS,1011,24.66,0
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,78,1.9,WALL,BAKED BRICKS/BLOCKS/STONES,854,20.83,37
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,78,1.9,WALL,UNBAKED BRICKS/MUD,1981,48.33,20
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,78,1.9,WALL,WOOD/BAMBOO,260,6.34,13
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,78,1.9,WALL,OTHERS,1004,24.49,8
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,78,1.9,ROOF,RCC/RBC,47,1.15,12
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,78,1.9,ROOF,CEMENT/IRON SHEETS,76,1.85,2
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,78,1.9,ROOF,GARDER/T.IRON,799,19.49,18
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,78,1.9,ROOF,WOOD/BAMBOO,2166,52.84,37
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,78,1.9,ROOF,OTHERS,1011,24.66,9
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,4014,97.93,WALL,BAKED BRICKS/BLOCKS/STONES,854,20.83,817
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,4014,97.93,WALL,UNBAKED BRICKS/MUD,1981,48.33,1955
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,4014,97.93,WALL,WOOD/BAMBOO,260,6.34,246
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,4014,97.93,WALL,OTHERS,1004,24.49,996
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,4014,97.93,ROOF,RCC/RBC,47,1.15,35
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,4014,97.93,ROOF,CEMENT/IRON SHEETS,76,1.85,74
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,4014,97.93,ROOF,GARDER/T.IRON,799,19.49,778
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,4014,97.93,ROOF,WOOD/BAMBOO,2166,52.84,2125
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,4014,97.93,ROOF,OTHERS,1011,24.66,1002
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,7,0.17,WALL,BAKED BRICKS/BLOCKS/STONES,854,20.83,0
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,7,0.17,WALL,UNBAKED BRICKS/MUD,1981,48.33,6
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,7,0.17,WALL,WOOD/BAMBOO,260,6.34,1
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,7,0.17,WALL,OTHERS,1004,24.49,0
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,7,0.17,ROOF,RCC/RBC,47,1.15,0
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,7,0.17,ROOF,CEMENT/IRON SHEETS,76,1.85,0
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,7,0.17,ROOF,GARDER/T.IRON,799,19.49,3
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,7,0.17,ROOF,WOOD/BAMBOO,2166,52.84,4
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,7,0.17,ROOF,OTHERS,1011,24.66,0
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,78,1.9,WALL,BAKED BRICKS/BLOCKS/STONES,854,20.83,37
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,78,1.9,WALL,UNBAKED BRICKS/MUD,1981,48.33,20
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,78,1.9,WALL,WOOD/BAMBOO,260,6.34,13
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,78,1.9,WALL,OTHERS,1004,24.49,8
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,78,1.9,ROOF,RCC/RBC,47,1.15,12
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,78,1.9,ROOF,CEMENT/IRON SHEETS,76,1.85,2
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,78,1.9,ROOF,GARDER/T.IRON,799,19.49,18
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,78,1.9,ROOF,WOOD/BAMBOO,2166,52.84,37
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,78,1.9,ROOF,OTHERS,1011,24.66,9
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,NA,NA,WALL,BAKED BRICKS/BLOCKS/STONES,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,NA,NA,WALL,UNBAKED BRICKS/MUD,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,NA,NA,WALL,WOOD/BAMBOO,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,NA,NA,WALL,OTHERS,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,NA,NA,ROOF,RCC/RBC,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,NA,NA,ROOF,CEMENT/IRON SHEETS,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,NA,NA,ROOF,GARDER/T.IRON,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,NA,NA,ROOF,WOOD/BAMBOO,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,NA,NA,ROOF,OTHERS,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,NA,NA,WALL,BAKED BRICKS/BLOCKS/STONES,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,NA,NA,WALL,UNBAKED BRICKS/MUD,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,NA,NA,WALL,WOOD/BAMBOO,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,NA,NA,WALL,OTHERS,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,NA,NA,ROOF,RCC/RBC,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,NA,NA,ROOF,CEMENT/IRON SHEETS,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,NA,NA,ROOF,GARDER/T.IRON,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,NA,NA,ROOF,WOOD/BAMBOO,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,NA,NA,ROOF,OTHERS,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,NA,NA,WALL,BAKED BRICKS/BLOCKS/STONES,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,NA,NA,WALL,UNBAKED BRICKS/MUD,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,NA,NA,WALL,WOOD/BAMBOO,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,NA,NA,WALL,OTHERS,NA,NA,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,NA,NA,ROOF,RCC/RBC,NA,NA,0
