province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,033,FR BANNU,FR BANNU,TOTAL,UNDER CONSTRUCTION,1,22,0.55,439,10.94,0
FATA,033,FR BANNU,FR BANNU,TOTAL,LESS THAN 5 YEARS,1,241,6,439,10.94,44
FATA,033,FR BANNU,FR BANNU,TOTAL,5-10 YEARS,1,1059,26.38,439,10.94,41
FATA,033,FR BANNU,FR BANNU,TOTAL,11-50 YEARS,1,2384,59.39,439,10.94,339
FATA,033,FR BANNU,FR BANNU,TOTAL,OVER 50 YEARS,1,308,7.67,439,10.94,15
FATA,033,FR BANNU,FR BANNU,TOTAL,UNDER CONSTRUCTION,2,22,0.55,624,15.55,1
FATA,033,FR BANNU,FR BANNU,TOTAL,LESS THAN 5 YEARS,2,241,6,624,15.55,78
FATA,033,FR BANNU,FR BANNU,TOTAL,5-10 YEARS,2,1059,26.38,624,15.55,176
FATA,033,FR BANNU,FR BANNU,TOTAL,11-50 YEARS,2,2384,59.39,624,15.55,345
FATA,033,FR BANNU,FR BANNU,TOTAL,OVER 50 YEARS,2,308,7.67,624,15.55,24
FATA,033,FR BANNU,FR BANNU,TOTAL,UNDER CONSTRUCTION,3,22,0.55,692,17.24,5
FATA,033,FR BANNU,FR BANNU,TOTAL,LESS THAN 5 YEARS,3,241,6,692,17.24,38
FATA,033,FR BANNU,FR BANNU,TOTAL,5-10 YEARS,3,1059,26.38,692,17.24,139
FATA,033,FR BANNU,FR BANNU,TOTAL,11-50 YEARS,3,2384,59.39,692,17.24,460
FATA,033,FR BANNU,FR BANNU,TOTAL,OVER 50 YEARS,3,308,7.67,692,17.24,50
FATA,033,FR BANNU,FR BANNU,TOTAL,UNDER CONSTRUCTION,4,22,0.55,828,20.63,6
FATA,033,FR BANNU,FR BANNU,TOTAL,LESS THAN 5 YEARS,4,241,6,828,20.63,35
FATA,033,FR BANNU,FR BANNU,TOTAL,5-10 YEARS,4,1059,26.38,828,20.63,102
FATA,033,FR BANNU,FR BANNU,TOTAL,11-50 YEARS,4,2384,59.39,828,20.63,625
FATA,033,FR BANNU,FR BANNU,TOTAL,OVER 50 YEARS,4,308,7.67,828,20.63,60
FATA,033,FR BANNU,FR BANNU,TOTAL,UNDER CONSTRUCTION,5,22,0.55,810,20.18,4
FATA,033,FR BANNU,FR BANNU,TOTAL,LESS THAN 5 YEARS,5,241,6,810,20.18,28
FATA,033,FR BANNU,FR BANNU,TOTAL,5-10 YEARS,5,1059,26.38,810,20.18,505
FATA,033,FR BANNU,FR BANNU,TOTAL,11-50 YEARS,5,2384,59.39,810,20.18,222
FATA,033,FR BANNU,FR BANNU,TOTAL,OVER 50 YEARS,5,308,7.67,810,20.18,51
FATA,033,FR BANNU,FR BANNU,TOTAL,UNDER CONSTRUCTION,6,22,0.55,203,5.06,1
FATA,033,FR BANNU,FR BANNU,TOTAL,LESS THAN 5 YEARS,6,241,6,203,5.06,6
FATA,033,FR BANNU,FR BANNU,TOTAL,5-10 YEARS,6,1059,26.38,203,5.06,33
FATA,033,FR BANNU,FR BANNU,TOTAL,11-50 YEARS,6,2384,59.39,203,5.06,133
FATA,033,FR BANNU,FR BANNU,TOTAL,OVER 50 YEARS,6,308,7.67,203,5.06,30
FATA,033,FR BANNU,FR BANNU,TOTAL,UNDER CONSTRUCTION,7,22,0.55,154,3.84,2
FATA,033,FR BANNU,FR BANNU,TOTAL,LESS THAN 5 YEARS,7,241,6,154,3.84,3
FATA,033,FR BANNU,FR BANNU,TOTAL,5-10 YEARS,7,1059,26.38,154,3.84,27
FATA,033,FR BANNU,FR BANNU,TOTAL,11-50 YEARS,7,2384,59.39,154,3.84,96
FATA,033,FR BANNU,FR BANNU,TOTAL,OVER 50 YEARS,7,308,7.67,154,3.84,26
FATA,033,FR BANNU,FR BANNU,TOTAL,UNDER CONSTRUCTION,8,22,0.55,100,2.49,1
FATA,033,FR BANNU,FR BANNU,TOTAL,LESS THAN 5 YEARS,8,241,6,100,2.49,1
FATA,033,FR BANNU,FR BANNU,TOTAL,5-10 YEARS,8,1059,26.38,100,2.49,11
FATA,033,FR BANNU,FR BANNU,TOTAL,11-50 YEARS,8,2384,59.39,100,2.49,64
FATA,033,FR BANNU,FR BANNU,TOTAL,OVER 50 YEARS,8,308,7.67,100,2.49,23
FATA,033,FR BANNU,FR BANNU,TOTAL,UNDER CONSTRUCTION,9 AND MORE,22,0.55,164,4.09,2
FATA,033,FR BANNU,FR BANNU,TOTAL,LESS THAN 5 YEARS,9 AND MORE,241,6,164,4.09,8
FATA,033,FR BANNU,FR BANNU,TOTAL,5-10 YEARS,9 AND MORE,1059,26.38,164,4.09,25
FATA,033,FR BANNU,FR BANNU,TOTAL,11-50 YEARS,9 AND MORE,2384,59.39,164,4.09,100
FATA,033,FR BANNU,FR BANNU,TOTAL,OVER 50 YEARS,9 AND MORE,308,7.67,164,4.09,29
FATA,033,FR BANNU,FR BANNU,RURAL,UNDER CONSTRUCTION,1,22,0.55,439,10.94,0
FATA,033,FR BANNU,FR BANNU,RURAL,LESS THAN 5 YEARS,1,241,6,439,10.94,44
FATA,033,FR BANNU,FR BANNU,RURAL,5-10 YEARS,1,1059,26.38,439,10.94,41
FATA,033,FR BANNU,FR BANNU,RURAL,11-50 YEARS,1,2384,59.39,439,10.94,339
FATA,033,FR BANNU,FR BANNU,RURAL,OVER 50 YEARS,1,308,7.67,439,10.94,15
FATA,033,FR BANNU,FR BANNU,RURAL,UNDER CONSTRUCTION,2,22,0.55,624,15.55,1
FATA,033,FR BANNU,FR BANNU,RURAL,LESS THAN 5 YEARS,2,241,6,624,15.55,78
FATA,033,FR BANNU,FR BANNU,RURAL,5-10 YEARS,2,1059,26.38,624,15.55,176
FATA,033,FR BANNU,FR BANNU,RURAL,11-50 YEARS,2,2384,59.39,624,15.55,345
FATA,033,FR BANNU,FR BANNU,RURAL,OVER 50 YEARS,2,308,7.67,624,15.55,24
FATA,033,FR BANNU,FR BANNU,RURAL,UNDER CONSTRUCTION,3,22,0.55,692,17.24,5
FATA,033,FR BANNU,FR BANNU,RURAL,LESS THAN 5 YEARS,3,241,6,692,17.24,38
FATA,033,FR BANNU,FR BANNU,RURAL,5-10 YEARS,3,1059,26.38,692,17.24,139
FATA,033,FR BANNU,FR BANNU,RURAL,11-50 YEARS,3,2384,59.39,692,17.24,460
FATA,033,FR BANNU,FR BANNU,RURAL,OVER 50 YEARS,3,308,7.67,692,17.24,50
FATA,033,FR BANNU,FR BANNU,RURAL,UNDER CONSTRUCTION,4,22,0.55,828,20.63,6
FATA,033,FR BANNU,FR BANNU,RURAL,LESS THAN 5 YEARS,4,241,6,828,20.63,35
FATA,033,FR BANNU,FR BANNU,RURAL,5-10 YEARS,4,1059,26.38,828,20.63,102
FATA,033,FR BANNU,FR BANNU,RURAL,11-50 YEARS,4,2384,59.39,828,20.63,625
FATA,033,FR BANNU,FR BANNU,RURAL,OVER 50 YEARS,4,308,7.67,828,20.63,60
FATA,033,FR BANNU,FR BANNU,RURAL,UNDER CONSTRUCTION,5,22,0.55,810,20.18,4
FATA,033,FR BANNU,FR BANNU,RURAL,LESS THAN 5 YEARS,5,241,6,810,20.18,28
FATA,033,FR BANNU,FR BANNU,RURAL,5-10 YEARS,5,1059,26.38,810,20.18,505
FATA,033,FR BANNU,FR BANNU,RURAL,11-50 YEARS,5,2384,59.39,810,20.18,222
FATA,033,FR BANNU,FR BANNU,RURAL,OVER 50 YEARS,5,308,7.67,810,20.18,51
FATA,033,FR BANNU,FR BANNU,RURAL,UNDER CONSTRUCTION,6,22,0.55,203,5.06,1
FATA,033,FR BANNU,FR BANNU,RURAL,LESS THAN 5 YEARS,6,241,6,203,5.06,6
FATA,033,FR BANNU,FR BANNU,RURAL,5-10 YEARS,6,1059,26.38,203,5.06,33
FATA,033,FR BANNU,FR BANNU,RURAL,11-50 YEARS,6,2384,59.39,203,5.06,133
FATA,033,FR BANNU,FR BANNU,RURAL,OVER 50 YEARS,6,308,7.67,203,5.06,30
FATA,033,FR BANNU,FR BANNU,RURAL,UNDER CONSTRUCTION,7,22,0.55,154,3.84,2
