province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,8,4014,97.93,100,2.44,100
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,8,7,0.17,100,2.44,0
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,8,78,1.9,100,2.44,0
FATA,033,FR BANNU,FR BANNU,TOTAL,OWNED,9,4014,97.93,169,4.12,164
FATA,033,FR BANNU,FR BANNU,TOTAL,RENTED,9,7,0.17,169,4.12,0
FATA,033,FR BANNU,FR BANNU,TOTAL,RENT FREE,9,78,1.9,169,4.12,5
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,1,4014,97.93,455,11.1,439
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,1,7,0.17,455,11.1,0
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,1,78,1.9,455,11.1,16
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,2,4014,97.93,650,15.86,624
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,2,7,0.17,650,15.86,1
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,2,78,1.9,650,15.86,25
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,3,4014,97.93,713,17.39,692
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,3,7,0.17,713,17.39,1
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,3,78,1.9,713,17.39,20
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,4,4014,97.93,835,20.37,828
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,4,7,0.17,835,20.37,2
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,4,78,1.9,835,20.37,5
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,5,4014,97.93,818,19.96,810
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,5,7,0.17,818,19.96,3
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,5,78,1.9,818,19.96,5
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,6,4014,97.93,204,4.98,203
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,6,7,0.17,204,4.98,0
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,6,78,1.9,204,4.98,1
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,7,4014,97.93,155,3.78,154
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,7,7,0.17,155,3.78,0
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,7,78,1.9,155,3.78,1
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,8,4014,97.93,100,2.44,100
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,8,7,0.17,100,2.44,0
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,8,78,1.9,100,2.44,0
FATA,033,FR BANNU,FR BANNU,RURAL,OWNED,9,4014,97.93,169,4.12,164
FATA,033,FR BANNU,FR BANNU,RURAL,RENTED,9,7,0.17,169,4.12,0
FATA,033,FR BANNU,FR BANNU,RURAL,RENT FREE,9,78,1.9,169,4.12,5
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,1,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,1,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,1,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,2,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,2,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,2,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,3,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,3,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,3,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,4,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,4,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,4,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,5,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,5,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,5,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,6,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,6,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,6,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,7,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,7,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,7,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,8,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,8,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,8,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,OWNED,9,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENTED,9,0,0,0,0,0
FATA,033,FR BANNU,FR BANNU,URBAN,RENT FREE,9,0,0,0,0,0
