province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,1 PERSON,1,7016,2.46,1.3,194517,68.34,4.76,5778
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,2 PERSONS,1,36358,12.77,1.25,194517,68.34,4.76,30912
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,3 PERSONS,1,37242,13.08,1.32,194517,68.34,4.76,29759
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,4 PERSONS,1,40871,14.36,1.41,194517,68.34,4.76,30014
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 PERSONS,1,42923,15.08,1.49,194517,68.34,4.76,29349
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,6 PERSONS,1,39637,13.92,1.55,194517,68.34,4.76,25737
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,7 PERSONS,1,30263,10.63,1.6,194517,68.34,4.76,18601
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,8 PERSONS,1,20724,7.28,1.68,194517,68.34,4.76,11797
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,9 PERSONS,1,12767,4.49,1.76,194517,68.34,4.76,6638
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,16846,5.92,2.33,194517,68.34,4.76,5932
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,1 PERSON,2,7016,2.46,1.3,59736,20.99,5.99,786
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,2 PERSONS,2,36358,12.77,1.25,59736,20.99,5.99,3838
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,3 PERSONS,2,37242,13.08,1.32,59736,20.99,5.99,5270
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,4 PERSONS,2,40871,14.36,1.41,59736,20.99,5.99,7672
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 PERSONS,2,42923,15.08,1.49,59736,20.99,5.99,9442
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,6 PERSONS,2,39637,13.92,1.55,59736,20.99,5.99,9539
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,7 PERSONS,2,30263,10.63,1.6,59736,20.99,5.99,7894
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,8 PERSONS,2,20724,7.28,1.68,59736,20.99,5.99,6006
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,9 PERSONS,2,12767,4.49,1.76,59736,20.99,5.99,4029
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,16846,5.92,2.33,59736,20.99,5.99,5260
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,1 PERSON,3,7016,2.46,1.3,17865,6.28,6.61,272
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,2 PERSONS,3,36358,12.77,1.25,17865,6.28,6.61,859
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,3 PERSONS,3,37242,13.08,1.32,17865,6.28,6.61,1289
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,4 PERSONS,3,40871,14.36,1.41,17865,6.28,6.61,1941
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 PERSONS,3,42923,15.08,1.49,17865,6.28,6.61,2575
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,6 PERSONS,3,39637,13.92,1.55,17865,6.28,6.61,2692
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,7 PERSONS,3,30263,10.63,1.6,17865,6.28,6.61,2360
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,8 PERSONS,3,20724,7.28,1.68,17865,6.28,6.61,1826
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,9 PERSONS,3,12767,4.49,1.76,17865,6.28,6.61,1282
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,16846,5.92,2.33,17865,6.28,6.61,2769
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,1 PERSON,4,7016,2.46,1.3,6505,2.29,7.3,82
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,2 PERSONS,4,36358,12.77,1.25,6505,2.29,7.3,318
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,3 PERSONS,4,37242,13.08,1.32,6505,2.29,7.3,431
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,4 PERSONS,4,40871,14.36,1.41,6505,2.29,7.3,630
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 PERSONS,4,42923,15.08,1.49,6505,2.29,7.3,792
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,6 PERSONS,4,39637,13.92,1.55,6505,2.29,7.3,892
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,7 PERSONS,4,30263,10.63,1.6,6505,2.29,7.3,775
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,8 PERSONS,4,20724,7.28,1.68,6505,2.29,7.3,606
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,9 PERSONS,4,12767,4.49,1.76,6505,2.29,7.3,494
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,16846,5.92,2.33,6505,2.29,7.3,1485
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,1 PERSON,5,7016,2.46,1.3,2400,0.84,7.51,24
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,2 PERSONS,5,36358,12.77,1.25,2400,0.84,7.51,151
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,3 PERSONS,5,37242,13.08,1.32,2400,0.84,7.51,190
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,4 PERSONS,5,40871,14.36,1.41,2400,0.84,7.51,231
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 PERSONS,5,42923,15.08,1.49,2400,0.84,7.51,312
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,6 PERSONS,5,39637,13.92,1.55,2400,0.84,7.51,323
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,7 PERSONS,5,30263,10.63,1.6,2400,0.84,7.51,240
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,8 PERSONS,5,20724,7.28,1.68,2400,0.84,7.51,206
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,9 PERSONS,5,12767,4.49,1.76,2400,0.84,7.51,145
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,16846,5.92,2.33,2400,0.84,7.51,578
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,1 PERSON,6,7016,2.46,1.3,1285,0.45,8.64,21
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,2 PERSONS,6,36358,12.77,1.25,1285,0.45,8.64,44
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,3 PERSONS,6,37242,13.08,1.32,1285,0.45,8.64,60
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,4 PERSONS,6,40871,14.36,1.41,1285,0.45,8.64,97
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 PERSONS,6,42923,15.08,1.49,1285,0.45,8.64,142
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,6 PERSONS,6,39637,13.92,1.55,1285,0.45,8.64,158
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,7 PERSONS,6,30263,10.63,1.6,1285,0.45,8.64,143
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,8 PERSONS,6,20724,7.28,1.68,1285,0.45,8.64,114
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,9 PERSONS,6,12767,4.49,1.76,1285,0.45,8.64,77
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,10 PERSONS AND ABOVE,6,16846,5.92,2.33,1285,0.45,8.64,429
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,1 PERSON,7,7016,2.46,1.3,1336,0.47,6.26,29
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,2 PERSONS,7,36358,12.77,1.25,1336,0.47,6.26,141
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,3 PERSONS,7,37242,13.08,1.32,1336,0.47,6.26,158
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,4 PERSONS,7,40871,14.36,1.41,1336,0.47,6.26,167
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 PERSONS,7,42923,15.08,1.49,1336,0.47,6.26,188
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,6 PERSONS,7,39637,13.92,1.55,1336,0.47,6.26,169
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,7 PERSONS,7,30263,10.63,1.6,1336,0.47,6.26,139
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,8 PERSONS,7,20724,7.28,1.68,1336,0.47,6.26,104
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,9 PERSONS,7,12767,4.49,1.76,1336,0.47,6.26,56
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,10 PERSONS AND ABOVE,7,16846,5.92,2.33,1336,0.47,6.26,185
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,1 PERSON,8,7016,2.46,1.3,375,0.13,8.15,10
