province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OWNED,1,190521,66.93,194517,68.34,122740
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENTED,1,12768,4.49,194517,68.34,5368
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENT FREE,1,81358,28.58,194517,68.34,66409
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OWNED,2,190521,66.93,59736,20.99,43038
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENTED,2,12768,4.49,59736,20.99,4784
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENT FREE,2,81358,28.58,59736,20.99,11914
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OWNED,3,190521,66.93,17865,6.28,14099
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENTED,3,12768,4.49,17865,6.28,1899
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENT FREE,3,81358,28.58,17865,6.28,1867
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OWNED,4,190521,66.93,6505,2.29,5560
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENTED,4,12768,4.49,6505,2.29,446
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENT FREE,4,81358,28.58,6505,2.29,499
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OWNED,5,190521,66.93,2400,0.84,2107
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENTED,5,12768,4.49,2400,0.84,112
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENT FREE,5,81358,28.58,2400,0.84,181
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OWNED,6,190521,66.93,1285,0.45,1167
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENTED,6,12768,4.49,1285,0.45,56
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENT FREE,6,81358,28.58,1285,0.45,62
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OWNED,7,190521,66.93,1336,0.47,993
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENTED,7,12768,4.49,1336,0.47,69
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENT FREE,7,81358,28.58,1336,0.47,274
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OWNED,8,190521,66.93,375,0.13,326
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENTED,8,12768,4.49,375,0.13,11
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENT FREE,8,81358,28.58,375,0.13,38
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OWNED,9,190521,66.93,628,0.22,491
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENTED,9,12768,4.49,628,0.22,23
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,RENT FREE,9,81358,28.58,628,0.22,114
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,RURAL,OWNED,1,132693,64.19,159793,77.3,98340
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,RURAL,RENTED,1,2746,1.33,159793,77.3,1787
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,RURAL,RENT FREE,1,71282,34.48,159793,77.3,59666
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,RURAL,OWNED,2,132693,64.19,35764,17.3,25566
