province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,27907,14.65,BAKED BRICKS/BLOCKS/STONES,2242,1.18,978
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,27907,14.65,UNBAKED BRICKS/MUD,660,0.35,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,27907,14.65,WOOD/BAMBOO,859,0.45,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,27907,14.65,OTHERS,153,0.08,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,27907,14.65,BAKED BRICKS/BLOCKS/STONES,16467,8.64,3549
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,27907,14.65,UNBAKED BRICKS/MUD,16764,8.8,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,27907,14.65,WOOD/BAMBOO,14937,7.84,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,27907,14.65,OTHERS,1482,0.78,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,27907,14.65,BAKED BRICKS/BLOCKS/STONES,31660,16.62,6901
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,27907,14.65,UNBAKED BRICKS/MUD,18677,9.8,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,27907,14.65,WOOD/BAMBOO,14373,7.54,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,27907,14.65,OTHERS,1638,0.86,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,27907,14.65,BAKED BRICKS/BLOCKS/STONES,44659,23.44,15783
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,27907,14.65,UNBAKED BRICKS/MUD,12665,6.65,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,27907,14.65,WOOD/BAMBOO,6493,3.41,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,27907,14.65,OTHERS,888,0.47,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,27907,14.65,BAKED BRICKS/BLOCKS/STONES,3186,1.67,696
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,27907,14.65,UNBAKED BRICKS/MUD,1751,0.92,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,27907,14.65,WOOD/BAMBOO,844,0.44,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,27907,14.65,OTHERS,123,0.06,0
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,3488,1.83,BAKED BRICKS/BLOCKS/STONES,2242,1.18,89
