province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,UNDER CONSTRUCTION,1,3914,2.05,122740,64.42,2360
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,LESS THAN 5 YEARS,1,49650,26.06,122740,64.42,37198
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5-10 YEARS,1,66348,34.82,122740,64.42,44012
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,11-50 YEARS,1,64705,33.96,122740,64.42,35724
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OVER 50 YEARS,1,5904,3.1,122740,64.42,3446
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,UNDER CONSTRUCTION,2,3914,2.05,43038,22.59,1054
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,LESS THAN 5 YEARS,2,49650,26.06,43038,22.59,8692
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5-10 YEARS,2,66348,34.82,43038,22.59,15018
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,11-50 YEARS,2,64705,33.96,43038,22.59,16847
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OVER 50 YEARS,2,5904,3.1,43038,22.59,1427
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,UNDER CONSTRUCTION,3,3914,2.05,14099,7.4,282
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,LESS THAN 5 YEARS,3,49650,26.06,14099,7.4,2228
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5-10 YEARS,3,66348,34.82,14099,7.4,4255
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,11-50 YEARS,3,64705,33.96,14099,7.4,6782
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OVER 50 YEARS,3,5904,3.1,14099,7.4,552
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,UNDER CONSTRUCTION,4,3914,2.05,5560,2.92,129
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,LESS THAN 5 YEARS,4,49650,26.06,5560,2.92,825
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5-10 YEARS,4,66348,34.82,5560,2.92,1625
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,11-50 YEARS,4,64705,33.96,5560,2.92,2744
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OVER 50 YEARS,4,5904,3.1,5560,2.92,237
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,UNDER CONSTRUCTION,5,3914,2.05,2107,1.11,33
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,LESS THAN 5 YEARS,5,49650,26.06,2107,1.11,259
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,5-10 YEARS,5,66348,34.82,2107,1.11,612
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,11-50 YEARS,5,64705,33.96,2107,1.11,1105
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS DISTRICT,TOTAL,OVER 50 YEARS,5,5904,3.1,2107,1.11,98
