province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS TALUKA,MIRPUR KHAS MC,"200,000 - 499,999",189671,1.11,5.68,ALL SEXES,234133
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS TALUKA,MIRPUR KHAS MC,"200,000 - 499,999",189671,1.11,5.68,MALE,120114
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS TALUKA,MIRPUR KHAS MC,"200,000 - 499,999",189671,1.11,5.68,FEMALE,113984
SINDH,098,MIRPUR KHAS DISTRICT,MIRPUR KHAS TALUKA,MIRPUR KHAS MC,"200,000 - 499,999",189671,1.11,5.68,TRANSGENDER,35
SINDH,098,MIRPUR KHAS DISTRICT,DIGRI TALUKA,TANDO JAN MUHAMMAD TC,"25,000 - 49,999",13619,5.39,5.71,ALL SEXES,36968
SINDH,098,MIRPUR KHAS DISTRICT,DIGRI TALUKA,TANDO JAN MUHAMMAD TC,"25,000 - 49,999",13619,5.39,5.71,MALE,19041
SINDH,098,MIRPUR KHAS DISTRICT,DIGRI TALUKA,TANDO JAN MUHAMMAD TC,"25,000 - 49,999",13619,5.39,5.71,FEMALE,17922
SINDH,098,MIRPUR KHAS DISTRICT,DIGRI TALUKA,TANDO JAN MUHAMMAD TC,"25,000 - 49,999",13619,5.39,5.71,TRANSGENDER,5
SINDH,098,MIRPUR KHAS DISTRICT,DIGRI TALUKA,DIGRI TC,"25,000 - 49,999",27027,1.63,5.37,ALL SEXES,36745
SINDH,098,MIRPUR KHAS DISTRICT,DIGRI TALUKA,DIGRI TC,"25,000 - 49,999",27027,1.63,5.37,MALE,18903
SINDH,098,MIRPUR KHAS DISTRICT,DIGRI TALUKA,DIGRI TC,"25,000 - 49,999",27027,1.63,5.37,FEMALE,17839
SINDH,098,MIRPUR KHAS DISTRICT,DIGRI TALUKA,DIGRI TC,"25,000 - 49,999",27027,1.63,5.37,TRANSGENDER,3
SINDH,098,MIRPUR KHAS DISTRICT,JHUDO TALUKA,JHUDO TC,"25,000 - 49,999",23603,1.65,5.44,ALL SEXES,32215
SINDH,098,MIRPUR KHAS DISTRICT,JHUDO TALUKA,JHUDO TC,"25,000 - 49,999",23603,1.65,5.44,MALE,16527
SINDH,098,MIRPUR KHAS DISTRICT,JHUDO TALUKA,JHUDO TC,"25,000 - 49,999",23603,1.65,5.44,FEMALE,15681
SINDH,098,MIRPUR KHAS DISTRICT,JHUDO TALUKA,JHUDO TC,"25,000 - 49,999",23603,1.65,5.44,TRANSGENDER,7
SINDH,098,MIRPUR KHAS DISTRICT,KOT GHULAM MUHAMMAD TALUKA,KOT GHULAM MUHAMMAD TC,"25,000 - 49,999",17507,2.69,5.26,ALL SEXES,29042
SINDH,098,MIRPUR KHAS DISTRICT,KOT GHULAM MUHAMMAD TALUKA,KOT GHULAM MUHAMMAD TC,"25,000 - 49,999",17507,2.69,5.26,MALE,14935
SINDH,098,MIRPUR KHAS DISTRICT,KOT GHULAM MUHAMMAD TALUKA,KOT GHULAM MUHAMMAD TC,"25,000 - 49,999",17507,2.69,5.26,FEMALE,14103
SINDH,098,MIRPUR KHAS DISTRICT,KOT GHULAM MUHAMMAD TALUKA,KOT GHULAM MUHAMMAD TC,"25,000 - 49,999",17507,2.69,5.26,TRANSGENDER,4
SINDH,098,MIRPUR KHAS DISTRICT,JHUDO TALUKA,NAUKOT TC,"25,000 - 49,999",18599,2.01,5.41,ALL SEXES,27173
SINDH,098,MIRPUR KHAS DISTRICT,JHUDO TALUKA,NAUKOT TC,"25,000 - 49,999",18599,2.01,5.41,MALE,14254
SINDH,098,MIRPUR KHAS DISTRICT,JHUDO TALUKA,NAUKOT TC,"25,000 - 49,999",18599,2.01,5.41,FEMALE,12917
SINDH,098,MIRPUR KHAS DISTRICT,JHUDO TALUKA,NAUKOT TC,"25,000 - 49,999",18599,2.01,5.41,TRANSGENDER,2
SINDH,098,MIRPUR KHAS DISTRICT,SHUJAABAD TALUKA,MIRWAH TC,"10,000 - 24,999",10149,3.89,4.9,ALL SEXES,21000
SINDH,098,MIRPUR KHAS DISTRICT,SHUJAABAD TALUKA,MIRWAH TC,"10,000 - 24,999",10149,3.89,4.9,MALE,10828
SINDH,098,MIRPUR KHAS DISTRICT,SHUJAABAD TALUKA,MIRWAH TC,"10,000 - 24,999",10149,3.89,4.9,FEMALE,10168
SINDH,098,MIRPUR KHAS DISTRICT,SHUJAABAD TALUKA,MIRWAH TC,"10,000 - 24,999",10149,3.89,4.9,TRANSGENDER,4
SINDH,098,MIRPUR KHAS DISTRICT,SINDHRI TALUKA,HINGORNO TC,"10,000 - 24,999",NA,NA,4.93,ALL SEXES,16805
SINDH,098,MIRPUR KHAS DISTRICT,SINDHRI TALUKA,HINGORNO TC,"10,000 - 24,999",NA,NA,4.93,MALE,8716
SINDH,098,MIRPUR KHAS DISTRICT,SINDHRI TALUKA,HINGORNO TC,"10,000 - 24,999",NA,NA,4.93,FEMALE,8089
SINDH,098,MIRPUR KHAS DISTRICT,SINDHRI TALUKA,HINGORNO TC,"10,000 - 24,999",NA,NA,4.93,TRANSGENDER,0
